Team,Over Record,Over %,Under %,Total +/-
W Georgia,2-0-0,100.0%,0.0%,+5.3
Mercyhurst,1-0-0,100.0%,0.0%,+3.5
Hsn Christian,27-10-0,73.0%,27.0%,+8.3
St. Thomas,8-3-0,72.7%,27.3%,+6.5
Morgan St,22-11-1,66.7%,33.3%,+5.5
Yale,23-12-0,65.7%,34.3%,+5.5
Bellarmine,13-7-0,65.0%,35.0%,+0.9
Prairie View,24-13-0,64.9%,35.1%,+6.4
Northeastrn,31-17-1,64.6%,35.4%,+4.1
N Colorado,36-20-1,64.3%,35.7%,+6.5
Florida Intl,31-18-2,63.3%,36.7%,+4.6
Denver,39-23-1,62.9%,37.1%,+3.8
Youngs St,37-22-0,62.7%,37.3%,+3.5
N Arizona,30-18-2,62.5%,37.5%,+4.0
Wisconsin,58-35-3,62.4%,37.6%,+3.1
E Washingtn,38-23-0,62.3%,37.7%,+5.6
South Dakota,44-27-1,62.0%,38.0%,+4.0
U Penn,26-16-0,61.9%,38.1%,+3.5
Citadel,26-16-1,61.9%,38.1%,+5.7
Oral Roberts,34-21-0,61.8%,38.2%,+5.2
Jacksonville,21-13-0,61.8%,38.2%,+3.2
GA Southern,32-20-1,61.5%,38.5%,+3.0
Chicago St,25-16-0,61.0%,39.0%,+4.6
Illinois St,37-24-1,60.7%,39.3%,+3.3
Delaware,37-24-0,60.7%,39.3%,+4.5
N Carolina,60-39-3,60.6%,39.4%,+2.1
Bradley,40-26-0,60.6%,39.4%,+4.3
Georgetown,52-34-0,60.5%,39.5%,+5.4
NC-Wilmgton,35-23-0,60.3%,39.7%,+3.6
Mass Lowell,24-16-0,60.0%,40.0%,+3.1
Belmont,39-26-2,60.0%,40.0%,+1.6
S Car State,21-14-0,60.0%,40.0%,+8.2
Utah Valley,30-20-0,60.0%,40.0%,-0.3
TX Southern,30-20-1,60.0%,40.0%,+3.4
S Utah,36-24-3,60.0%,40.0%,+4.7
Rob Morris,18-12-1,60.0%,40.0%,+4.2
W Illinois,37-25-1,59.7%,40.3%,+2.9
LA Tech,25-17-0,59.5%,40.5%,+1.5
Lipscomb,22-15-0,59.5%,40.5%,+3.4
Bucknell,23-16-0,59.0%,41.0%,+3.2
UCSD,10-7-1,58.8%,41.2%,+1.4
U Mass,44-31-0,58.7%,41.3%,+2.9
Wake Forest,51-36-1,58.6%,41.4%,+2.5
California,45-32-1,58.4%,41.6%,+1.4
S Indiana,7-5-0,58.3%,41.7%,+3.8
Missouri St,32-23-0,58.2%,41.8%,+5.2
Hampton,25-18-0,58.1%,41.9%,+4.3
Stony Brook,25-18-0,58.1%,41.9%,+4.2
Santa Clara,29-21-0,58.0%,42.0%,+2.5
Indiana St,40-29-1,58.0%,42.0%,+2.7
Baylor,48-35-1,57.8%,42.2%,+1.3
WI-Grn Bay,37-27-1,57.8%,42.2%,+4.7
Radford,26-19-0,57.8%,42.2%,+2.0
Pacific,30-22-1,57.7%,42.3%,+2.9
Mercer,27-20-1,57.5%,42.6%,+3.3
Jksnville St,27-20-0,57.5%,42.6%,+2.9
Pepperdine,31-23-0,57.4%,42.6%,+5.0
Ste F Austin,28-21-2,57.1%,42.9%,+2.2
Idaho,28-21-0,57.1%,42.9%,+1.0
Utah,46-35-1,56.8%,43.2%,+3.0
Grd Canyon,30-23-1,56.6%,43.4%,+3.3
Neb Omaha,39-30-1,56.5%,43.5%,+1.9
UL Monroe,22-17-0,56.4%,43.6%,+6.3
Michigan,50-39-1,56.2%,43.8%,+3.3
Delaware St,23-18-0,56.1%,43.9%,+0.8
St Josephs,42-33-1,56.0%,44.0%,-0.7
Idaho St,28-22-0,56.0%,44.0%,+0.7
S Alabama,28-22-0,56.0%,44.0%,+2.6
St Marys,42-33-0,56.0%,44.0%,+0.3
Boston Col,43-34-2,55.8%,44.2%,+1.7
Longwood,24-19-1,55.8%,44.2%,+0.1
Wofford,29-23-1,55.8%,44.2%,+1.9
Air Force,39-31-2,55.7%,44.3%,+0.8
Utah St,44-35-1,55.7%,44.3%,+3.1
N Florida,20-16-1,55.6%,44.4%,+4.9
Toledo,35-28-2,55.6%,44.4%,+4.1
W Michigan,35-28-0,55.6%,44.4%,+3.8
Central Mich,30-24-0,55.6%,44.4%,+1.5
Montana St,30-24-0,55.6%,44.4%,+0.2
NC State,46-37-0,55.4%,44.6%,+0.8
Wyoming,41-33-1,55.4%,44.6%,+4.0
Furman,31-25-0,55.4%,44.6%,+1.1
New Orleans,21-17-0,55.3%,44.7%,+2.4
Loyola-MD,16-13-1,55.2%,44.8%,+0.4
San Jose St,48-39-0,55.2%,44.8%,+2.3
Colgate,32-26-0,55.2%,44.8%,+0.5
N Dakota St,43-35-1,55.1%,44.9%,+2.6
NC-Asheville,28-23-0,54.9%,45.1%,+1.5
Wm & Mary,23-19-0,54.8%,45.2%,+3.7
Wichita St,46-38-1,54.8%,45.2%,+2.0
Abl Christian,23-19-1,54.8%,45.2%,+2.5
Minnesota,52-43-1,54.7%,45.3%,+2.3
Miami (OH),29-24-0,54.7%,45.3%,+1.8
Duquesne,47-39-0,54.7%,45.4%,+3.3
Alcorn St,24-20-0,54.6%,45.5%,+2.5
Oregon St,42-35-0,54.6%,45.5%,+0.9
UNLV,42-35-1,54.6%,45.5%,+3.3
USC,43-36-2,54.4%,45.6%,+2.5
IL-Chicago,37-31-0,54.4%,45.6%,+1.3
Winthrop,25-21-0,54.4%,45.7%,+2.8
BYU,25-21-0,54.4%,45.7%,+2.0
Ohio St,57-48-2,54.3%,45.7%,+1.6
E Michigan,26-22-0,54.2%,45.8%,+1.4
St Johns,47-40-2,54.0%,46.0%,+1.4
Oklahoma,48-41-3,53.9%,46.1%,+1.8
Harvard,21-18-0,53.9%,46.2%,-1.6
