Team,ATS Record,Cover %,MOV,ATS +/-
Mercyhurst,2-1-1,66.7%,-15.4,-2.6
Gard-Webb,81-49-2,62.3%,-6.1,+2.2
W Georgia,3-2-0,60.0%,-15.8,-0.3
SE Louisiana,68-48-0,58.6%,-8.4,+0.5
Jksnville St,160-114-10,58.4%,-5.5,+1.1
TX A&M-CC,64-46-1,58.2%,-5.3,+1.9
Yale,176-129-12,57.7%,-2.7,+1.8
Marquette,163-120-4,57.6%,-1.8,+0.8
St Peters,182-134-7,57.6%,-5.6,+1.4
NW State,67-50-3,57.3%,-8.9,+0.6
Lipscomb,79-59-2,57.3%,-4.8,+1.1
Miami,163-123-10,57.0%,-1.6,+1.5
Princeton,176-133-6,57.0%,0.7,+0.9
Boston Col,156-118-12,56.9%,-5.0,+1.8
UC Davis,133-101-3,56.8%,-6.4,+1.7
Nevada,165-128-9,56.3%,-2.2,+1.1
Col Charlestn,157-122-7,56.3%,1.4,+1.6
Hofstra,171-133-11,56.3%,-0.8,+1.4
Lafayette,72-56-1,56.3%,-6.2,+0.9
Campbell,59-46-3,56.2%,-8.7,+0.9
Oakland,128-100-3,56.1%,-4.5,+0.6
IPFW,122-96-1,56.0%,-7.6,+0.4
Stetson,67-53-5,55.8%,-9.9,0.0
Albany,68-54-5,55.7%,-4.3,+1.1
Lehigh,73-58-0,55.7%,-4.8,+0.8
Rob Morris,83-66-0,55.7%,-4.2,+0.1
Wichita St,162-129-8,55.7%,0.4,+0.8
Sam Hous St,64-51-4,55.7%,-3.2,+0.6
St Marys,159-127-5,55.6%,1.1,+1.1
Providence,161-129-7,55.5%,-3.1,+1.4
N Colorado,132-106-7,55.5%,-6.1,+1.4
Colgate,72-58-2,55.4%,-4.9,+1.1
Norfolk St,67-54-1,55.4%,-6.2,+0.7
NC Central,62-50-2,55.4%,-8.3,+0.4
Jackson St,78-63-2,55.3%,-8.6,+0.4
San Diego,174-141-4,55.2%,-5.2,+1.6
Cornell,165-134-9,55.2%,-5.7,+1.0
Seton Hall,161-131-5,55.1%,-3.3,+1.0
Loyola-MD,156-127-4,55.1%,-7.4,+0.8
Columbia,148-121-4,55.0%,-6.6,+0.7
Temple,187-153-8,55.0%,0.1,+0.7
S Dakota St,105-86-2,55.0%,-4.0,+0.5
N Illinois,199-164-9,54.8%,-8.2,+0.5
Stony Brook,76-63-2,54.7%,-4.6,0.0
Merrimack,41-34-3,54.7%,-4.5,+0.9
Boston U,82-68-6,54.7%,-2.1,+1.7
TX-Arlington,100-83-3,54.6%,-4.5,+1.6
Hsn Christian,59-49-1,54.6%,-15.2,-0.6
Florida A&M,65-54-0,54.6%,-13.0,+0.6
SC Upstate,71-59-6,54.6%,-9.4,+0.8
Kent St,190-159-9,54.4%,-0.7,+0.6
Vanderbilt,155-130-8,54.4%,-4.8,+1.0
WI-Milwkee,194-163-13,54.3%,-4.8,+0.5
Canisius,172-145-15,54.3%,-5.6,+0.1
St Josephs,180-153-10,54.1%,-1.6,+1.1
Utah Valley,67-57-2,54.0%,-4.7,+1.1
Bucknell,74-63-1,54.0%,-3.1,+0.9
Bellarmine,34-29-1,54.0%,-7.4,+0.8
Kansas City,82-70-3,54.0%,-8.3,+0.1
Wofford,185-158-7,53.9%,-5.3,+0.8
Mass Lowell,62-53-0,53.9%,-5.1,+0.4
U Penn,166-142-7,53.9%,-1.6,+0.5
E Kentucky,173-148-5,53.9%,-6.6,+0.2
NJIT,63-54-2,53.9%,-10.3,+0.3
E Tenn St,113-97-5,53.8%,-2.6,+0.8
James Mad,178-153-8,53.8%,-4.9,+0.4
Towson,152-131-8,53.7%,-6.7,+0.8
Army,66-57-2,53.7%,-8.2,-0.2
S Florida,164-142-7,53.6%,-6.4,+0.6
Niagara,180-156-3,53.6%,-4.6,+0.4
Brown,158-137-4,53.6%,-6.2,+1.3
Memphis,151-131-6,53.6%,1.5,+0.8
N Florida,76-66-1,53.5%,-10.5,+0.2
Boise St,178-155-6,53.5%,-1.4,+1.2
S Methodist,157-137-6,53.4%,-3.1,-0.3
F Dickinson,71-62-0,53.4%,-7.3,+0.6
Davidson,159-139-4,53.4%,0.5,+0.8
Louisville,151-132-6,53.4%,0.6,+0.8
Marist,162-142-7,53.3%,-6.3,+0.5
Jacksonville,74-65-2,53.2%,-7.3,0.0
North Texas,175-154-12,53.2%,-7.3,+0.2
Central Conn,67-59-2,53.2%,-6.1,+0.6
Georgetown,153-135-6,53.1%,-2.4,+1.1
Idaho,181-160-8,53.1%,-7.9,+1.0
Maine,71-63-1,53.0%,-8.4,-0.7
Santa Clara,161-143-6,53.0%,-5.1,+0.2
Rider,172-153-7,52.9%,-3.0,+1.0
USC,164-146-2,52.9%,-3.0,+0.3
UC Irvine,192-171-13,52.9%,-2.3,+1.1
UC Riverside,165-147-10,52.9%,-8.8,0.0
UNLV,139-124-4,52.9%,-1.8,+0.5
Mercer,84-75-2,52.8%,-5.4,+0.3
San Francisco,169-151-9,52.8%,-4.1,+0.7
Baylor,142-127-4,52.8%,-4.8,0.0
Tennessee,152-136-0,52.8%,-1.0,+0.2
Coppin St,77-69-4,52.7%,-11.5,-0.5
Texas A&M,137-123-7,52.7%,-5.7,0.0
Georgia,158-142-3,52.7%,-6.7,+0.2
S Alabama,176-159-6,52.5%,-5.3,0.0
Radford,65-59-3,52.4%,-6.2,+1.0
Elon,153-139-3,52.4%,-8.9,+0.8
Navy,66-60-1,52.4%,-5.0,+1.2
Fresno St,178-162-6,52.4%,-3.6,+0.3
LA Tech,180-164-7,52.3%,-2.8,-0.1
Cal St Nrdge,171-156-6,52.3%,-5.9,+0.5
N Kentucky,69-63-1,52.3%,-2.9,+0.8
S Carolina,153-140-1,52.2%,-5.6,+0.2
Arizona,154-141-6,52.2%,3.8,+0.5
Texas St,83-76-6,52.2%,-5.7,+0.6
Notre Dame,145-133-6,52.2%,-2.5,+1.0
S Utah,109-100-1,52.2%,-9.0,+0.2
Grambling St,61-56-1,52.1%,-13.6,+1.1
Weber St,159-146-3,52.1%,-2.9,0.0
Fairfield,171-157-11,52.1%,-4.1,+0.4
Belmont,100-92-3,52.1%,0.4,+0.4
Maryland BC,64-59-2,52.0%,-6.6,+1.1
E Washingtn,193-178-7,52.0%,-5.7,+0.4
GA Tech,157-145-4,52.0%,-5.6,+0.7
St Johns,146-135-6,52.0%,-5.2,+0.5
Syracuse,136-126-3,51.9%,0.0,+0.4
Holy Cross,68-63-0,51.9%,-4.6,+0.6
TN State,179-166-9,51.9%,-8.6,0.0
Montana St,168-156-9,51.9%,-6.4,-0.4
Neb Omaha,98-91-2,51.9%,-10.2,-0.7
Pittsburgh,140-130-8,51.9%,-1.9,+1.0
VCU,155-144-5,51.8%,1.3,+0.4
CS Fullerton,180-168-11,51.7%,-5.3,+0.9
Hampton,60-56-0,51.7%,-3.9,+0.3
Northwestern,150-140-6,51.7%,-8.0,+0.5
Coastal Car,60-56-3,51.7%,-6.3,-0.1
Binghamton,61-57-2,51.7%,-9.3,+0.6
Winthrop,61-57-0,51.7%,-1.4,+0.9
Maryland ES,61-57-2,51.7%,-15.1,-0.7
Mississippi,154-144-2,51.7%,-4.6,-0.5
Duke,139-130-4,51.7%,7.2,+0.3
DePaul,159-149-8,51.6%,-8.0,+0.2
Cal Baptist,34-32-2,51.5%,-5.0,+0.3
American,86-81-2,51.5%,-5.0,+0.1
Wisconsin,155-146-7,51.5%,0.1,+0.4
Villanova,156-147-6,51.5%,1.4,0.0
McNeese St,52-49-3,51.5%,-8.3,+0.9
Lg Beach St,193-182-4,51.5%,-7.0,-0.1
S Illinois,175-165-10,51.5%,-3.0,-0.3
Geo Mason,161-152-7,51.4%,-1.7,+0.8
Creighton,166-157-4,51.4%,0.2,+0.1
Toledo,186-176-4,51.4%,-3.3,-0.1
Air Force,151-143-8,51.4%,-8.4,-0.1
Washington,152-144-4,51.4%,-4.5,-0.4
San Diego St,152-144-9,51.4%,-1.4,+0.2
Drexel,158-150-6,51.3%,-2.9,+0.1
Alabama St,59-56-3,51.3%,-9.1,-1.6
N Hampshire,61-58-1,51.3%,-8.5,-0.4
Kansas,142-135-5,51.3%,4.3,-0.3
New Orleans,127-121-7,51.2%,-9.1,-0.8
N Arizona,169-161-8,51.2%,-7.8,-0.1
Presbyterian,64-61-2,51.2%,-12.1,-0.7
New Mexico,150-143-8,51.2%,-3.0,-0.3
Vermont,65-62-3,51.2%,1.6,+0.2
Stanford,154-147-6,51.2%,-0.7,+0.2
South Dakota,89-85-2,51.2%,-6.5,-0.3
UCSB,181-173-8,51.1%,-2.2,+0.3
Florida,141-135-8,51.1%,1.4,0.0
UCLA,140-134-6,51.1%,-0.3,+0.6
Richmond,165-158-7,51.1%,-2.3,+0.6
St. Thomas,24-23-2,51.1%,-4.9,0.0
Samford,148-142-7,51.0%,-5.7,-0.7
Siena,164-158-3,50.9%,-2.8,+0.5
High Point,55-53-2,50.9%,-7.1,-1.6
Kentucky,143-138-3,50.9%,3.6,+1.0
Monmouth,90-87-5,50.9%,-5.6,-0.3
W Carolina,170-165-7,50.8%,-9.5,-0.3
Illinois,141-137-9,50.7%,-1.0,+0.3
Quinnipiac,73-71-6,50.7%,-3.9,-0.3
Manhattan,161-157-7,50.6%,-4.3,-0.3
U Mass,160-156-4,50.6%,-4.5,-0.2
Chattanooga,160-156-6,50.6%,-4.6,0.0
Valparaiso,120-117-7,50.6%,-2.9,-0.3
Loyola Mymt,165-161-11,50.6%,-8.7,+0.5
Buffalo,172-168-6,50.6%,-4.5,+0.5
E Illinois,172-168-6,50.6%,-7.6,+0.4
Bowling Grn,183-179-5,50.6%,-5.2,0.0
California,154-151-4,50.5%,-5.8,-0.5
App State,161-158-11,50.5%,-5.3,0.0
Charl South,58-57-2,50.4%,-10.0,-0.2
UL Monroe,131-129-4,50.4%,-10.2,-0.4
Michigan St,140-138-5,50.4%,1.9,-0.1
Gonzaga,141-140-7,50.2%,9.3,+1.3
Texas,143-142-1,50.2%,-1.3,-0.4
Dayton,144-143-8,50.2%,-0.4,+0.3
Indiana St,170-169-6,50.2%,-5.2,-0.2
WI-Grn Bay,182-181-12,50.1%,-6.5,-0.3
Miss State,136-136-10,50.0%,-4.0,-0.1
IL-Chicago,182-182-9,50.0%,-6.9,-0.8
CS Bakersfld,61-61-2,50.0%,-7.4,+1.1
Prairie View,63-63-2,50.0%,-12.7,0.0
Rhode Island,167-167-7,50.0%,-3.7,+0.2
Penn St,149-149-4,50.0%,-8.0,+0.1
Xavier,148-148-9,50.0%,1.1,+0.1
Citadel,147-147-6,50.0%,-11.8,-0.3
Troy,129-129-6,50.0%,-5.8,+0.3
UAB,162-162-7,50.0%,-1.4,+0.3
Tarleton St,30-30-0,50.0%,-7.6,+0.4
TX A&M-Com,20-20-2,50.0%,-11.5,0.0
NC-Wilmgton,176-177-12,49.9%,-5.3,-0.4
Murray St,149-150-10,49.8%,2.4,+0.6
Virginia,144-145-7,49.8%,-2.6,-0.7
Duquesne,147-148-6,49.8%,-7.4,-0.2
Oregon,148-149-5,49.8%,-2.6,-0.4
TX El Paso,147-148-8,49.8%,-5.1,-0.7
NC State,138-139-9,49.8%,-4.5,+0.3
Northeastrn,133-134-5,49.8%,-4.3,0.0
Morehead St,169-171-11,49.7%,-6.3,+0.1
Akron,166-168-5,49.7%,-1.2,0.0
Loyola-Chi,163-165-9,49.7%,-5.2,-0.3
St Bonavent,159-161-9,49.7%,-4.4,-0.3
Furman,155-157-4,49.7%,-4.6,+0.2
Delaware,147-149-7,49.7%,-4.5,-0.5
S Car State,69-70-0,49.6%,-10.1,-0.6
NC A&T,56-57-1,49.6%,-11.8,-0.8
Seattle,56-57-0,49.6%,-6.1,+0.3
Idaho St,166-169-4,49.6%,-10.1,-0.1
Nicholls,54-55-1,49.5%,-10.9,-0.2
Kansas St,136-139-8,49.5%,-5.6,-0.3
Ball St,172-176-5,49.4%,-4.4,+0.1
Missouri St,162-166-8,49.4%,-3.2,-0.4
Sac State,158-162-12,49.4%,-11.3,-0.7
BYU,148-152-6,49.3%,0.8,+0.6
Auburn,132-136-7,49.3%,-5.0,-0.7
Detroit,189-195-15,49.2%,-5.6,-0.4
