Team,all_games_Over Record,all_games_Over %,all_games_Under %,all_games_Total +/-,equal_rest_Over Record,equal_rest_Over %,equal_rest_Under %,equal_rest_Total +/-,four_plus_days_off_Over Record,four_plus_days_off_Over %,four_plus_days_off_Under %,four_plus_days_off_Total +/-,is_after_loss_Over Record,is_after_loss_Over %,is_after_loss_Under %,is_after_loss_Total +/-,is_after_win_Over Record,is_after_win_Over %,is_after_win_Under %,is_after_win_Total +/-,is_away_Over Record,is_away_Over %,is_away_Under %,is_away_Total +/-,is_dog_Over Record,is_dog_Over %,is_dog_Under %,is_dog_Total +/-,is_fav_Over Record,is_fav_Over %,is_fav_Under %,is_fav_Total +/-,is_home_Over Record,is_home_Over %,is_home_Under %,is_home_Total +/-,no_rest_Over Record,no_rest_Over %,no_rest_Under %,no_rest_Total +/-,one_day_off_Over Record,one_day_off_Over %,one_day_off_Under %,one_day_off_Total +/-,rest_advantage_Over Record,rest_advantage_Over %,rest_advantage_Under %,rest_advantage_Total +/-,rest_disadvantage_Over Record,rest_disadvantage_Over %,rest_disadvantage_Under %,rest_disadvantage_Total +/-,two_three_days_off_Over Record,two_three_days_off_Over %,two_three_days_off_Under %,two_three_days_off_Total +/-
Milwaukee,929-863-21,51.8%,48.2%,0.8,474-452-17,51.2%,48.8%,0.7,28-27-0,50.9%,49.1%,-0.6,461-416-14,52.6%,47.4%,0.9,456-437-7,51.1%,48.9%,0.7,446-440-12,50.3%,49.7%,0.3,430-396-11,52.1%,47.9%,0.7,489-461-10,51.5%,48.5%,0.8,473-412-9,53.5%,46.6%,1.4,192-197-4,49.4%,50.6%,-0.3,502-461-11,52.1%,47.9%,1.0,249-213-3,53.9%,46.1%,1.5,206-198-1,51.0%,49.0%,0.3,207-178-6,53.8%,46.2%,1.7
Denver,939-884-21,51.5%,48.5%,0.9,471-444-15,51.5%,48.5%,0.7,28-40-0,41.2%,58.8%,-4.5,424-343-11,55.3%,44.7%,2.4,509-525-10,49.2%,50.8%,0.0,448-451-8,49.8%,50.2%,0.3,376-362-9,51.0%,49.1%,0.2,556-520-12,51.7%,48.3%,1.3,473-424-12,52.7%,47.3%,1.3,188-166-2,53.1%,46.9%,1.2,565-502-16,53.0%,47.1%,1.3,221-226-4,49.4%,50.6%,0.6,247-214-2,53.6%,46.4%,1.4,158-176-3,47.3%,52.7%,0.3
Washington,894-846-32,51.4%,48.6%,1.1,485-449-18,51.9%,48.1%,1.4,28-26-2,51.9%,48.2%,2.6,506-484-19,51.1%,48.9%,0.8,379-349-13,52.1%,47.9%,1.6,441-431-12,50.6%,49.4%,0.7,554-531-21,51.1%,48.9%,1.0,336-313-11,51.8%,48.2%,1.2,450-409-20,52.4%,47.6%,1.6,207-170-6,54.9%,45.1%,2.2,470-501-20,48.4%,51.6%,0.5,227-196-9,53.7%,46.3%,1.2,182-201-5,47.5%,52.5%,0.2,189-149-4,55.9%,44.1%,1.2
Minnesota,883-840-22,51.3%,48.8%,0.5,470-445-11,51.4%,48.6%,0.2,26-29-1,47.3%,52.7%,0.3,517-473-19,52.2%,47.8%,1.1,357-354-3,50.2%,49.8%,-0.3,457-402-12,53.2%,46.8%,1.9,517-489-16,51.4%,48.6%,0.9,361-347-6,51.0%,49.0%,0.0,424-438-10,49.2%,50.8%,-0.9,192-168-6,53.3%,46.7%,1.1,504-484-12,51.0%,49.0%,0.3,200-215-6,48.2%,51.8%,0.1,213-180-5,54.2%,45.8%,1.8,161-159-3,50.3%,49.7%,0.7
Phoenix,921-878-21,51.2%,48.8%,0.4,454-448-11,50.3%,49.7%,-0.1,31-34-2,47.7%,52.3%,-1.8,408-437-12,48.3%,51.7%,-0.4,505-427-9,54.2%,45.8%,1.3,453-436-12,51.0%,49.0%,0.8,404-412-11,49.5%,50.5%,0.2,513-462-10,52.6%,47.4%,0.6,460-439-9,51.2%,48.8%,0.1,178-172-7,50.9%,49.1%,0.1,540-526-9,50.7%,49.3%,0.5,255-224-3,53.2%,46.8%,1.0,212-206-7,50.7%,49.3%,1.0,172-146-3,54.1%,45.9%,0.9
Sacramento,870-832-31,51.1%,48.9%,0.8,434-411-15,51.4%,48.6%,0.9,35-25-0,58.3%,41.7%,3.1,507-462-16,52.3%,47.7%,1.6,354-357-15,49.8%,50.2%,-0.2,407-438-18,48.2%,51.8%,-0.3,531-525-22,50.3%,49.7%,0.6,333-305-9,52.2%,47.8%,1.1,458-390-13,54.0%,46.0%,1.9,174-190-6,47.8%,52.2%,-0.7,503-457-22,52.4%,47.6%,1.2,233-190-6,55.1%,44.9%,2.3,203-231-10,46.8%,53.2%,-0.8,158-160-3,49.7%,50.3%,1.2
Atlanta,922-883-17,51.1%,48.9%,1.0,515-475-10,52.0%,48.0%,0.9,29-25-2,53.7%,46.3%,2.6,491-454-10,52.0%,48.0%,1.3,418-420-7,49.9%,50.1%,0.5,449-454-9,49.7%,50.3%,0.2,513-492-9,51.0%,49.0%,0.7,404-387-8,51.1%,48.9%,1.2,471-429-8,52.3%,47.7%,1.6,200-194-3,50.8%,49.2%,-0.2,522-484-9,51.9%,48.1%,1.3,212-195-4,52.1%,47.9%,2.2,195-213-3,47.8%,52.2%,-0.2,171-180-3,48.7%,51.3%,0.9
Toronto,907-882-16,50.7%,49.3%,0.9,485-497-14,49.4%,50.6%,0.5,23-37-0,38.3%,61.7%,-3.1,445-439-6,50.3%,49.7%,0.6,452-431-10,51.2%,48.8%,1.3,453-428-9,51.4%,48.6%,0.6,456-439-7,51.0%,49.1%,1.4,446-436-9,50.6%,49.4%,0.4,447-441-7,50.3%,49.7%,1.2,189-166-2,53.2%,46.8%,1.2,523-541-11,49.2%,50.9%,0.9,197-188-1,51.2%,48.8%,0.5,225-197-1,53.3%,46.7%,2.1,172-138-3,55.5%,44.5%,1.5
Utah,896-879-24,50.5%,49.5%,0.7,465-437-15,51.6%,48.5%,0.4,29-28-1,50.9%,49.1%,0.8,420-408-10,50.7%,49.3%,0.6,466-460-13,50.3%,49.7%,0.7,470-412-13,53.3%,46.7%,1.5,421-382-14,52.4%,47.6%,1.2,469-492-10,48.8%,51.2%,0.1,416-461-11,47.4%,52.6%,-0.3,190-177-3,51.8%,48.2%,1.4,508-505-18,50.2%,49.9%,0.0,222-214-4,50.9%,49.1%,1.4,209-228-5,47.8%,52.2%,0.4,169-169-2,50.0%,50.0%,1.9
Portland,884-879-21,50.1%,49.9%,0.6,443-440-5,50.2%,49.8%,0.6,36-26-0,58.1%,41.9%,4.1,446-449-8,49.8%,50.2%,0.5,427-419-13,50.5%,49.5%,0.6,432-444-10,49.3%,50.7%,-0.5,481-467-9,50.7%,49.3%,0.2,400-403-12,49.8%,50.2%,1.1,441-431-11,50.6%,49.4%,1.5,169-190-5,47.1%,52.9%,-0.7,514-508-14,50.3%,49.7%,0.5,237-201-8,54.1%,45.9%,2.3,204-238-8,46.2%,53.9%,-1.1,165-155-2,51.6%,48.4%,1.6
