Team,Over Record,Over %,Under %,Total +/-
Mercyhurst,1-0-0,100.0%,0.0%,+4.5
Queens,21-11-2,65.6%,34.4%,+3.1
Kentucky,50-27-0,64.9%,35.1%,+4.7
Samford,78-46-1,62.9%,37.1%,+5.9
Grd Canyon,44-26-0,62.9%,37.1%,+4.3
New Orleans,64-38-1,62.8%,37.3%,+3.3
Belmont,43-27-1,61.4%,38.6%,+4.4
Richmond,76-49-2,60.8%,39.2%,+2.2
Wyoming,88-58-1,60.3%,39.7%,+3.4
Harvard,59-39-0,60.2%,39.8%,+2.1
Incar Word,67-45-2,59.8%,40.2%,+3.3
NC-Asheville,52-35-2,59.8%,40.2%,+1.7
S Carolina,72-49-4,59.5%,40.5%,+3.2
WI-Milwkee,91-62-0,59.5%,40.5%,+3.2
Idaho St,98-67-3,59.4%,40.6%,+3.0
Auburn,63-44-1,58.9%,41.1%,+3.9
Delaware St,83-58-1,58.9%,41.1%,+2.9
Neb Omaha,97-68-0,58.8%,41.2%,+3.4
Geo Mason,81-57-0,58.7%,41.3%,+2.0
E Tenn St,58-41-2,58.6%,41.4%,+1.0
Texas St,65-46-3,58.6%,41.4%,+1.5
North Dakota,89-63-1,58.6%,41.5%,+3.0
TX A&M-Com,24-17-0,58.5%,41.5%,+7.9
Wofford,62-44-1,58.5%,41.5%,+3.7
Loyola-MD,66-47-2,58.4%,41.6%,+2.9
Weber St,60-43-3,58.3%,41.8%,+2.6
Youngs St,84-61-0,57.9%,42.1%,+4.6
Tulane,93-68-1,57.8%,42.2%,+3.1
Brown,67-49-0,57.8%,42.2%,+2.8
Air Force,101-74-2,57.7%,42.3%,+2.4
Central Ark,72-53-2,57.6%,42.4%,+3.7
James Mad,73-54-0,57.5%,42.5%,+2.6
UC Irvine,50-37-2,57.5%,42.5%,+4.0
BYU,54-40-0,57.5%,42.6%,+4.3
Lipscomb,52-39-1,57.1%,42.9%,+4.6
SC Upstate,69-52-0,57.0%,43.0%,+1.2
S Methodist,57-43-0,57.0%,43.0%,+1.7
WI-Grn Bay,88-67-1,56.8%,43.2%,+1.8
Northeastrn,76-58-1,56.7%,43.3%,+1.9
Oregon St,94-72-1,56.6%,43.4%,+1.8
Baylor,47-36-1,56.6%,43.4%,+3.5
UNLV,77-59-0,56.6%,43.4%,+3.4
Oral Roberts,69-53-1,56.6%,43.4%,+0.4
