Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,99.5,9:00 PM,T-Mobile Arena,11,Kansas,3,Duke,Kansas,Kansas,Duke,Duke,+3.5,−110,True,-3.5,−110,False,Kansas,179-171-5,51.1%,9.2,-0.1,54-52-1,50.9%,2.1,-0.7,Duke,182-166-8,52.3%,12.1,0.3,86-76-4,53.1%,18.7,0.4,Kansas,+3.5,−110,22-27-1,44.9%,-6.7,-3.4,Duke,-3.5,−110,162-148-6,52.3%,13.5,0.0
2,99.4,8:00 PM,MGM Grand Arena,2,Houston,6,Alabama,Houston,Houston,Alabama,Alabama,-4,−110,False,+4,−110,True,Houston,182-141-7,56.4%,12.4,2.5,52-55-1,48.6%,4.4,1.1,Alabama,169-165-7,50.6%,4.8,0.9,76-73-5,51.0%,10.7,1.9,Alabama,+4,−110,59-59-1,50.0%,-4.6,1.1,Houston,-4,−110,150-115-7,56.6%,14.8,2.4
3,99.1,11:00 PM,Lahaina Civic Center,4,Auburn,10,N Carolina,Auburn,Auburn,North Carolina,North Carolina,-4,−110,False,+4,−110,True,Auburn,170-152-8,52.8%,5.4,0.9,50-60-1,45.5%,-2.5,-0.7,N Carolina,187-169-11,52.5%,8.8,0.7,79-70-4,53.0%,13.7,0.3,N Carolina,+4,−110,26-33-2,44.1%,-4.2,0.4,Auburn,-4,−110,120-93-7,56.3%,11.3,1.6
4,97.2,4:00 PM,Ocean Center,22,Penn St,38,Clemson,Penn State,Penn St.,Clemson,Clemson,-1,−105,False,+1,−115,True,Penn St,174-142-7,55.1%,2.4,1.1,56-51-3,52.3%,-4.9,0.7,Clemson,162-148-6,52.3%,4.7,0.7,86-67-3,56.2%,10.1,1.5,Clemson,+1,−115,61-54-4,53.0%,-4.0,0.9,Penn St,-1,−105,75-76-5,49.7%,8.7,0.1
5,97.1,4:30 PM,MGM Grand Arena,41,Oregon,25,Texas A&M,Oregon,Oregon,Texas A&M,Texas A&M-CC,+3,−108,True,-3,−112,False,Oregon,186-163-3,53.3%,6.9,0.6,50-54-1,48.1%,-1.0,-1.4,Texas A&M,163-154-3,51.4%,4.0,-0.1,74-80-1,48.1%,8.9,-1.1,Oregon,+3,−108,47-41-1,53.4%,-3.8,0.9,Texas A&M,-3,−112,97-92-2,51.3%,8.7,-0.7
6,96.9,6:00 PM,Lahaina Civic Center,37,Memphis,33,Michigan St,Memphis,Memphis,Michigan State,Michigan St.,+1.5,−112,True,-1.5,−108,False,Memphis,161-154-4,51.1%,5.5,0.5,50-55-2,47.6%,-1.0,-0.4,Michigan St,186-162-3,53.5%,8.0,0.4,96-63-1,60.4%,15.2,1.3,Memphis,+1.5,−112,55-51-0,51.9%,-4.9,0.7,Michigan St,-1.5,−108,148-116-2,56.1%,11.9,0.6
7,95.5,8:30 PM,Lahaina Civic Center,12,Iowa St,59,Dayton,Iowa State,Iowa State,Dayton,Dayton,-8,−112,False,+8,−108,True,Iowa St,168-151-5,52.7%,4.9,0.8,48-56-2,46.2%,-5.7,-0.9,Dayton,160-159-6,50.2%,7.2,0.9,81-76-3,51.6%,12.5,1.2,Dayton,+8,−108,38-37-2,50.7%,-2.6,1.9,Iowa St,-8,−112,97-83-2,53.9%,11.9,1.0
8,94.8,2:00 PM,MGM Grand Arena,63,San Diego St,39,Creighton,San Diego State,San Diego St.,Creighton,Creighton,+3.5,−108,True,-3.5,−112,False,San Diego St,163-153-11,51.6%,8.5,0.6,49-56-5,46.7%,2.7,-0.4,Creighton,179-157-4,53.3%,7.0,1.0,90-76-2,54.2%,13.6,1.6,San Diego St,+3.5,−108,27-32-2,45.8%,-4.9,-0.2,Creighton,-3.5,−112,126-105-2,54.6%,11.6,0.9
9,94.5,3:30 PM,Lahaina Civic Center,9,Connecticut,75,Colorado,UConn,Connecticut,Colorado,Colorado,-14.5,−112,False,+14.5,−108,True,Connecticut,177-152-5,53.8%,7.5,0.8,52-52-0,50.0%,-0.5,-0.4,Colorado,158-174-8,47.6%,4.5,0.3,90-68-6,57.0%,10.9,1.7,Colorado,+14.5,−108,42-67-2,38.5%,-6.2,-0.2,Connecticut,-14.5,−112,132-101-3,56.7%,13.0,1.6
10,92.0,10:30 PM,MGM Grand Arena,69,Rutgers,67,Notre Dame,Rutgers,Rutgers,Notre Dame,Notre Dame,N/A,N/A,False,N/A,N/A,False,Rutgers,148-153-5,49.2%,-0.4,-0.4,49-64-1,43.4%,-9.6,-1.8,Notre Dame,155-161-7,49.1%,3.9,-0.4,70-82-3,46.1%,9.4,-1.3,Notre Dame,N/A,N/A,76-65-3,53.9%,-4.9,1.2,Rutgers,N/A,N/A,58-63-4,47.9%,9.3,-0.7
