Team,Over Record,Over %,Under %,Total +/-
Oral Roberts,1-0-0,100.0%,0.0%,+14.5
E Michigan,2-0-0,100.0%,0.0%,+34.3
Holy Cross,1-0-0,100.0%,0.0%,+5.5
Morgan St,2-0-0,100.0%,0.0%,+5.8
NC Central,2-0-0,100.0%,0.0%,+27.5
Lehigh,3-0-0,100.0%,0.0%,+11.8
Alab A&M,1-0-0,100.0%,0.0%,+28.5
UL Monroe,3-0-0,100.0%,0.0%,+30.8
Gard-Webb,5-0-0,100.0%,0.0%,+6.6
Wm & Mary,5-0-0,100.0%,0.0%,+12.1
N Colorado,3-0-0,100.0%,0.0%,+25.0
Stetson,1-0-0,100.0%,0.0%,+5.5
N Arizona,4-0-0,100.0%,0.0%,+9.4
E Washingtn,2-0-0,100.0%,0.0%,+9.5
TN State,1-0-0,100.0%,0.0%,+4.0
Liberty,5-0-0,100.0%,0.0%,+13.4
Akron,4-0-0,100.0%,0.0%,+17.4
N Florida,5-0-0,100.0%,0.0%,+11.1
TX Southern,1-0-0,100.0%,0.0%,+12.5
Hsn Christian,1-0-0,100.0%,0.0%,+26.5
LIU,2-0-0,100.0%,0.0%,+11.0
SE Missouri,1-0-0,100.0%,0.0%,+10.5
Maine,3-0-1,100.0%,0.0%,+9.3
VMI,1-0-0,100.0%,0.0%,+9.5
Florida A&M,1-0-0,100.0%,0.0%,+32.5
Central Mich,2-0-0,100.0%,0.0%,+22.5
Central Ark,3-0-0,100.0%,0.0%,+5.3
Alabama St,4-0-0,100.0%,0.0%,+19.4
Delaware,3-0-0,100.0%,0.0%,+16.5
American,1-0-0,100.0%,0.0%,+7.5
Detroit,1-0-0,100.0%,0.0%,+15.5
St. Thomas,4-0-1,100.0%,0.0%,+16.3
Manhattan,2-0-0,100.0%,0.0%,+12.0
South Dakota,8-0-0,100.0%,0.0%,+15.0
Hampton,1-0-0,100.0%,0.0%,+4.5
Cal Poly,2-0-0,100.0%,0.0%,+18.5
Lindenwood,2-0-0,100.0%,0.0%,+4.3
Villanova,8-1-1,88.9%,11.1%,+8.6
Rhode Island,8-1-0,88.9%,11.1%,+6.2
U Mass,7-1-0,87.5%,12.5%,+6.6
California,7-1-0,87.5%,12.5%,+10.4
Troy,6-1-0,85.7%,14.3%,+5.6
Baylor,6-1-0,85.7%,14.3%,+10.8
Fordham,5-1-0,83.3%,16.7%,+8.2
VA Tech,5-1-0,83.3%,16.7%,+0.7
UTSA,4-1-0,80.0%,20.0%,+5.7
Memphis,4-1-0,80.0%,20.0%,+2.0
Pepperdine,4-1-0,80.0%,20.0%,+7.8
Indiana St,4-1-0,80.0%,20.0%,+8.6
New Mexico,7-2-0,77.8%,22.2%,+8.3
IPFW,7-2-0,77.8%,22.2%,+7.2
Mt St Marys,3-1-0,75.0%,25.0%,+12.0
N Dakota St,3-1-0,75.0%,25.0%,+4.4
Howard,3-1-0,75.0%,25.0%,+12.9
Dartmouth,3-1-0,75.0%,25.0%,+6.1
San Jose St,3-1-0,75.0%,25.0%,+14.4
Maryland BC,3-1-0,75.0%,25.0%,+3.5
Belmont,6-2-0,75.0%,25.0%,+10.6
Wisconsin,6-2-0,75.0%,25.0%,+0.9
USC,6-2-0,75.0%,25.0%,+4.8
Florida Intl,3-1-0,75.0%,25.0%,+3.6
Wright St,3-1-0,75.0%,25.0%,+5.3
Samford,6-2-0,75.0%,25.0%,+9.9
Wyoming,3-1-0,75.0%,25.0%,+0.8
Navy,3-1-0,75.0%,25.0%,+16.3
Gonzaga,8-3-0,72.7%,27.3%,+2.8
Yale,5-2-0,71.4%,28.6%,+10.1
Dayton,5-2-0,71.4%,28.6%,-1.4
Wash State,5-2-0,71.4%,28.6%,+12.0
S Alabama,5-2-0,71.4%,28.6%,+4.7
NC-Wilmgton,5-2-0,71.4%,28.6%,+8.4
Miami,5-2-0,71.4%,28.6%,+10.8
Winthrop,5-2-0,71.4%,28.6%,+11.6
Cal St Nrdge,5-2-0,71.4%,28.6%,+6.9
Maryland,7-3-0,70.0%,30.0%,+6.6
Vanderbilt,7-3-0,70.0%,30.0%,+5.2
Portland,2-1-0,66.7%,33.3%,+12.7
CS Bakersfld,2-1-0,66.7%,33.3%,+3.2
Texas Tech,6-3-1,66.7%,33.3%,-0.2
Utah Valley,4-2-0,66.7%,33.3%,+0.7
GA Tech,4-2-0,66.7%,33.3%,+9.3
Ball St,2-1-0,66.7%,33.3%,+13.2
Geo Mason,6-3-0,66.7%,33.3%,+2.7
E Kentucky,2-1-0,66.7%,33.3%,-5.2
Missouri,6-3-0,66.7%,33.3%,+7.0
Notre Dame,4-2-1,66.7%,33.3%,+2.9
Colgate,2-1-0,66.7%,33.3%,-1.3
SIU Edward,2-1-0,66.7%,33.3%,+4.3
Albany,2-1-0,66.7%,33.3%,+2.8
W Carolina,2-1-0,66.7%,33.3%,-1.8
DePaul,6-3-0,66.7%,33.3%,+3.5
Davidson,4-2-0,66.7%,33.3%,+7.0
S Car State,4-2-0,66.7%,33.3%,+4.8
Bellarmine,2-1-0,66.7%,33.3%,+3.3
Boston Col,4-2-0,66.7%,33.3%,+7.7
Charl South,2-1-0,66.7%,33.3%,+2.5
Sam Hous St,4-2-0,66.7%,33.3%,+2.5
Mercer,2-1-0,66.7%,33.3%,+6.5
Le Moyne,2-1-0,66.7%,33.3%,+20.3
Kentucky,6-3-0,66.7%,33.3%,+3.3
UAB,6-3-1,66.7%,33.3%,+9.6
Army,2-1-0,66.7%,33.3%,+2.8
TN Tech,2-1-0,66.7%,33.3%,+3.3
McNeese St,4-2-1,66.7%,33.3%,+3.4
