Team,ATS Record,Cover %,MOV,ATS +/-
Mercyhurst,1-0-1,100.0%,7.3,+6.0
N Alabama,44-30-2,59.5%,2.5,+2.4
Southern,64-44-1,59.3%,3.1,+1.5
Longwood,70-49-1,58.8%,-0.6,+1.7
St. Thomas,28-20-0,58.3%,3.5,+1.2
SC Upstate,54-39-3,58.1%,-1.5,+0.6
S Car State,47-34-1,58.0%,-1.4,+1.5
N Florida,73-55-2,57.0%,-0.8,+1.2
Jksnville St,135-103-7,56.7%,1.7,+1.0
Oakland,151-116-5,56.6%,2.2,+0.2
Villanova,331-257-9,56.3%,7.5,+0.8
Yale,183-143-11,56.1%,2.8,+0.9
Gard-Webb,74-58-1,56.1%,2.0,+1.8
Sam Hous St,86-68-5,55.8%,3.9,+1.2
LA Tech,241-191-9,55.8%,4.6,+0.8
Grambling St,63-50-2,55.8%,-1.5,+1.8
IPFW,131-105-4,55.5%,1.7,+1.0
Utah St,302-243-9,55.4%,8.3,+1.8
Kansas City,74-60-2,55.2%,-1.0,+0.3
Towson,146-119-3,55.1%,-0.1,+0.9
Lipscomb,88-72-1,55.0%,0.8,+0.9
Colgate,89-73-1,54.9%,0.8,+1.2
NC Central,73-60-1,54.9%,6.3,+1.2
Indiana St,215-178-6,54.7%,1.4,+1.0
Connecticut,320-266-9,54.6%,9.7,+1.0
Iowa St,238-198-6,54.6%,6.0,+0.9
St Peters,155-129-5,54.6%,-0.8,+1.1
Miami,250-209-11,54.5%,5.0,+0.6
Davidson,255-215-9,54.3%,6.6,+0.5
Toledo,238-201-6,54.2%,4.6,+0.8
IL-Chicago,187-158-10,54.2%,-0.1,-0.1
Abl Christian,65-55-1,54.2%,5.1,+1.1
Canisius,150-127-7,54.2%,-1.2,-0.1
NW State,53-45-4,54.1%,0.1,+1.0
S Dakota St,159-135-5,54.1%,5.9,+1.1
Lafayette,54-46-1,54.0%,-0.5,0.0
Xavier,318-271-14,54.0%,6.9,+0.8
Houston,245-209-9,54.0%,6.7,+1.2
Mercer,103-88-3,53.9%,0.3,-0.2
Jackson St,55-47-2,53.9%,0.8,+0.5
Vermont,115-99-6,53.7%,6.9,+0.7
NC-Wilmgton,210-182-15,53.6%,1.8,+0.4
Saint Louis,240-208-3,53.6%,2.3,+0.3
South Dakota,99-86-3,53.5%,1.8,-0.6
Jacksonville,61-53-2,53.5%,-1.1,+0.2
Memphis,316-275-15,53.5%,8.0,+0.8
Norfolk St,85-74-5,53.5%,1.7,+0.8
Nevada,243-212-12,53.4%,4.5,+0.6
Creighton,306-267-12,53.4%,7.2,+0.6
Marquette,271-237-6,53.4%,5.4,+0.6
Florida A&M,40-35-0,53.3%,-3.7,+0.2
Penn St,192-168-11,53.3%,1.0,+0.6
S Florida,172-151-7,53.3%,0.8,+0.1
Merrimack,41-36-2,53.3%,1.2,+1.0
Maryland ES,33-29-2,53.2%,-6.5,-1.4
S Mississippi,191-168-8,53.2%,2.7,0.0
Kansas St,226-199-8,53.2%,4.3,+0.6
Manhattan,176-155-6,53.2%,0.4,+0.1
San Diego St,278-245-10,53.2%,6.1,+0.8
Neb Omaha,76-67-0,53.2%,-2.4,-0.1
TX A&M-CC,68-60-3,53.1%,1.8,+0.7
Grd Canyon,85-75-2,53.1%,7.2,+1.3
Temple,268-237-9,53.1%,3.4,+0.4
New Mexico,251-222-14,53.1%,6.0,+0.6
Tulsa,235-208-9,53.1%,4.3,+0.3
Stanford,272-241-12,53.0%,6.3,+0.4
Wichita St,265-235-14,53.0%,7.2,+0.8
VCU,293-260-13,53.0%,6.2,+0.8
Kent St,276-245-16,53.0%,4.7,+0.5
N Iowa,231-205-11,53.0%,3.1,+0.2
Oregon,287-255-12,53.0%,5.6,+0.7
Utah,249-222-13,52.9%,6.1,+0.6
Evansville,169-151-10,52.8%,0.4,+0.1
Wisconsin,311-278-13,52.8%,7.1,+0.7
Cal St Nrdge,144-129-3,52.8%,-0.1,+0.2
Weber St,215-193-8,52.7%,3.7,+0.3
Belmont,158-142-5,52.7%,7.1,+0.3
Butler,287-258-16,52.7%,6.2,+1.0
North Texas,189-170-11,52.7%,2.1,+0.6
Princeton,210-189-5,52.6%,6.5,+1.0
Hofstra,202-182-9,52.6%,3.8,+0.7
GA Southern,166-150-7,52.5%,0.6,+0.1
Michigan St,333-301-10,52.5%,8.4,+0.4
Santa Clara,210-190-9,52.5%,0.5,+0.1
E Washingtn,190-173-7,52.3%,1.9,+0.5
UCLA,303-276-9,52.3%,6.8,+0.7
Duke,388-354-17,52.3%,13.5,+0.3
TX El Paso,217-198-7,52.3%,3.3,0.0
Maryland BC,69-63-1,52.3%,-0.9,+1.2
North Dakota,85-78-2,52.2%,-1.8,+1.1
Navy,61-56-1,52.1%,1.6,-0.3
Providence,230-212-9,52.0%,3.4,+0.8
Gonzaga,376-347-18,52.0%,13.9,+1.0
Rob Morris,65-60-0,52.0%,1.4,-0.2
Coastal Car,78-72-4,52.0%,2.5,-0.3
Utah Valley,79-73-1,52.0%,2.7,+0.7
Baylor,229-212-6,51.9%,7.4,+0.9
Monmouth,95-88-2,51.9%,0.2,+0.3
Kennesaw St,42-39-2,51.9%,-2.8,+0.4
Mississippi,225-209-8,51.8%,4.3,-0.6
Citadel,99-92-6,51.8%,-1.6,0.0
TX-Pan Am,43-40-3,51.8%,-0.8,+0.4
E Kentucky,172-161-7,51.7%,1.5,-0.1
Furman,173-162-4,51.6%,2.5,+0.3
Middle Tenn,214-201-8,51.6%,3.0,+0.7
Buffalo,200-188-6,51.6%,2.6,+0.8
Loyola-Chi,203-191-9,51.5%,2.7,+0.1
Tennessee,278-262-8,51.5%,6.3,+0.5
Samford,143-135-6,51.4%,1.3,0.0
Prairie View,54-51-4,51.4%,-1.2,+1.0
California,217-205-12,51.4%,2.4,-0.3
Seton Hall,219-207-9,51.4%,3.0,+0.5
Northeastrn,148-140-7,51.4%,0.8,+0.5
Texas St,93-88-7,51.4%,1.3,+0.8
UL Monroe,95-90-3,51.4%,-1.7,-0.1
Utah Tech,20-19-1,51.3%,0.0,-1.3
Virginia,249-237-13,51.2%,6.5,-0.3
American,65-62-1,51.2%,0.9,+0.4
NJIT,44-42-4,51.2%,-1.2,-1.3
UCSB,222-212-11,51.2%,3.4,+0.2
BYU,274-262-11,51.1%,8.1,+0.8
E Tenn St,143-137-5,51.1%,4.3,+0.3
St Josephs,216-207-10,51.1%,2.7,+0.6
St Marys,267-256-13,51.1%,8.2,+0.4
Ohio St,294-282-8,51.0%,8.3,+0.9
UCF,151-145-2,51.0%,2.9,0.0
Oklahoma,255-245-10,51.0%,6.7,+0.6
Notre Dame,242-233-8,51.0%,6.0,+0.3
TN State,134-129-9,51.0%,-1.2,-0.1
Georgia,197-190-5,50.9%,1.5,+0.1
N Carolina,337-326-10,50.8%,9.4,+0.3
Liberty,92-89-3,50.8%,3.9,-0.3
Wofford,185-179-6,50.8%,2.7,+0.4
Brown,125-121-3,50.8%,-1.7,+0.8
Michigan,252-244-7,50.8%,4.3,+0.4
Lg Beach St,194-188-7,50.8%,0.8,+0.2
TX-Arlington,101-98-3,50.8%,3.0,0.0
Bradley,202-196-8,50.8%,1.1,+0.2
N Illinois,139-135-7,50.7%,-2.6,0.0
UNLV,223-217-7,50.7%,4.3,-0.1
Denver,150-146-10,50.7%,-0.2,-0.2
S Illinois,228-222-17,50.7%,2.1,-0.1
W Illinois,78-76-1,50.7%,-1.6,-0.5
Seattle,79-77-1,50.6%,1.4,-0.1
St Bonavent,199-194-7,50.6%,1.4,-0.1
James Mad,174-170-8,50.6%,0.0,-0.6
Cleveland St,186-182-13,50.5%,0.9,-0.2
Bowling Grn,191-187-6,50.5%,0.6,-0.4
Drake,193-189-12,50.5%,1.7,+0.5
Portland St,157-154-7,50.5%,1.9,+0.3
Louisville,268-263-18,50.5%,8.7,+0.4
San Jose St,110-108-2,50.5%,-3.5,-0.1
Kentucky,338-332-17,50.5%,10.1,+0.4
TN Martin,126-124-6,50.4%,-0.6,-1.1
VA Tech,200-197-6,50.4%,3.4,0.0
Fla Gulf Cst,66-65-2,50.4%,2.2,+0.1
Florida,282-278-12,50.4%,9.7,+0.6
Wright St,219-216-11,50.3%,2.7,+0.3
UC Irvine,220-217-16,50.3%,3.3,+0.3
Akron,253-250-7,50.3%,4.6,+0.4
WI-Grn Bay,194-192-9,50.3%,0.5,-0.2
Texas A&M,200-198-4,50.3%,5.0,+0.3
Hawaii,210-208-6,50.2%,2.5,+0.1
Oregon St,162-161-8,50.2%,1.4,+0.2
S Carolina,203-202-6,50.1%,2.2,-0.5
Richmond,228-227-9,50.1%,1.9,-0.1
WI-Milwkee,191-191-12,50.0%,1.0,0.0
Missouri St,217-217-9,50.0%,3.1,+0.1
Wagner,63-63-2,50.0%,1.3,-0.9
S Alabama,196-196-8,50.0%,1.3,-0.2
Alab A&M,36-36-1,50.0%,-1.3,+0.6
Auburn,211-211-7,50.0%,5.0,-0.2
Arizona,326-326-13,50.0%,9.5,+0.2
Queens,15-15-0,50.0%,1.0,-0.5
Rider,177-177-7,50.0%,0.9,+0.2
N Arizona,138-138-10,50.0%,0.7,-0.2
Le Moyne,8-8-0,50.0%,-3.4,+0.5
Maryland,257-257-12,50.0%,7.6,+0.1
Tarleton St,29-29-1,50.0%,4.2,+1.3
Kansas,366-367-10,49.9%,11.4,+0.3
Illinois,266-267-16,49.9%,6.9,+0.5
W Virginia,242-243-7,49.9%,5.6,+0.1
Colorado St,202-203-10,49.9%,3.6,+0.7
Fairfield,166-167-8,49.9%,0.3,-0.1
Florida Intl,128-129-6,49.8%,-2.2,-0.6
W Kentucky,248-250-7,49.8%,4.6,0.0
N Colorado,125-126-6,49.8%,2.2,+0.3
Miss State,221-223-17,49.8%,5.2,+0.3
San Francisco,202-204-10,49.8%,2.4,+0.4
W Michigan,190-192-8,49.7%,0.7,0.0
Niagara,170-172-5,49.7%,-0.2,0.0
N Kentucky,86-87-2,49.7%,2.9,+0.3
Pittsburgh,243-246-13,49.7%,7.2,+0.3
Central Mich,152-154-12,49.7%,-1.0,0.0
Wm & Mary,148-150-8,49.7%,-1.4,-0.3
Louisiana,205-208-16,49.6%,2.1,-0.1
St Johns,203-206-10,49.6%,2.9,-0.2
Marist,125-127-4,49.6%,-0.6,+0.1
UAB,247-251-12,49.6%,4.0,-0.1
App State,167-170-8,49.6%,1.4,-0.5
NC-Grnsboro,166-169-14,49.6%,1.8,+0.7
Vanderbilt,218-222-5,49.6%,3.4,+0.3
CS Bakersfld,55-56-1,49.6%,-0.1,0.0
Dayton,263-268-6,49.5%,4.8,+0.2
Clemson,211-215-9,49.5%,5.0,+0.6
SE Louisiana,52-53-0,49.5%,-0.5,-0.4
Stetson,49-50-2,49.5%,-3.2,-0.1
S Methodist,195-199-7,49.5%,4.5,-0.4
Boston Col,182-186-8,49.5%,2.1,+0.3
Alcorn St,45-46-3,49.5%,0.5,-0.2
St Fran (PA),45-46-3,49.5%,-2.2,-1.7
Morehead St,179-183-7,49.5%,1.1,+0.2
SE Missouri,122-125-11,49.4%,-0.9,+0.4
Oklahoma St,233-239-9,49.4%,6.2,+0.1
Bucknell,70-72-1,49.3%,3.5,-0.1
Iowa,235-242-11,49.3%,4.6,+0.1
NC-Asheville,64-66-3,49.2%,2.8,0.0
Boise St,224-231-9,49.2%,4.4,+0.6
Harvard,155-160-3,49.2%,2.8,+0.1
Hampton,60-62-0,49.2%,1.4,+0.5
Minnesota,205-212-8,49.2%,4.2,-0.4
Georgia St,145-150-4,49.2%,3.2,-0.3
Austin Peay,173-179-13,49.2%,1.1,+0.2
USC,228-236-3,49.1%,3.7,0.0
Arkansas St,171-177-6,49.1%,1.0,0.0
Sac State,109-113-8,49.1%,-3.3,-0.3
Missouri,210-218-11,49.1%,4.8,-0.1
