Team,Over Record,Over %,Under %,Total +/-
Rutgers,6-1-0,85.7%,14.3%,+9.2
S Utah,10-2-0,83.3%,16.7%,+12.5
N Colorado,14-3-0,82.4%,17.7%,+9.4
W Illinois,9-2-0,81.8%,18.2%,+10.2
W Carolina,9-2-0,81.8%,18.2%,+12.4
E Michigan,4-1-0,80.0%,20.0%,+5.8
Dayton,16-4-0,80.0%,20.0%,+8.1
S Florida,7-2-0,77.8%,22.2%,+13.2
Syracuse,10-3-0,76.9%,23.1%,+7.4
Wagner,6-2-0,75.0%,25.0%,+11.0
Portland,12-4-0,75.0%,25.0%,+6.1
Clemson,9-3-0,75.0%,25.0%,+4.7
Sac State,9-3-0,75.0%,25.0%,+11.2
Kentucky,8-3-0,72.7%,27.3%,+10.5
Morehead St,8-3-0,72.7%,27.3%,+5.5
NW State,10-4-1,71.4%,28.6%,+3.2
Marshall,12-5-0,70.6%,29.4%,+2.3
Utah Valley,12-5-0,70.6%,29.4%,+7.6
Buffalo,14-6-0,70.0%,30.0%,+3.3
Southern,7-3-0,70.0%,30.0%,+4.7
Arizona St,9-4-1,69.2%,30.8%,+4.0
Lamar,9-4-0,69.2%,30.8%,+5.7
Ohio,11-5-0,68.8%,31.3%,+5.1
Alabama,13-6-2,68.4%,31.6%,+5.7
Oakland,21-10-0,67.7%,32.3%,+3.4
UAB,21-10-1,67.7%,32.3%,+9.7
Charlotte,10-5-2,66.7%,33.3%,+2.3
DePaul,4-2-0,66.7%,33.3%,+11.8
Missouri,8-4-0,66.7%,33.3%,+3.2
Tennessee,16-8-0,66.7%,33.3%,+1.1
Minnesota,6-3-0,66.7%,33.3%,+6.4
SC Upstate,8-4-0,66.7%,33.3%,+5.9
Albany,10-5-0,66.7%,33.3%,+5.6
Bucknell,6-3-0,66.7%,33.3%,+4.9
Hampton,14-7-1,66.7%,33.3%,+3.0
Florida,12-6-0,66.7%,33.3%,+6.5
American,4-2-0,66.7%,33.3%,+9.8
Alab A&M,4-2-1,66.7%,33.3%,+3.4
Army,8-4-0,66.7%,33.3%,+5.3
Bellarmine,6-3-0,66.7%,33.3%,+2.4
Colorado,15-8-0,65.2%,34.8%,+5.9
Grd Canyon,13-7-0,65.0%,35.0%,+1.2
Wofford,11-6-0,64.7%,35.3%,+0.7
Abl Christian,11-6-0,64.7%,35.3%,+3.8
Marquette,11-6-0,64.7%,35.3%,+1.9
Kennesaw St,9-5-0,64.3%,35.7%,+3.3
Wm & Mary,9-5-0,64.3%,35.7%,+5.9
TX Southern,9-5-0,64.3%,35.7%,+5.4
Purdue,14-8-1,63.6%,36.4%,+3.7
Pittsburgh,7-4-0,63.6%,36.4%,+4.8
F Dickinson,7-4-0,63.6%,36.4%,+10.4
Coastal Car,12-7-0,63.2%,36.8%,+1.4
USC,12-7-0,63.2%,36.8%,+5.9
Gard-Webb,17-10-0,63.0%,37.0%,+3.6
Austin Peay,10-6-0,62.5%,37.5%,+4.3
Kansas St,10-6-0,62.5%,37.5%,+0.8
Portland St,5-3-1,62.5%,37.5%,+0.7
Howard,8-5-0,61.5%,38.5%,+2.3
Fresno St,8-5-0,61.5%,38.5%,+0.5
Sam Hous St,8-5-0,61.5%,38.5%,+4.9
Iowa,8-5-1,61.5%,38.5%,+6.0
Geo Mason,11-7-0,61.1%,38.9%,+2.2
