Team,all_games_Over Record,all_games_Over %,all_games_Under %,all_games_Total +/-,equal_rest_Over Record,equal_rest_Over %,equal_rest_Under %,equal_rest_Total +/-,four_plus_days_off_Over Record,four_plus_days_off_Over %,four_plus_days_off_Under %,four_plus_days_off_Total +/-,is_after_loss_Over Record,is_after_loss_Over %,is_after_loss_Under %,is_after_loss_Total +/-,is_after_win_Over Record,is_after_win_Over %,is_after_win_Under %,is_after_win_Total +/-,is_away_Over Record,is_away_Over %,is_away_Under %,is_away_Total +/-,is_dog_Over Record,is_dog_Over %,is_dog_Under %,is_dog_Total +/-,is_fav_Over Record,is_fav_Over %,is_fav_Under %,is_fav_Total +/-,is_home_Over Record,is_home_Over %,is_home_Under %,is_home_Total +/-,no_rest_Over Record,no_rest_Over %,no_rest_Under %,no_rest_Total +/-,one_day_off_Over Record,one_day_off_Over %,one_day_off_Under %,one_day_off_Total +/-,rest_advantage_Over Record,rest_advantage_Over %,rest_advantage_Under %,rest_advantage_Total +/-,rest_disadvantage_Over Record,rest_disadvantage_Over %,rest_disadvantage_Under %,rest_disadvantage_Total +/-,two_three_days_off_Over Record,two_three_days_off_Over %,two_three_days_off_Under %,two_three_days_off_Total +/-
Milwaukee,456-444-9,50.7%,49.3%,0.7,257-239-8,51.8%,48.2%,1.1,17-15-0,53.1%,46.9%,-2.8,185-172-6,51.8%,48.2%,0.1,263-269-3,49.4%,50.6%,0.9,217-221-6,49.5%,50.5%,0.4,136-149-3,47.7%,52.3%,-0.3,315-291-6,52.0%,48.0%,1.0,229-212-3,51.9%,48.1%,0.9,71-85-1,45.5%,54.5%,-0.9,277-259-7,51.7%,48.3%,1.1,109-100-1,52.2%,47.9%,1.3,90-105-0,46.2%,53.9%,-1.1,91-85-1,51.7%,48.3%,1.4
Philadelphia,441-436-9,50.3%,49.7%,0.1,222-242-4,47.8%,52.2%,-0.8,22-8-0,73.3%,26.7%,6.0,222-209-3,51.5%,48.5%,0.3,213-222-6,49.0%,51.0%,-0.1,212-218-7,49.3%,50.7%,-0.3,210-224-5,48.4%,51.6%,-1.0,229-207-4,52.5%,47.5%,1.3,222-212-2,51.2%,48.9%,0.3,79-68-2,53.7%,46.3%,1.1,250-280-6,47.2%,52.8%,-0.9,112-88-2,56.0%,44.0%,1.6,107-106-3,50.2%,49.8%,0.6,90-80-1,52.9%,47.1%,1.3
New Orleans,422-418-8,50.2%,49.8%,0.2,212-217-3,49.4%,50.6%,0.8,15-11-0,57.7%,42.3%,2.5,226-216-4,51.1%,48.9%,0.1,191-196-4,49.4%,50.7%,0.4,187-228-4,45.1%,54.9%,-1.2,222-242-6,47.8%,52.2%,-0.2,195-172-2,53.1%,46.9%,0.6,233-183-4,56.0%,44.0%,1.7,72-75-3,49.0%,51.0%,-0.4,263-247-4,51.6%,48.4%,1.0,103-102-1,50.2%,49.8%,-0.5,107-99-4,51.9%,48.1%,-0.4,72-85-1,45.9%,54.1%,-2.3
Cleveland,451-453-9,49.9%,50.1%,0.3,244-244-3,50.0%,50.0%,0.3,15-19-2,44.1%,55.9%,-0.9,207-201-3,50.7%,49.3%,-0.2,239-246-6,49.3%,50.7%,0.6,219-233-1,48.5%,51.6%,-0.5,179-204-2,46.7%,53.3%,-0.5,270-248-7,52.1%,47.9%,0.8,232-219-8,51.4%,48.6%,1.1,69-88-2,44.0%,56.1%,-1.1,280-253-4,52.5%,47.5%,0.9,108-104-3,50.9%,49.1%,0.5,99-105-3,48.5%,51.5%,-0.1,87-93-1,48.3%,51.7%,-0.1
Sacramento,406-409-14,49.8%,50.2%,0.4,210-194-8,52.0%,48.0%,1.3,19-8-0,70.4%,29.6%,5.2,238-218-7,52.2%,47.8%,1.3,162-186-7,46.6%,53.5%,-0.9,191-211-9,47.5%,52.5%,-0.8,245-265-9,48.0%,52.0%,0.1,159-143-5,52.7%,47.4%,0.8,210-194-5,52.0%,48.0%,1.4,73-88-1,45.3%,54.7%,-1.6,243-234-12,50.9%,49.1%,0.8,105-105-4,50.0%,50.0%,0.4,91-110-2,45.3%,54.7%,-1.5,71-79-1,47.3%,52.7%,0.1
Utah,424-433-12,49.5%,50.5%,0.7,231-220-9,51.2%,48.8%,0.6,10-18-0,35.7%,64.3%,-2.1,193-194-6,49.9%,50.1%,0.8,227-232-6,49.5%,50.5%,0.6,218-202-8,51.9%,48.1%,1.6,178-172-7,50.9%,49.1%,1.6,242-259-5,48.3%,51.7%,0.0,196-225-4,46.6%,53.4%,-0.4,75-75-1,50.0%,50.0%,1.4,262-258-10,50.4%,49.6%,0.2,100-104-0,49.0%,51.0%,1.6,93-109-3,46.0%,54.0%,0.0,77-82-1,48.4%,51.6%,2.0
LA Lakers,426-438-6,49.3%,50.7%,-0.3,224-225-2,49.9%,50.1%,0.2,16-16-0,50.0%,50.0%,1.9,234-231-3,50.3%,49.7%,-0.3,186-202-3,47.9%,52.1%,-0.3,222-193-4,53.5%,46.5%,1.6,249-241-3,50.8%,49.2%,0.0,172-195-3,46.9%,53.1%,-0.8,191-227-2,45.7%,54.3%,-2.0,72-65-3,52.6%,47.5%,1.7,270-280-1,49.1%,50.9%,-0.7,95-105-2,47.5%,52.5%,-1.7,107-108-2,49.8%,50.2%,-0.1,68-77-2,46.9%,53.1%,-1.0
Houston,432-445-16,49.3%,50.7%,0.1,241-256-9,48.5%,51.5%,-0.5,12-19-0,38.7%,61.3%,0.1,220-191-8,53.5%,46.5%,1.8,208-247-8,45.7%,54.3%,-1.4,210-216-6,49.3%,50.7%,0.5,195-205-4,48.8%,51.3%,0.4,233-239-12,49.4%,50.6%,-0.2,215-215-10,50.0%,50.0%,-0.1,81-69-1,54.0%,46.0%,1.7,269-280-9,49.0%,51.0%,-0.1,96-91-6,51.3%,48.7%,1.1,95-98-1,49.2%,50.8%,0.8,70-77-6,47.6%,52.4%,-0.9
Okla City,421-438-13,49.0%,51.0%,0.0,230-219-6,51.2%,48.8%,0.6,9-20-1,31.0%,69.0%,-6.1,198-188-7,51.3%,48.7%,0.9,221-241-6,47.8%,52.2%,-0.5,201-223-4,47.4%,52.6%,-0.8,181-213-3,45.9%,54.1%,-1.4,238-224-10,51.5%,48.5%,1.2,213-206-9,50.8%,49.2%,1.0,80-65-3,55.2%,44.8%,1.8,261-272-8,49.0%,51.0%,0.0,84-104-3,44.7%,55.3%,-1.1,107-115-4,48.2%,51.8%,-0.4,71-81-1,46.7%,53.3%,-0.8
Charlotte,397-415-9,48.9%,51.1%,0.2,220-238-7,48.0%,52.0%,0.6,14-14-0,50.0%,50.0%,-0.2,221-239-6,48.0%,52.0%,0.1,168-173-3,49.3%,50.7%,0.1,214-194-4,52.5%,47.6%,1.2,250-266-6,48.5%,51.6%,-0.7,146-149-2,49.5%,50.5%,1.7,183-220-5,45.4%,54.6%,-0.8,85-69-1,55.2%,44.8%,1.0,235-260-7,47.5%,52.5%,0.0,85-95-1,47.2%,52.8%,-1.2,92-82-1,52.9%,47.1%,0.7,63-72-1,46.7%,53.3%,0.1
Detroit,396-414-13,48.9%,51.1%,0.2,209-207-8,50.2%,49.8%,0.8,12-13-2,48.0%,52.0%,-3.0,248-266-5,48.3%,51.8%,0.2,144-141-8,50.5%,49.5%,0.6,190-220-4,46.3%,53.7%,-0.1,276-293-9,48.5%,51.5%,0.2,119-117-4,50.4%,49.6%,0.4,205-193-9,51.5%,48.5%,0.5,66-90-3,42.3%,57.7%,-0.4,238-244-8,49.4%,50.6%,0.2,99-97-1,50.5%,49.5%,-0.7,88-110-4,44.4%,55.6%,-0.1,80-67-0,54.4%,45.6%,1.5
LA Clippers,430-452-17,48.8%,51.3%,0.3,203-239-8,45.9%,54.1%,-1.4,14-16-2,46.7%,53.3%,1.1,172-182-5,48.6%,51.4%,1.0,253-264-12,48.9%,51.1%,-0.1,221-209-8,51.4%,48.6%,0.9,148-149-8,49.8%,50.2%,1.2,280-300-9,48.3%,51.7%,-0.2,200-232-8,46.3%,53.7%,-0.3,86-72-1,54.4%,45.6%,0.3,261-269-12,49.3%,50.8%,0.3,109-103-6,51.4%,48.6%,3.2,118-110-3,51.8%,48.3%,0.8,69-95-2,42.1%,57.9%,0.0
Chicago,405-426-10,48.7%,51.3%,0.6,216-230-4,48.4%,51.6%,0.4,14-14-1,50.0%,50.0%,-0.6,218-230-6,48.7%,51.3%,0.1,181-192-3,48.5%,51.5%,1.2,211-203-6,51.0%,49.0%,1.8,253-255-6,49.8%,50.2%,0.8,152-168-4,47.5%,52.5%,0.4,194-221-4,46.8%,53.3%,-0.5,77-81-1,48.7%,51.3%,-1.3,242-261-7,48.1%,51.9%,0.7,104-94-4,52.5%,47.5%,2.0,85-102-2,45.5%,54.6%,-0.4,72-70-1,50.7%,49.3%,2.9
Orlando,404-425-10,48.7%,51.3%,-0.5,222-245-6,47.5%,52.5%,-0.5,17-13-0,56.7%,43.3%,-0.2,228-266-6,46.2%,53.9%,-1.2,170-154-4,52.5%,47.5%,0.7,203-207-7,49.5%,50.5%,-0.9,296-304-8,49.3%,50.7%,-0.1,106-119-2,47.1%,52.9%,-1.7,191-211-3,47.5%,52.5%,-0.1,82-68-3,54.7%,45.3%,0.4,236-275-6,46.2%,53.8%,-0.8,87-90-1,49.2%,50.9%,-0.9,95-90-3,51.4%,48.7%,-0.1,69-69-1,50.0%,50.0%,-0.4
Miami,442-466-4,48.7%,51.3%,-0.6,251-250-3,50.1%,49.9%,0.1,21-11-0,65.6%,34.4%,5.1,202-205-3,49.6%,50.4%,-0.9,231-259-1,47.1%,52.9%,-0.5,203-238-0,46.0%,54.0%,-2.2,188-214-1,46.8%,53.2%,-1.5,254-249-3,50.5%,49.5%,0.2,225-212-3,51.5%,48.5%,0.9,74-67-1,52.5%,47.5%,-0.3,271-302-3,47.3%,52.7%,-1.1,94-123-0,43.3%,56.7%,-2.0,97-93-1,51.1%,49.0%,-0.9,76-86-0,46.9%,53.1%,-0.4
Brooklyn,410-434-12,48.6%,51.4%,0.5,215-239-9,47.4%,52.6%,0.3,17-10-0,63.0%,37.0%,5.2,222-242-8,47.8%,52.2%,-0.1,180-189-4,48.8%,51.2%,0.8,207-208-7,49.9%,50.1%,1.7,254-267-8,48.8%,51.3%,1.1,153-164-4,48.3%,51.7%,-0.6,196-218-5,47.3%,52.7%,-0.9,68-78-2,46.6%,53.4%,0.9,253-258-8,49.5%,50.5%,0.2,98-99-1,49.8%,50.3%,0.5,97-96-2,50.3%,49.7%,0.8,72-88-2,45.0%,55.0%,0.1
Memphis,412-440-16,48.4%,51.6%,0.2,226-239-5,48.6%,51.4%,0.8,14-11-1,56.0%,44.0%,3.9,191-230-5,45.4%,54.6%,-0.7,215-206-10,51.1%,48.9%,1.0,217-205-5,51.4%,48.6%,1.4,229-227-4,50.2%,49.8%,0.9,182-208-12,46.7%,53.3%,-0.4,192-229-11,45.6%,54.4%,-1.0,70-79-5,47.0%,53.0%,-0.4,246-274-6,47.3%,52.7%,-0.3,93-107-6,46.5%,53.5%,-0.8,93-94-5,49.7%,50.3%,-0.1,82-76-4,51.9%,48.1%,1.7
Golden State,450-491-13,47.8%,52.2%,-0.2,249-265-9,48.4%,51.6%,-0.8,20-16-0,55.6%,44.4%,1.3,145-170-2,46.0%,54.0%,-0.4,299-316-11,48.6%,51.4%,-0.1,224-244-4,47.9%,52.1%,0.3,107-118-3,47.6%,52.4%,0.1,342-371-10,48.0%,52.0%,-0.2,225-247-9,47.7%,52.3%,-0.7,77-73-4,51.3%,48.7%,1.6,251-295-7,46.0%,54.0%,-1.1,100-128-1,43.9%,56.1%,0.0,101-98-3,50.8%,49.3%,1.2,102-107-2,48.8%,51.2%,0.7
New York,393-436-13,47.4%,52.6%,0.0,216-230-9,48.4%,51.6%,0.8,12-10-3,54.6%,45.5%,3.4,220-263-6,45.6%,54.5%,-0.8,167-170-5,49.6%,50.5%,0.8,206-207-8,49.9%,50.1%,0.3,262-283-9,48.1%,51.9%,0.1,128-150-3,46.0%,54.0%,-0.4,187-227-5,45.2%,54.8%,-0.2,72-72-1,50.0%,50.0%,-0.7,240-273-7,46.8%,53.2%,0.2,93-103-3,47.5%,52.6%,-0.3,84-103-1,44.9%,55.1%,-1.8,69-81-2,46.0%,54.0%,-0.9
Dallas,413-462-10,47.2%,52.8%,0.0,231-254-3,47.6%,52.4%,0.4,12-18-0,40.0%,60.0%,-2.7,207-216-6,48.9%,51.1%,0.6,200-241-4,45.4%,54.7%,-0.7,211-222-3,48.7%,51.3%,0.2,203-230-4,46.9%,53.1%,0.1,208-227-6,47.8%,52.2%,-0.1,191-235-7,44.8%,55.2%,-0.7,74-73-3,50.3%,49.7%,0.0,255-288-5,47.0%,53.0%,-0.1,78-107-4,42.2%,57.8%,-1.1,104-101-3,50.7%,49.3%,-0.2,72-83-2,46.5%,53.6%,0.5
