Team,ATS Record,Cover %,MOV,ATS +/-
W Georgia,3-0-0,100.0%,-12.0,+5.5
Hofstra,25-11-1,69.4%,6.6,+4.6
Weber St,25-11-1,69.4%,4.8,+3.8
TX A&M-CC,33-15-0,68.8%,-1.9,+2.9
Merrimack,25-12-2,67.6%,-1.9,+2.4
Le Moyne,6-3-1,66.7%,-12.6,+4.6
NC-Wilmgton,31-16-2,66.0%,1.7,+2.3
Arkansas St,34-18-1,65.4%,-2.2,+1.9
TX-Arlington,33-18-1,64.7%,0.2,+2.7
Utah St,53-29-1,64.6%,8.0,+4.2
Florida A&M,27-15-0,64.3%,-11.7,+3.7
Utah Tech,18-10-0,64.3%,-3.3,+2.3
Sam Hous St,37-21-3,63.8%,1.8,+2.7
TX Christian,42-24-3,63.6%,5.8,+3.6
Gard-Webb,28-16-0,63.6%,0.3,+3.3
Villanova,60-35-0,63.2%,9.6,+1.5
N Arizona,30-18-0,62.5%,-4.7,+2.1
Yale,25-15-1,62.5%,5.0,+3.3
E Kentucky,30-18-1,62.5%,-3.5,+0.4
S Illinois,38-23-1,62.3%,2.7,+0.8
Citadel,23-14-0,62.2%,-8.8,-0.4
Boston U,31-19-1,62.0%,-0.9,+1.9
Portland St,31-19-1,62.0%,-0.9,+2.9
Abl Christian,26-16-0,61.9%,-1.0,+2.6
S Dakota St,42-26-2,61.8%,4.6,+2.3
Michigan St,66-41-2,61.7%,11.1,+1.3
Cal Poly,32-20-1,61.5%,-7.4,+0.4
E Washingtn,30-19-0,61.2%,-1.8,+2.6
W Kentucky,33-21-1,61.1%,3.6,+1.4
Wichita St,59-38-3,60.8%,9.6,+2.7
Maine,31-20-2,60.8%,-9.5,-0.4
Kansas,40-26-1,60.6%,10.9,+1.1
SC Upstate,24-16-1,60.0%,-6.7,+0.3
E Tenn St,33-22-0,60.0%,5.6,+3.2
Boise St,42-28-3,60.0%,9.2,+3.9
Indiana St,37-25-1,59.7%,1.7,+1.0
S Florida,51-35-4,59.3%,-3.5,+1.4
Akron,32-22-1,59.3%,5.3,+2.8
LIU,16-11-0,59.3%,-5.4,+2.9
Northeastrn,29-20-0,59.2%,1.6,+3.2
Nevada,42-29-0,59.2%,7.7,+3.5
Baylor,39-27-2,59.1%,11.8,+1.8
Morehead St,36-25-0,59.0%,-1.9,+1.0
Samford,30-21-2,58.8%,-2.6,+2.1
NC Central,27-19-2,58.7%,-2.5,+0.5
Clemson,44-31-1,58.7%,4.9,+1.4
WI-Grn Bay,41-29-1,58.6%,-2.7,+1.7
Liberty,24-17-0,58.5%,3.6,+0.5
Loyola-Chi,35-25-1,58.3%,6.6,+2.0
Norfolk St,28-20-4,58.3%,-2.6,+1.3
Oklahoma,32-23-1,58.2%,2.9,+1.8
Houston,57-41-3,58.2%,12.5,+2.7
St Josephs,43-31-3,58.1%,-0.1,+1.8
St Peters,43-31-0,58.1%,-1.3,+0.9
Lipscomb,36-26-0,58.1%,-0.2,+2.4
NC-Grnsboro,29-21-1,58.0%,4.0,+2.8
Longwood,22-16-0,57.9%,-2.3,+1.9
TX-Pan Am,26-19-0,57.8%,-8.1,+2.7
S Utah,34-25-0,57.6%,-1.3,+1.1
Alabama St,19-14-0,57.6%,-10.9,-0.5
Virginia,42-31-0,57.5%,8.6,+1.1
NW State,23-17-1,57.5%,-9.2,-0.1
UC Irvine,35-26-2,57.4%,3.6,+1.9
South Dakota,43-32-2,57.3%,0.1,+1.5
American,20-15-0,57.1%,-5.5,-2.3
VCU,40-30-0,57.1%,6.8,+1.4
Delaware,21-16-1,56.8%,-1.8,-1.6
IPFW,42-32-0,56.8%,1.5,+1.3
N Colorado,34-26-0,56.7%,0.8,+1.5
Gonzaga,34-26-2,56.7%,18.3,+0.8
Seton Hall,56-43-1,56.6%,4.4,+1.3
Rob Morris,26-20-0,56.5%,-5.7,-0.1
Santa Clara,39-30-2,56.5%,2.1,+1.8
UC Riverside,35-27-4,56.5%,-2.6,-0.2
Toledo,31-24-0,56.4%,4.3,-0.7
UC Davis,36-28-0,56.3%,-1.5,+1.5
Lg Beach St,45-35-0,56.3%,-5.9,+0.1
Coastal Car,18-14-2,56.3%,2.0,+1.7
Southern,27-21-0,56.3%,-6.3,+1.2
Incar Word,18-14-1,56.3%,-9.8,-0.2
Belmont,36-28-1,56.3%,4.2,-0.1
New Mexico,50-39-1,56.2%,1.8,+0.4
N Kentucky,28-22-0,56.0%,2.6,+2.7
Loyola Mymt,33-26-3,55.9%,-2.1,-0.2
Vanderbilt,38-30-1,55.9%,3.5,+1.5
N Florida,29-23-0,55.8%,-3.9,+1.0
Auburn,39-31-4,55.7%,7.9,+2.3
Utah Valley,20-16-0,55.6%,2.3,+1.6
TX Southern,30-24-4,55.6%,-6.2,+0.6
S Indiana,5-4-0,55.6%,-7.3,-0.3
Mass Lowell,30-24-1,55.6%,-3.0,-0.1
SIU Edward,30-24-0,55.6%,-3.9,+2.6
TX A&M-Com,10-8-0,55.6%,-10.2,+1.0
Idaho,25-20-0,55.6%,-6.2,+2.5
S Alabama,30-24-0,55.6%,-1.0,+0.5
Mississippi,36-29-1,55.4%,2.7,-0.6
Purdue,47-38-3,55.3%,9.7,+1.3
Miss State,42-34-1,55.3%,4.6,+0.9
Oregon,37-30-1,55.2%,6.8,+0.2
Kansas St,43-35-1,55.1%,2.6,+1.4
Dartmouth,22-18-2,55.0%,-3.4,+0.7
UCLA,33-27-0,55.0%,8.3,+1.4
Nebraska,55-45-1,55.0%,-1.5,+1.1
Mt St Marys,22-18-0,55.0%,-6.7,+0.2
S Carolina,39-32-1,54.9%,2.3,+0.7
Fla Atlantic,28-23-0,54.9%,1.9,+0.2
Arizona,34-28-2,54.8%,14.0,+1.9
Tulsa,46-38-2,54.8%,0.8,+1.0
AR Lit Rock,29-24-0,54.7%,-2.1,+1.3
Miami (OH),29-24-0,54.7%,-2.3,+1.6
NJIT,29-24-0,54.7%,-3.7,-0.1
Elon,29-24-1,54.7%,-3.8,+2.1
Connecticut,53-44-0,54.6%,7.1,+1.1
Georgia St,24-20-1,54.6%,0.8,+0.4
Kent St,24-20-1,54.6%,2.4,-0.1
VA Tech,42-35-1,54.6%,2.8,+1.2
Miss Val St,24-20-0,54.6%,-21.5,+0.1
Providence,55-46-1,54.5%,4.5,+1.9
Wash State,43-36-1,54.4%,1.4,+1.6
Youngs St,31-26-1,54.4%,-2.6,+0.7
St Fran (PA),19-16-1,54.3%,-8.0,-1.2
Texas Tech,38-32-0,54.3%,9.2,+1.1
Utah,32-27-2,54.2%,6.0,+1.3
Penn St,46-39-3,54.1%,1.0,+1.2
St Marys,33-28-2,54.1%,11.1,+1.4
North Texas,27-23-0,54.0%,2.5,+1.5
Montana St,27-23-3,54.0%,-2.9,-0.4
Arkansas,35-30-1,53.9%,6.8,0.0
W Carolina,21-18-3,53.9%,-4.6,+1.7
Beth-Cook,21-18-1,53.9%,-7.6,+0.7
Jksnville St,29-25-0,53.7%,-0.7,+1.1
Lehigh,22-19-0,53.7%,-2.4,+1.5
Jacksonville,22-19-0,53.7%,-5.6,+0.5
CS Bakersfld,22-19-2,53.7%,-1.1,+2.0
Holy Cross,23-20-0,53.5%,-6.6,+0.6
Kentucky,40-35-0,53.3%,11.9,+1.0
Cal St Nrdge,32-28-2,53.3%,-7.3,-1.5
Chattanooga,32-28-0,53.3%,1.9,+0.7
Iowa St,33-29-1,53.2%,3.9,+0.4
NC A&T,25-22-0,53.2%,-7.8,+1.3
Idaho St,25-22-0,53.2%,-8.1,+1.0
IL-Chicago,34-30-1,53.1%,-4.2,-0.3
Quinnipiac,43-38-4,53.1%,0.1,+1.6
VMI,26-23-3,53.1%,-8.7,+0.4
Duke,44-39-3,53.0%,10.8,-0.7
