Team,Over Record,Over %,Under %,Total +/-
W Georgia,2-0-0,100.0%,0.0%,+7.8
Hsn Christian,51-25-1,67.1%,32.9%,+11.3
Queens,16-8-0,66.7%,33.3%,+5.2
TX Southern,54-29-1,65.1%,34.9%,+6.6
Lindenwood,13-7-1,65.0%,35.0%,+6.1
F Dickinson,53-29-3,64.6%,35.4%,+6.5
UCSD,31-17-0,64.6%,35.4%,+6.8
Idaho St,128-72-1,64.0%,36.0%,+5.6
McNeese St,44-25-2,63.8%,36.2%,+3.8
Oakland,112-64-2,63.6%,36.4%,+5.7
Neb Omaha,76-44-3,63.3%,36.7%,+5.7
CS Bakersfld,47-28-0,62.7%,37.3%,+4.6
Wofford,134-81-3,62.3%,37.7%,+4.7
SE Louisiana,40-25-0,61.5%,38.5%,+3.0
TX A&M-Com,14-9-0,60.9%,39.1%,+8.7
E Tenn St,90-62-1,59.2%,40.8%,+2.9
IPFW,97-67-5,59.2%,40.9%,+3.0
Gard-Webb,46-32-0,59.0%,41.0%,+3.7
Lipscomb,70-49-2,58.8%,41.2%,+5.1
South Dakota,82-58-1,58.6%,41.4%,+4.0
SE Missouri,122-88-4,58.1%,41.9%,+4.0
S Car State,36-26-0,58.1%,41.9%,+4.6
North Dakota,76-55-2,58.0%,42.0%,+1.2
St Bonavent,148-108-2,57.8%,42.2%,+4.5
UL Monroe,115-84-7,57.8%,42.2%,+2.8
Colgate,57-42-1,57.6%,42.4%,+0.4
Norfolk St,36-27-0,57.1%,42.9%,+2.9
Howard,40-30-1,57.1%,42.9%,+4.0
Colorado St,153-115-6,57.1%,42.9%,+3.7
Oral Roberts,81-61-0,57.0%,43.0%,+2.6
Drake,146-110-6,57.0%,43.0%,+3.2
Denver,138-104-3,57.0%,43.0%,+3.1
Boston U,65-49-3,57.0%,43.0%,+3.1
NC-Asheville,45-34-1,57.0%,43.0%,+0.6
WI-Milwkee,148-112-2,56.9%,43.1%,+2.8
Wake Forest,193-148-6,56.6%,43.4%,+2.0
N Florida,52-40-1,56.5%,43.5%,+2.5
Lafayette,53-41-2,56.4%,43.6%,+1.9
N Colorado,106-83-4,56.1%,43.9%,+3.0
Central Mich,134-105-3,56.1%,43.9%,+3.0
Radford,47-37-1,56.0%,44.1%,+1.7
Beth-Cook,33-26-0,55.9%,44.1%,+3.4
W Michigan,138-110-4,55.7%,44.4%,+2.4
Air Force,138-110-3,55.7%,44.4%,+2.5
N Carolina,199-159-5,55.6%,44.4%,+2.2
Presbyterian,40-32-0,55.6%,44.4%,+4.3
Niagara,131-105-5,55.5%,44.5%,+3.3
Detroit,142-114-4,55.5%,44.5%,+2.6
Towson,128-103-0,55.4%,44.6%,+3.3
Montana St,126-102-0,55.3%,44.7%,+2.0
Brown,102-83-2,55.1%,44.9%,+2.7
Samford,121-99-2,55.0%,45.0%,+3.7
E Illinois,121-99-4,55.0%,45.0%,+2.6
Providence,179-147-3,54.9%,45.1%,+2.4
Yale,90-74-2,54.9%,45.1%,+1.0
Xavier,186-153-6,54.9%,45.1%,+1.2
Wyoming,152-125-4,54.9%,45.1%,+2.3
Temple,169-139-3,54.9%,45.1%,+3.0
La Salle,142-117-3,54.8%,45.2%,+2.1
Montana,128-106-4,54.7%,45.3%,+1.5
Utah St,154-128-5,54.6%,45.4%,+2.4
Cal St Nrdge,126-105-1,54.6%,45.5%,+3.4
IU Indy,84-70-1,54.6%,45.5%,+2.6
Ste F Austin,43-36-1,54.4%,45.6%,+2.4
Grd Canyon,62-52-1,54.4%,45.6%,+0.3
Idaho,125-105-2,54.4%,45.7%,+1.1
Coppin St,38-32-0,54.3%,45.7%,+0.9
Austin Peay,127-107-3,54.3%,45.7%,+4.0
Auburn,159-134-1,54.3%,45.7%,+2.2
Portland St,117-99-2,54.2%,45.8%,+2.5
Nevada,156-132-2,54.2%,45.8%,+0.6
Florida St,165-140-9,54.1%,45.9%,+1.1
Fla Atlantic,106-90-2,54.1%,45.9%,+2.5
North Texas,128-109-3,54.0%,46.0%,+1.6
Georgia St,122-104-1,54.0%,46.0%,+2.4
Youngs St,129-110-2,54.0%,46.0%,+2.6
Rider,123-105-1,54.0%,46.1%,+0.7
S Utah,92-79-0,53.8%,46.2%,+1.4
Bowling Grn,142-122-3,53.8%,46.2%,+1.0
Utah,173-149-3,53.7%,46.3%,+1.9
St Fran (PA),44-38-0,53.7%,46.3%,+1.9
Creighton,169-146-10,53.7%,46.4%,+2.1
California,194-168-6,53.6%,46.4%,+1.2
Weber St,121-105-5,53.5%,46.5%,+1.6
Northeastrn,114-99-1,53.5%,46.5%,+1.7
TN Martin,114-99-4,53.5%,46.5%,+3.7
Arkansas,168-146-6,53.5%,46.5%,+1.3
Utah Valley,54-47-1,53.5%,46.5%,+1.8
Arkansas St,125-109-1,53.4%,46.6%,+2.1
Pittsburgh,168-147-7,53.3%,46.7%,+0.6
Miss Val St,32-28-0,53.3%,46.7%,+0.1
Bradley,154-135-1,53.3%,46.7%,+0.9
E Washingtn,115-101-2,53.2%,46.8%,+2.7
Richmond,149-131-3,53.2%,46.8%,+1.6
Kent St,140-124-6,53.0%,47.0%,+2.4
New Orleans,71-63-1,53.0%,47.0%,+1.1
Boston Col,160-142-4,53.0%,47.0%,+1.3
AR Lit Rock,125-111-3,53.0%,47.0%,+1.9
Stetson,45-40-0,52.9%,47.1%,+2.7
St. Thomas,18-16-1,52.9%,47.1%,+2.0
Harvard,100-89-1,52.9%,47.1%,+0.6
