Team,ATS Record,Cover %,MOV,ATS +/-
Mercyhurst,1-0-0,100.0%,29.7,+12.0
Southern,42-20-0,67.7%,13.4,+3.8
Queens,14-8-1,63.6%,11.4,+1.3
Le Moyne,7-4-0,63.6%,15.5,+5.7
N Florida,55-33-1,62.5%,11.8,+3.3
Furman,73-44-2,62.4%,15.1,+2.0
Beth-Cook,35-22-1,61.4%,8.5,+1.7
Sam Hous St,41-26-1,61.2%,16.3,+2.3
Nevada,88-56-3,61.1%,11.1,+2.2
Longwood,47-30-2,61.0%,6.1,+2.2
S Dakota St,69-45-1,60.5%,16.4,+3.4
Houston,90-59-6,60.4%,18.7,+3.8
Michigan St,96-63-1,60.4%,15.2,+1.3
Norfolk St,35-23-1,60.3%,16.0,+4.4
Alab A&M,44-29-0,60.3%,1.5,+2.3
Utah St,81-55-2,59.6%,13.8,+2.5
NC Central,36-25-1,59.0%,20.1,+1.8
VA Tech,89-63-0,58.6%,11.8,+1.8
Bradley,80-57-5,58.4%,8.3,+2.6
Iowa,95-68-5,58.3%,13.4,+1.4
Indiana St,74-53-5,58.3%,7.8,+1.7
Utah,92-66-7,58.2%,14.2,+3.1
Middle Tenn,75-54-1,58.1%,8.7,+1.6
Colgate,54-39-1,58.1%,11.4,+2.3
Belmont,73-53-3,57.9%,13.7,+1.2
UCSD,26-19-2,57.8%,7.0,+0.2
Drake,76-56-1,57.6%,10.6,+2.0
St. Thomas,19-14-0,57.6%,14.7,+2.9
Utah Tech,27-20-0,57.5%,5.0,+0.7
Gonzaga,85-63-4,57.4%,25.9,+2.1
Liberty,60-45-3,57.1%,15.4,+0.7
Indiana,101-76-0,57.1%,11.5,+0.8
Auburn,85-64-5,57.1%,11.7,+2.2
Colorado,90-68-6,57.0%,10.9,+1.7
Charlotte,78-59-3,56.9%,4.5,+1.4
South Dakota,62-47-2,56.9%,10.6,+1.1
TX-Arlington,67-51-3,56.8%,10.0,+0.4
Miss State,88-67-3,56.8%,9.5,+1.4
Oregon,97-74-1,56.7%,13.5,+2.1
Lamar,38-29-3,56.7%,10.1,+1.3
Tulsa,82-63-6,56.6%,6.6,+1.1
St Bonavent,75-58-1,56.4%,8.9,+1.2
UAB,80-62-5,56.3%,12.8,+0.7
Purdue,85-66-5,56.3%,17.5,+2.8
LA Tech,72-56-1,56.3%,14.8,+0.9
Clemson,86-67-3,56.2%,10.1,+1.5
Miss Val St,32-25-0,56.1%,-5.6,+1.0
Arkansas St,69-54-2,56.1%,5.9,+0.3
UC Irvine,60-47-4,56.1%,15.4,+1.2
Utah Valley,51-40-0,56.0%,10.7,+2.6
NC-Asheville,42-33-0,56.0%,11.2,+1.2
Ohio,76-60-2,55.9%,9.5,+1.0
Kansas City,48-38-1,55.8%,10.5,+1.4
Abl Christian,39-31-2,55.7%,13.8,+1.8
Villanova,79-63-1,55.6%,14.8,+0.7
S Alabama,75-60-0,55.6%,7.2,+1.6
U Penn,60-48-1,55.6%,5.2,0.0
Florida St,87-70-4,55.4%,10.0,+1.2
New Mexico,77-62-4,55.4%,9.5,+1.0
BYU,83-67-6,55.3%,13.8,+1.1
S Mississippi,63-51-2,55.3%,5.2,+1.7
Central Ark,37-30-2,55.2%,2.3,-0.1
Presbyterian,37-30-3,55.2%,4.9,+0.3
Wm & Mary,60-49-3,55.1%,7.8,0.0
UTSA,66-54-3,55.0%,5.4,+1.6
Oregon St,87-72-1,54.7%,4.7,+1.3
Vermont,53-44-3,54.6%,15.5,+1.3
San Diego St,77-64-5,54.6%,14.4,+1.1
St Marys,89-74-4,54.6%,15.3,+1.5
UCLA,90-75-3,54.6%,13.0,+1.2
Stanford,85-71-3,54.5%,7.7,+1.2
Cornell,49-41-1,54.4%,7.5,+1.3
Murray St,68-57-1,54.4%,15.7,+1.2
S Car State,31-26-3,54.4%,4.9,+2.4
Akron,70-59-1,54.3%,13.2,+1.4
IL-Chicago,77-65-2,54.2%,3.5,+0.4
Creighton,90-76-2,54.2%,13.6,+1.6
E Washingtn,58-49-1,54.2%,13.7,+1.9
Boise St,72-61-3,54.1%,14.6,+2.0
Morehead St,60-51-4,54.1%,11.6,+0.3
Hampton,41-35-1,54.0%,6.0,+0.6
Fla Atlantic,63-54-1,53.9%,9.8,+1.9
Nebraska,85-73-3,53.8%,5.7,0.0
Tarleton St,22-19-1,53.7%,14.6,+0.6
Iowa St,81-70-2,53.6%,11.9,+1.2
Arkansas,91-79-3,53.5%,12.3,+1.0
Maryland ES,23-20-2,53.5%,6.3,-0.3
Davidson,69-60-1,53.5%,12.1,+1.2
North Texas,70-61-1,53.4%,9.7,+0.9
VMI,55-48-0,53.4%,5.7,+0.2
S Illinois,72-63-4,53.3%,6.8,+0.3
Texas Tech,89-78-2,53.3%,14.4,+1.6
TN Martin,57-50-0,53.3%,7.7,+0.1
UCF,82-72-3,53.3%,6.7,+1.1
N Alabama,33-29-1,53.2%,10.1,+0.4
Rutgers,84-74-4,53.2%,6.2,+0.5
Saint Louis,84-74-2,53.2%,5.9,-0.2
TN Tech,59-52-5,53.2%,5.5,+0.3
E Carolina,76-67-2,53.2%,2.2,-0.4
W Virginia,85-75-0,53.1%,11.7,+1.4
Duke,86-76-4,53.1%,18.7,+0.4
Yale,43-38-3,53.1%,15.7,+0.8
N Carolina,79-70-4,53.0%,13.7,+0.3
Penn St,80-71-1,53.0%,7.8,+1.0
Connecticut,80-71-4,53.0%,13.5,+0.6
Minnesota,89-79-4,53.0%,6.8,+0.4
UL Monroe,64-57-2,52.9%,8.0,+1.8
Butler,84-75-3,52.8%,10.1,+1.0
GA Southern,56-50-7,52.8%,11.1,+1.0
TX A&M-CC,40-36-0,52.6%,9.5,+0.4
Baylor,80-72-2,52.6%,15.9,+1.6
Ohio St,92-83-3,52.6%,13.0,+1.1
Lindenwood,11-10-0,52.4%,5.4,-1.6
TN State,56-51-2,52.3%,7.0,-0.1
Florida A&M,35-32-0,52.2%,0.2,+0.8
GA Tech,83-76-2,52.2%,4.0,-0.4
Cincinnati,85-78-3,52.2%,14.8,+1.7
Maryland BC,49-45-0,52.1%,5.4,+1.0
Wake Forest,78-72-5,52.0%,5.8,+0.5
Illinois,80-74-7,52.0%,12.2,+1.3
Seattle,67-62-1,51.9%,9.4,+1.0
N Mex State,41-38-2,51.9%,15.3,+0.9
Michigan,83-77-2,51.9%,11.1,+0.1
Towson,57-53-2,51.8%,8.5,+0.3
Austin Peay,58-54-3,51.8%,8.3,+0.7
Wagner,44-41-1,51.8%,8.0,-0.9
Wofford,59-55-1,51.8%,13.5,+1.4
Marshall,75-70-3,51.7%,7.7,+0.4
AR Lit Rock,62-58-4,51.7%,6.1,+0.6
IPFW,63-59-2,51.6%,12.3,+0.7
Manhattan,63-59-3,51.6%,0.3,-0.5
Oklahoma,79-74-2,51.6%,11.1,+0.9
SE Louisiana,32-30-2,51.6%,7.2,-0.8
Merrimack,32-30-0,51.6%,6.1,-0.8
Dayton,81-76-3,51.6%,12.5,+1.2
High Point,50-47-0,51.6%,8.7,-0.1
NW State,34-32-1,51.5%,3.7,+0.9
Louisiana,58-55-5,51.3%,11.4,-0.1
Central Mich,59-56-3,51.3%,8.1,0.0
Wash State,83-79-1,51.2%,5.0,+1.3
Evansville,68-65-2,51.1%,4.7,+0.6
Wichita St,74-71-5,51.0%,12.6,+0.4
Alabama,76-73-5,51.0%,10.7,+1.9
Oral Roberts,52-50-2,51.0%,11.6,+1.4
S Carolina,78-75-0,51.0%,6.8,-0.1
Memphis,80-77-2,51.0%,11.0,+1.0
LIU,27-26-1,50.9%,5.1,+0.4
Arizona,84-81-5,50.9%,17.9,+2.2
UC Riverside,59-57-3,50.9%,6.7,+0.6
Drexel,60-58-4,50.9%,4.8,+0.5
WI-Grn Bay,62-60-3,50.8%,6.2,0.0
Delaware St,31-30-1,50.8%,1.0,-0.5
Maine,31-30-2,50.8%,-0.2,+0.6
St Peters,63-61-1,50.8%,5.0,+0.2
W Kentucky,67-65-3,50.8%,9.2,-0.3
New Orleans,34-33-1,50.8%,8.5,+0.3
Toledo,70-68-0,50.7%,11.9,+0.9
U Mass,74-72-4,50.7%,4.1,-0.3
Geo Wshgtn,75-73-1,50.7%,4.5,+0.3
Virginia,77-75-4,50.7%,13.9,-0.2
Jacksonville,39-38-2,50.7%,8.3,+1.3
Providence,85-83-2,50.6%,8.6,+0.4
Grd Canyon,56-55-2,50.5%,12.6,+1.1
Coastal Car,59-58-4,50.4%,9.6,+0.4
E Michigan,60-59-1,50.4%,7.4,-0.1
Kent St,64-63-6,50.4%,10.6,-0.1
St Josephs,68-67-2,50.4%,3.3,-0.4
TX El Paso,69-68-1,50.4%,7.1,-0.1
VCU,82-81-4,50.3%,11.3,+0.6
USC,86-85-0,50.3%,9.4,+0.1
Marquette,87-86-0,50.3%,10.1,+0.4
Alcorn St,27-27-0,50.0%,8.8,+0.9
Tennessee,79-79-3,50.0%,13.1,+1.0
S Methodist,75-75-5,50.0%,13.0,+0.8
Monmouth,61-61-3,50.0%,3.9,-0.1
Detroit,63-63-2,50.0%,3.4,+0.4
Wisconsin,81-81-5,50.0%,11.1,-0.1
Montana,58-58-6,50.0%,12.2,+0.5
Kentucky,88-88-2,50.0%,16.6,+0.6
SC Upstate,39-39-1,50.0%,5.4,-0.2
N Iowa,62-62-6,50.0%,8.7,-1.0
St Johns,78-78-6,50.0%,7.3,+0.3
Seton Hall,75-76-2,49.7%,9.3,+0.6
Rhode Island,72-73-1,49.7%,7.7,-0.5
Old Dominion,68-69-1,49.6%,9.0,+1.0
Oakland,63-64-1,49.6%,6.8,-1.5
Florida Intl,60-61-4,49.6%,5.4,-0.3
Georgia St,58-59-4,49.6%,11.0,-0.2
Rider,55-56-1,49.6%,5.2,0.0
Lg Beach St,54-55-3,49.5%,6.6,-0.5
UC Davis,52-53-3,49.5%,6.8,-0.7
W Carolina,52-53-3,49.5%,6.5,+0.7
NC-Wilmgton,52-53-3,49.5%,9.9,+0.5
Fla Gulf Cst,49-50-1,49.5%,8.9,-0.3
Rob Morris,43-44-1,49.4%,3.9,-0.7
Bryant,43-44-1,49.4%,5.6,0.0
St Fran (PA),39-40-2,49.4%,6.6,-1.0
Kansas,75-77-4,49.3%,14.7,+0.2
Temple,67-69-4,49.3%,4.4,-0.2
Missouri St,66-68-4,49.3%,7.3,-0.4
Valparaiso,65-67-2,49.2%,7.7,-0.4
NC A&T,31-32-0,49.2%,5.4,+0.9
N Kentucky,60-62-1,49.2%,10.7,+0.5
Xavier,84-87-3,49.1%,10.3,+0.4
Prairie View,28-29-5,49.1%,8.6,+0.8
SIU Edward,55-57-1,49.1%,2.4,-0.6
Ark Pine Bl,26-27-1,49.1%,4.0,-0.4
Illinois St,68-71-4,48.9%,5.8,+0.6
Campbell,44-46-0,48.9%,8.0,-0.3
Cleveland St,64-67-5,48.9%,5.2,0.0
NC-Grnsboro,63-66-3,48.8%,11.4,+0.7
California,83-87-4,48.8%,2.2,-0.6
Siena,61-64-4,48.8%,1.3,-0.9
Syracuse,81-85-3,48.8%,8.8,+0.1
App State,59-62-1,48.8%,10.0,0.0
Loyola-Chi,72-76-0,48.7%,11.7,+0.4
SE Missouri,53-56-2,48.6%,2.5,-0.5
Lipscomb,52-55-1,48.6%,10.3,-0.9
Neb Omaha,51-54-0,48.6%,4.9,-0.2
North Dakota,51-54-3,48.6%,6.2,-0.5
Miami (OH),65-69-2,48.5%,5.5,-0.3
San Jose St,64-68-3,48.5%,-2.7,-0.6
Arizona St,75-80-4,48.4%,7.1,+0.4
Denver,58-62-1,48.3%,3.4,-0.4
Stony Brook,42-45-5,48.3%,7.6,-0.7
Wright St,65-70-3,48.2%,11.1,+1.2
Stetson,38-41-2,48.1%,5.5,+0.4
Texas A&M,74-80-1,48.1%,8.9,-1.1
Rice,60-65-6,48.0%,3.9,-0.1
Navy,48-52-1,48.0%,3.6,-1.4
UNLV,82-89-3,48.0%,7.5,-0.3
Vanderbilt,82-89-4,48.0%,5.5,-0.1
N Illinois,58-63-3,47.9%,4.7,-0.7
Pittsburgh,81-88-4,47.9%,5.4,-0.7
Bucknell,46-50-0,47.9%,6.0,-0.9
Canisius,56-61-2,47.9%,3.0,-1.0
TX Christian,78-85-4,47.9%,9.3,+0.1
Northwestern,77-84-6,47.8%,8.0,+0.2
TX-Pan Am,33-36-3,47.8%,4.2,-0.3
Stonehill,11-12-0,47.8%,1.0,-1.2
Hawaii,75-82-1,47.8%,6.8,-0.4
Boston Col,72-79-1,47.7%,1.5,-0.5
Geo Mason,69-76-3,47.6%,4.7,-0.2
Mississippi,79-87-3,47.6%,6.1,-1.4
Wyoming,68-75-4,47.6%,5.1,+0.1
W Michigan,58-64-3,47.5%,3.6,-1.0
Youngs St,57-63-3,47.5%,6.9,+0.1
Fresno St,65-72-2,47.5%,7.4,-0.5
Missouri,74-82-5,47.4%,5.4,-0.7
CS Fullerton,54-60-2,47.4%,5.6,0.0
Miami,71-79-5,47.3%,8.4,-1.1
LSU,78-87-3,47.3%,9.4,+0.3
Louisville,78-87-6,47.3%,9.4,-0.6
Air Force,66-74-0,47.1%,1.5,-1.0
Niagara,57-64-0,47.1%,1.5,-0.3
Kansas St,72-81-4,47.1%,6.9,-0.5
Maryland,80-90-3,47.1%,11.0,-0.4
La Salle,64-72-4,47.1%,2.0,-0.4
Pepperdine,64-72-2,47.1%,2.1,-1.3
Samford,55-62-1,47.0%,8.5,+1.0
Northeastrn,54-61-3,47.0%,4.8,-0.5
Richmond,68-77-4,46.9%,7.1,-0.5
Army,44-50-3,46.8%,4.9,-1.5
Princeton,44-50-0,46.8%,11.6,-0.3
Col Charlestn,65-74-3,46.8%,7.8,-0.1
