Team,ATS Record,Cover %,MOV,ATS +/-
Mercyhurst,4-2-0,66.7%,-4.3,+5.8
St. Thomas,40-20-2,66.7%,3.1,+4.1
Furman,112-73-0,60.5%,5.3,+1.6
Penn St,76-51-2,59.8%,3.5,+2.0
Colgate,70-47-3,59.8%,4.8,+2.3
Neb Omaha,89-61-2,59.3%,-3.0,+0.8
Wisconsin,76-53-7,58.9%,6.7,+1.5
Houston,82-60-2,57.8%,11.5,+3.2
UCF,82-60-1,57.8%,3.3,+2.2
NC Central,64-48-2,57.1%,2.0,+1.0
S Car State,60-45-3,57.1%,-6.1,+0.8
Nevada,97-73-4,57.1%,3.8,+0.4
Oakland,102-77-4,57.0%,1.6,-0.1
Stony Brook,74-56-4,56.9%,0.9,+0.6
Baylor,96-73-3,56.8%,7.5,+1.3
Memphis,76-58-2,56.7%,5.1,+0.9
St Bonavent,89-68-7,56.7%,5.0,+1.6
Presbyterian,64-49-4,56.6%,-6.6,+0.4
Jackson St,66-51-1,56.4%,-1.7,+0.9
Queens,22-17-1,56.4%,-0.1,+0.5
Butler,84-65-3,56.4%,6.1,+1.4
Marquette,80-62-2,56.3%,6.8,+2.1
Hampton,67-52-1,56.3%,-3.0,+0.5
Creighton,81-63-3,56.3%,5.9,+1.1
Yale,91-71-6,56.2%,4.9,+0.7
S Alabama,107-85-2,55.7%,-1.9,0.0
Michigan,83-66-1,55.7%,6.4,+2.1
Drake,96-77-5,55.5%,1.3,+1.0
Rob Morris,81-65-2,55.5%,-1.8,+0.2
Maine,56-45-2,55.5%,-9.0,+1.0
LA Tech,109-88-0,55.3%,5.2,+0.1
Stetson,69-56-5,55.2%,-4.1,+1.8
Sam Hous St,59-48-2,55.1%,2.7,+1.2
Utah Valley,81-66-2,55.1%,0.6,+2.1
USC,106-87-0,54.9%,4.3,+1.0
Virginia,90-74-5,54.9%,8.2,-0.5
Maryland,68-56-3,54.8%,6.2,+0.6
TN Tech,98-81-3,54.8%,-3.9,+0.2
Wm & Mary,105-87-4,54.7%,-0.8,+0.7
E Washingtn,107-89-3,54.6%,3.1,+1.1
Lafayette,72-60-1,54.6%,-3.4,-0.1
Niagara,84-70-0,54.6%,-2.9,+0.5
Santa Clara,94-79-6,54.3%,-1.7,+0.4
UCSD,32-27-0,54.2%,-0.4,+0.8
Marist,71-60-2,54.2%,-2.2,+1.8
Princeton,84-71-3,54.2%,4.7,+1.1
Belmont,97-82-5,54.2%,8.6,+0.8
Maryland BC,65-55-2,54.2%,-1.7,+1.3
