Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,98.5,2:30 PM,Value City Arena,19,Pittsburgh,12,Ohio St,Pittsburgh,Pittsburgh,Ohio State,Ohio St.,+5,−112,True,-5,−108,False,Pittsburgh,394-394-21,50.0%,5.4,0.2,140-130-8,51.9%,-1.9,1.0,Ohio St,437-412-14,51.5%,7.5,0.6,225-197-8,53.3%,14.0,1.0,Pittsburgh,+5,−112,148-150-12,49.7%,-6.1,0.7,Ohio St,-5,−108,301-277-10,52.1%,11.5,0.6
2,97.1,6:00 PM,LionTree Arena,40,Mississippi,17,Purdue,Ole Miss,Mississippi,Purdue,Purdue,+2.5,−108,True,-2.5,−112,False,Mississippi,390-387-14,50.2%,3.4,-0.6,154-144-2,51.7%,-4.6,-0.5,Purdue,420-418-21,50.1%,6.8,0.4,205-177-10,53.7%,13.9,1.8,Mississippi,+2.5,−108,175-174-4,50.1%,-6.3,-0.2,Purdue,-2.5,−112,301-282-15,51.6%,11.0,0.6
3,96.1,3:00 PM,Imperial Arena,56,W Virginia,16,Arizona,West Virginia,West Virginia,Arizona,Arizona,N/A,N/A,False,N/A,N/A,False,W Virginia,408-418-10,49.4%,4.5,0.1,123-164-5,42.9%,-3.9,-1.2,Arizona,450-440-14,50.6%,9.6,0.5,206-214-6,49.1%,15.2,0.9,Arizona,N/A,N/A,90-64-1,58.4%,-3.1,1.3,W Virginia,N/A,N/A,253-232-3,52.2%,9.8,0.5
4,95.7,5:30 PM,Imperial Arena,34,Louisville,44,Oklahoma,Louisville,Louisville,Oklahoma,Oklahoma,N/A,N/A,False,N/A,N/A,False,Louisville,423-410-23,50.8%,7.3,0.4,151-132-6,53.4%,0.6,0.8,Oklahoma,393-399-14,49.6%,5.9,0.3,192-169-5,53.2%,12.9,1.2,Oklahoma,N/A,N/A,149-147-5,50.3%,-5.4,0.5,Louisville,N/A,N/A,306-286-16,51.7%,11.6,0.6
5,95.4,3:30 PM,LionTree Arena,57,Nc State,35,Byu,North Carolina State,NC State,BYU,Brigham Young,N/A,N/A,False,N/A,N/A,False,Nc State,394-407-23,49.2%,3.9,0.3,138-139-9,49.8%,-4.5,0.3,Byu,415-387-18,51.8%,7.6,1.0,210-157-10,57.2%,14.2,1.9,Byu,N/A,N/A,91-136-9,40.1%,-7.1,-0.9,Nc State,N/A,N/A,201-218-12,48.0%,9.0,-0.3
6,94.2,9:30 PM,Mullett Arena,65,Butler,22,Miss State,Butler,Butler,Mississippi State,Mississippi State,+8,−110,True,-8,−110,False,Butler,428-393-21,52.1%,5.8,0.7,145-162-10,47.2%,-0.1,-0.3,Miss State,405-367-26,52.5%,4.0,0.5,196-162-12,54.8%,9.9,0.9,Butler,+8,−110,143-128-7,52.8%,-5.3,0.3,Miss State,-8,−110,224-204-15,52.3%,9.2,0.7
7,93.9,9:30 PM,Acrisure Arena,67,Arizona St,42,St Marys,Arizona State,Arizona State,Saint Marys,Saint Mary'S,N/A,N/A,False,N/A,N/A,False,Arizona St,375-406-18,48.0%,1.9,-0.4,136-146-10,48.2%,-5.2,-0.4,St Marys,401-381-14,51.3%,6.7,0.3,193-188-5,50.7%,12.4,0.3,St Marys,N/A,N/A,102-130-1,44.0%,-8.8,-1.3,Arizona St,N/A,N/A,187-217-5,46.3%,7.7,-0.7
8,93.1,3:30 PM,Wide World of Sports Complex,75,Wichita St,23,Florida,Wichita State,Wichita St.,Florida,Florida,+10,−110,True,-10,−110,False,Wichita St,399-369-21,52.0%,6.0,0.5,162-129-8,55.7%,0.4,0.8,Florida,420-407-17,50.8%,9.4,0.5,177-185-2,48.9%,16.0,0.7,Wichita St,+10,−110,123-119-9,50.8%,-5.4,0.4,Florida,-10,−110,326-312-12,51.1%,10.4,0.5
9,92.0,6:30 PM,Wide World of Sports Complex,38,Utah St,87,North Texas,Utah State,Utah St.,North Texas,North Texas,-3.5,−115,False,+3.5,−105,True,Utah St,408-362-13,53.0%,7.7,1.2,147-161-3,47.7%,1.2,0.4,North Texas,359-337-17,51.6%,0.5,0.1,144-154-3,48.3%,7.3,-0.2,North Texas,+3.5,−105,203-188-10,51.9%,-8.9,0.4,Utah St,-3.5,−115,299-244-11,55.1%,10.9,1.5
10,91.3,11:00 AM,Imperial Arena,48,Indiana,89,Providence,Indiana,Indiana,Providence,Providence,-4.5,−108,False,+4.5,−112,True,Indiana,413-424-16,49.3%,4.6,-0.1,119-162-8,42.4%,-4.2,-1.2,Providence,393-401-15,49.5%,2.7,0.4,189-209-6,47.5%,7.8,0.2,Providence,+4.5,−112,205-177-5,53.7%,-4.8,1.6,Indiana,-4.5,−108,261-251-10,51.0%,10.3,-0.1
11,89.4,8:30 PM,Imperial Arena,4,Gonzaga,119,Davidson,Gonzaga,Gonzaga,Davidson,Davidson,-19.5,−110,False,+19.5,−110,True,Gonzaga,458-411-20,52.7%,14.2,1.2,141-140-7,50.2%,9.3,1.3,Davidson,374-326-14,53.4%,6.4,0.5,152-132-4,53.5%,14.2,0.5,Davidson,+19.5,−110,106-106-6,50.0%,-7.1,0.0,Gonzaga,-19.5,−110,394-361-20,52.2%,15.5,1.1
12,89.3,11:59 PM,Acrisure Arena,101,Usc,52,New Mexico,USC,Southern California,New Mexico,New Mexico,N/A,N/A,False,N/A,N/A,False,Usc,420-418-10,50.1%,2.6,0.0,164-146-2,52.9%,-3.0,0.3,New Mexico,407-365-19,52.7%,5.0,0.1,205-169-10,54.8%,11.7,1.0,New Mexico,N/A,N/A,136-141-8,49.1%,-6.8,-0.3,Usc,N/A,N/A,231-235-8,49.6%,8.4,-0.3
13,89.0,7:00 PM,Mullett Arena,59,Northwestern,107,Unlv,Northwestern,Northwestern,UNLV,UNLV,-4,−110,False,+4,−110,True,Northwestern,369-377-15,49.5%,-0.1,0.0,150-140-6,51.7%,-8.0,0.5,Unlv,362-353-14,50.6%,4.5,-0.1,189-198-8,48.8%,9.3,-0.5,Unlv,+4,−110,135-127-6,51.5%,-5.8,0.3,Northwestern,-4,−110,143-144-5,49.8%,8.3,-0.3
14,88.2,8:00 PM,United Supermarkets Arena,134,N Colorado,24,Texas Tech,Northern Colorado,Northern Colorado,Texas Tech,Texas Tech,+22.5,−112,True,-22.5,−108,False,N Colorado,240-238-11,50.2%,0.4,0.2,132-106-7,55.5%,-6.1,1.4,Texas Tech,372-416-8,47.2%,2.9,-0.4,201-186-4,51.9%,10.3,0.7,N Colorado,+22.5,−112,116-104-6,52.7%,-6.9,1.1,Texas Tech,-22.5,−108,204-201-6,50.4%,10.9,0.5
