Team,ATS Record,Cover %,MOV,ATS +/-
Mercyhurst,4-2-0,66.7%,-4.3,+5.8
St. Thomas,40-20-2,66.7%,3.1,+4.1
Memphis,237-165-8,59.0%,8.3,+1.7
Neb Omaha,102-73-2,58.3%,-3.0,+0.8
Colgate,75-54-4,58.1%,0.0,+2.0
Nevada,229-174-9,56.8%,2.7,+0.7
Queens,22-17-1,56.4%,-0.1,+0.5
NC Central,72-56-2,56.3%,0.1,+1.0
S Car State,71-56-4,55.9%,-2.5,+0.8
Jackson St,76-60-1,55.9%,-1.3,+0.4
Oakland,154-122-5,55.8%,1.1,0.0
Yale,216-173-10,55.5%,1.7,+0.8
Rob Morris,98-79-2,55.4%,0.6,+0.2
Hampton,79-64-1,55.2%,0.2,+0.4
Sam Hous St,72-59-3,55.0%,2.5,+1.2
Stony Brook,84-69-4,54.9%,-0.6,+0.5
Butler,232-191-14,54.9%,6.9,+1.4
Presbyterian,74-61-4,54.8%,-7.8,-0.6
Gard-Webb,86-71-2,54.8%,-0.9,+1.0
Creighton,224-185-10,54.8%,6.6,+0.7
Jksnville St,187-155-10,54.7%,-1.8,+0.5
Texas A&M,225-188-7,54.5%,1.2,+0.1
Furman,201-168-3,54.5%,0.2,+0.6
Wisconsin,197-165-11,54.4%,6.8,+0.8
Utah,243-204-14,54.4%,3.4,+0.7
S Alabama,227-191-8,54.3%,-0.6,+0.2
UCSD,32-27-0,54.2%,-0.4,+0.8
Grambling St,59-50-0,54.1%,-6.4,+2.0
Weber St,222-189-7,54.0%,2.5,+0.4
Louisville,199-170-13,53.9%,6.3,+0.7
Lafayette,83-71-1,53.9%,-2.4,-0.1
Akron,236-202-10,53.9%,3.8,+0.6
Stetson,77-66-5,53.9%,-4.5,+1.1
VCU,239-205-15,53.8%,5.6,+0.8
Boston Col,162-139-13,53.8%,0.4,+0.8
S Dakota St,142-122-2,53.8%,3.6,+1.2
Florida St,164-141-13,53.8%,3.6,+0.7
Villanova,207-178-10,53.8%,7.2,+1.1
Duke,231-199-10,53.7%,13.4,+1.0
Lindenwood,22-19-0,53.7%,-9.4,0.0
UCF,149-129-5,53.6%,2.9,+0.8
Belmont,130-113-5,53.5%,7.0,+1.0
North Texas,232-202-13,53.5%,-1.6,+0.1
Stanford,279-243-13,53.5%,4.6,+0.5
Miami,179-156-10,53.4%,3.7,+0.9
Davidson,180-157-8,53.4%,5.3,+0.6
St Bonavent,201-176-9,53.3%,1.0,+0.3
Central Ark,58-51-5,53.2%,-7.7,0.0
