Team,Over Record,Over %,Under %,Total +/-
New Orleans,209-148-5,58.5%,41.5%,+2.7
Queens,36-26-2,58.1%,41.9%,+1.3
UCSD,58-43-3,57.4%,42.6%,+3.6
North Dakota,198-150-3,56.9%,43.1%,+2.4
Grd Canyon,137-104-2,56.9%,43.2%,+1.1
Idaho St,288-224-6,56.3%,43.8%,+2.3
Oral Roberts,222-173-3,56.2%,43.8%,+2.4
NC-Asheville,132-104-5,55.9%,44.1%,+1.7
Oakland,251-198-6,55.9%,44.1%,+2.6
Neb Omaha,184-146-3,55.8%,44.2%,+2.3
Youngs St,300-241-3,55.5%,44.6%,+2.7
Buffalo,326-263-9,55.4%,44.7%,+2.4
SE Missouri,292-237-8,55.2%,44.8%,+3.1
Wake Forest,386-314-12,55.1%,44.9%,+1.7
Weber St,307-252-6,54.9%,45.1%,+1.4
Lipscomb,148-122-3,54.8%,45.2%,+2.1
Hsn Christian,109-90-3,54.8%,45.2%,+4.2
S Indiana,35-29-0,54.7%,45.3%,+2.0
E Washingtn,310-258-6,54.6%,45.4%,+2.3
S Utah,218-183-5,54.4%,45.6%,+1.7
UTSA,181-152-3,54.4%,45.7%,+2.1
South Dakota,190-160-5,54.3%,45.7%,+2.9
McNeese St,108-91-2,54.3%,45.7%,+2.0
NW State,116-98-5,54.2%,45.8%,+1.7
Gard-Webb,133-113-3,54.1%,45.9%,+2.0
Radford,132-113-1,53.9%,46.1%,+0.9
N Colorado,251-215-7,53.9%,46.1%,+2.3
SC Upstate,129-111-0,53.8%,46.3%,+0.7
Denver,298-257-7,53.7%,46.3%,+1.1
Auburn,332-288-4,53.6%,46.5%,+1.6
Boston Col,337-294-13,53.4%,46.6%,+1.1
Nevada,340-297-6,53.4%,46.6%,+1.1
Hofstra,309-271-6,53.3%,46.7%,+2.0
TX Southern,146-128-2,53.3%,46.7%,+2.6
Montana St,294-258-0,53.3%,46.7%,+1.2
Portland St,279-246-8,53.1%,46.9%,+2.3
W Michigan,314-277-5,53.1%,46.9%,+1.1
S Dakota St,221-195-3,53.1%,46.9%,+1.8
WI-Grn Bay,306-270-7,53.1%,46.9%,+1.4
Florida Intl,277-245-6,53.1%,46.9%,+1.0
Baylor,320-283-7,53.1%,46.9%,+1.7
Stetson,122-108-3,53.0%,47.0%,+1.6
Santa Clara,309-274-5,53.0%,47.0%,+1.0
