Team,Over Record,Over %,Under %,Total +/-
Marshall,20-7-0,74.1%,25.9%,+5.7
Clemson,24-9-0,72.7%,27.3%,+6.7
Utah Valley,13-5-0,72.2%,27.8%,+7.9
W Michigan,21-9-0,70.0%,30.0%,+5.0
NW State,14-6-2,70.0%,30.0%,+3.2
Grd Canyon,16-7-0,69.6%,30.4%,+1.6
Army,9-4-0,69.2%,30.8%,+5.8
S Utah,11-5-0,68.8%,31.3%,+7.5
Sac State,11-5-0,68.8%,31.3%,+9.8
W Illinois,10-5-0,66.7%,33.3%,+5.3
Bucknell,10-5-0,66.7%,33.3%,+4.1
American,4-2-0,66.7%,33.3%,+9.8
Bellarmine,6-3-0,66.7%,33.3%,+2.4
W Carolina,21-11-0,65.6%,34.4%,+6.8
N Colorado,17-9-0,65.4%,34.6%,+4.3
Beth-Cook,9-5-0,64.3%,35.7%,+2.8
SIU Edward,9-5-0,64.3%,35.7%,+0.3
Wagner,7-4-0,63.6%,36.4%,+8.3
U Mass,21-12-0,63.6%,36.4%,+7.0
TX Southern,12-7-0,63.2%,36.8%,+2.6
Kennesaw St,12-7-0,63.2%,36.8%,+3.0
Marquette,29-17-0,63.0%,37.0%,+2.8
Montana St,17-10-0,63.0%,37.0%,+2.2
Dayton,27-16-0,62.8%,37.2%,+3.8
Wofford,20-12-0,62.5%,37.5%,+1.5
Tennessee,28-17-1,62.2%,37.8%,+3.4
E Tenn St,23-14-1,62.2%,37.8%,+2.9
Arizona St,18-11-1,62.1%,37.9%,+4.4
Fla Atlantic,21-13-0,61.8%,38.2%,+5.7
Texas St,16-10-0,61.5%,38.5%,+3.7
Lamar,16-10-0,61.5%,38.5%,+5.4
Gard-Webb,19-12-1,61.3%,38.7%,+4.1
Albany,14-9-0,60.9%,39.1%,+3.2
Ohio,20-13-2,60.6%,39.4%,+3.6
Georgetown,23-15-1,60.5%,39.5%,+4.7
Oakland,23-15-1,60.5%,39.5%,+3.1
UAB,29-19-1,60.4%,39.6%,+6.7
F Dickinson,9-6-0,60.0%,40.0%,+7.8
Cleveland St,19-13-0,59.4%,40.6%,+1.5
Coastal Car,13-9-0,59.1%,40.9%,+0.5
Abl Christian,10-7-0,58.8%,41.2%,+2.4
North Dakota,20-14-0,58.8%,41.2%,+3.0
TX El Paso,34-24-1,58.6%,41.4%,+2.1
La Salle,17-12-1,58.6%,41.4%,+2.4
Cal St Nrdge,17-12-2,58.6%,41.4%,+1.9
Maryland,24-17-1,58.5%,41.5%,+2.3
UC Riverside,14-10-0,58.3%,41.7%,+4.1
NC State,25-18-0,58.1%,41.9%,+1.8
Syracuse,29-21-1,58.0%,42.0%,+4.1
Toledo,22-16-0,57.9%,42.1%,+2.6
SC Upstate,11-8-0,57.9%,42.1%,+3.1
N Illinois,11-8-0,57.9%,42.1%,+7.0
Nebraska,15-11-0,57.7%,42.3%,+2.5
Kansas City,15-11-0,57.7%,42.3%,+1.4
UTSA,15-11-0,57.7%,42.3%,+6.9
LSU,20-15-0,57.1%,42.9%,+0.3
Boise St,16-12-0,57.1%,42.9%,+3.1
Lehigh,8-6-0,57.1%,42.9%,+4.2
Southern,8-6-0,57.1%,42.9%,-0.1
New Orleans,16-12-1,57.1%,42.9%,+2.4
Central Mich,12-9-0,57.1%,42.9%,+3.9
Vanderbilt,21-16-2,56.8%,43.2%,+1.3
Oregon,30-23-0,56.6%,43.4%,+2.8
Morehead St,13-10-0,56.5%,43.5%,+3.0
Michigan,26-20-4,56.5%,43.5%,-0.3
Siena,18-14-1,56.3%,43.8%,+0.7
SE Louisiana,9-7-0,56.3%,43.8%,+5.3
Kansas St,18-14-0,56.3%,43.8%,+0.9
McNeese St,9-7-0,56.3%,43.8%,+4.9
Portland St,14-11-1,56.0%,44.0%,+4.1
Minnesota,19-15-0,55.9%,44.1%,+1.8
Colorado,24-19-0,55.8%,44.2%,+2.0
Arkansas,20-16-0,55.6%,44.4%,+1.4
Florida,25-20-0,55.6%,44.4%,+1.9
Gonzaga,30-24-0,55.6%,44.4%,+1.7
Idaho St,10-8-1,55.6%,44.4%,+2.1
Incar Word,5-4-0,55.6%,44.4%,+0.6
Brown,68-55-1,55.3%,44.7%,+3.4
Louisiana,21-17-1,55.3%,44.7%,-1.0
UNLV,21-17-0,55.3%,44.7%,+0.2
Rutgers,11-9-0,55.0%,45.0%,-1.0
S Dakota St,22-18-0,55.0%,45.0%,+3.5
E Michigan,11-9-0,55.0%,45.0%,-2.2
Purdue,23-19-1,54.8%,45.2%,+1.0
N Alabama,6-5-0,54.6%,45.5%,+4.1
Buffalo,18-15-0,54.6%,45.5%,+0.3
SE Missouri,14-12-0,53.9%,46.2%,-0.6
Jackson St,7-6-0,53.9%,46.2%,+0.2
Missouri,21-18-1,53.9%,46.2%,-0.8
Niagara,22-19-0,53.7%,46.3%,+3.2
Air Force,15-13-0,53.6%,46.4%,+1.3
Chicago St,8-7-0,53.3%,46.7%,-0.3
Weber St,24-21-0,53.3%,46.7%,+2.5
Charl South,8-7-0,53.3%,46.7%,-0.1
N Mex State,25-22-1,53.2%,46.8%,+1.2
Villanova,26-23-2,53.1%,46.9%,+1.5
Sacred Hrt,9-8-0,52.9%,47.1%,+3.4
James Mad,18-16-0,52.9%,47.1%,-0.3
Chattanooga,19-17-1,52.8%,47.2%,+1.9
California,19-17-2,52.8%,47.2%,+3.0
Santa Clara,20-18-0,52.6%,47.4%,+0.4
Geo Wshgtn,20-18-0,52.6%,47.4%,-2.0
VA Tech,20-18-0,52.6%,47.4%,+0.4
Nevada,21-19-0,52.5%,47.5%,+0.8
Denver,21-19-0,52.5%,47.5%,-2.6
Miami,21-19-0,52.5%,47.5%,-0.9
DePaul,11-10-0,52.4%,47.6%,+2.4
Alabama St,11-10-0,52.4%,47.6%,+0.8
NC A&T,11-10-0,52.4%,47.6%,+2.9
Wright St,22-20-1,52.4%,47.6%,-1.2
E Carolina,13-12-0,52.0%,48.0%,+1.9
Vermont,13-12-1,52.0%,48.0%,+0.6
N Kentucky,13-12-0,52.0%,48.0%,-0.9
South Dakota,13-12-0,52.0%,48.0%,+3.4
Furman,14-13-0,51.9%,48.2%,0.0
Fresno St,14-13-0,51.9%,48.2%,+5.1
Utah St,30-28-0,51.7%,48.3%,-0.8
Northwestern,15-14-0,51.7%,48.3%,+1.3
S Florida,15-14-0,51.7%,48.3%,+2.5
Hampton,15-14-1,51.7%,48.3%,-0.7
Hawaii,31-29-1,51.7%,48.3%,+2.5
Belmont,16-15-0,51.6%,48.4%,-2.2
Rider,16-15-1,51.6%,48.4%,0.0
San Diego,17-16-0,51.5%,48.5%,+3.3
Delaware,18-17-0,51.4%,48.6%,+2.0
Montana,19-18-0,51.4%,48.7%,+0.2
Portland,19-18-0,51.4%,48.7%,+0.6
Columbia,60-57-3,51.3%,48.7%,+1.9
Yale,62-59-0,51.2%,48.8%,+0.4
Oral Roberts,21-20-1,51.2%,48.8%,+2.2
St Johns,22-21-0,51.2%,48.8%,+0.9
Ohio St,22-21-2,51.2%,48.8%,+2.7
Iowa,22-21-1,51.2%,48.8%,+2.1
Connecticut,30-29-0,50.9%,49.2%,-0.5
Kansas,32-31-0,50.8%,49.2%,-1.0
