Team,Over Record,Over %,Under %,Total +/-
New Orleans,2-0-0,100.0%,0.0%,+1.5
Charlotte,2-0-0,100.0%,0.0%,+27.8
Cleveland,2-0-0,100.0%,0.0%,+8.8
Atlanta,3-0-0,100.0%,0.0%,+4.7
Washington,3-1-0,75.0%,25.0%,+5.6
Sacramento,4-2-0,66.7%,33.3%,+0.6
Brooklyn,2-1-0,66.7%,33.3%,+29.5
Chicago,2-1-0,66.7%,33.3%,+14.5
Minnesota,2-1-0,66.7%,33.3%,+11.5
Boston,3-2-0,60.0%,40.0%,+3.5
Utah,3-2-0,60.0%,40.0%,-4.3
Golden State,2-2-0,50.0%,50.0%,+1.6
LA Lakers,2-2-0,50.0%,50.0%,+0.5
Indiana,1-1-0,50.0%,50.0%,-8.0
Orlando,1-1-0,50.0%,50.0%,+2.5
Miami,1-1-0,50.0%,50.0%,+1.5
Portland,1-1-1,50.0%,50.0%,-0.5
Phoenix,1-1-0,50.0%,50.0%,-2.3
Toronto,1-2-0,33.3%,66.7%,-12.2
Philadelphia,1-2-0,33.3%,66.7%,-9.5
San Antonio,1-3-0,25.0%,75.0%,-6.5
Okla City,1-3-0,25.0%,75.0%,-15.4
LA Clippers,1-4-0,20.0%,80.0%,+1.2
New York,0-4-0,0.0%,100.0%,-10.4
Houston,0-1-0,0.0%,100.0%,-16.0
Memphis,0-2-0,0.0%,100.0%,-7.3
Milwaukee,0-3-0,0.0%,100.0%,-12.3
Dallas,0-3-0,0.0%,100.0%,-22.3
Denver,0-1-0,0.0%,100.0%,-22.5
