Team,all_games_Over Record,all_games_Over %,all_games_Under %,all_games_Total +/-,equal_rest_Over Record,equal_rest_Over %,equal_rest_Under %,equal_rest_Total +/-,four_plus_days_off_Over Record,four_plus_days_off_Over %,four_plus_days_off_Under %,four_plus_days_off_Total +/-,is_after_loss_Over Record,is_after_loss_Over %,is_after_loss_Under %,is_after_loss_Total +/-,is_after_win_Over Record,is_after_win_Over %,is_after_win_Under %,is_after_win_Total +/-,is_away_Over Record,is_away_Over %,is_away_Under %,is_away_Total +/-,is_dog_Over Record,is_dog_Over %,is_dog_Under %,is_dog_Total +/-,is_fav_Over Record,is_fav_Over %,is_fav_Under %,is_fav_Total +/-,is_home_Over Record,is_home_Over %,is_home_Under %,is_home_Total +/-,no_rest_Over Record,no_rest_Over %,no_rest_Under %,no_rest_Total +/-,one_day_off_Over Record,one_day_off_Over %,one_day_off_Under %,one_day_off_Total +/-,rest_advantage_Over Record,rest_advantage_Over %,rest_advantage_Under %,rest_advantage_Total +/-,rest_disadvantage_Over Record,rest_disadvantage_Over %,rest_disadvantage_Under %,rest_disadvantage_Total +/-,two_three_days_off_Over Record,two_three_days_off_Over %,two_three_days_off_Under %,two_three_days_off_Total +/-
Idaho,1-0-0,100.0%,0.0%,+10.5,,,,,0-0-0,0.0%,0.0%,--,,,,,1-0-0,100.0%,0.0%,+10.5,,,,,1-0-0,100.0%,0.0%,10.5,,,,,1-0-0,100.0%,0.0%,+10.5,,,,,,,,,1-0-0,100.0%,0.0%,+10.5,,,,,1-0-0,100.0%,0.0%,+10.5
Portland St,1-0-0,100.0%,0.0%,+38.5,1-0-0,100.0%,0.0%,38.5,1-0-0,100.0%,0.0%,+38.5,0-0-0,0.0%,0.0%,--,,,,,1-0-0,100.0%,0.0%,38.5,1-0-0,100.0%,0.0%,38.5,,,,,0-0-0,0.0%,0.0%,--,,,,,,,,,0-0-0,0.0%,0.0%,--,,,,,0-0-0,0.0%,0.0%,--
Lindenwood,1-0-0,100.0%,0.0%,+13.5,1-0-0,100.0%,0.0%,13.5,1-0-0,100.0%,0.0%,+13.5,0-0-0,0.0%,0.0%,--,,,,,1-0-0,100.0%,0.0%,13.5,1-0-0,100.0%,0.0%,13.5,,,,,0-0-0,0.0%,0.0%,--,,,,,,,,,0-0-0,0.0%,0.0%,--,,,,,0-0-0,0.0%,0.0%,--
Texas Tech,2-0-0,100.0%,0.0%,+5.0,1-0-0,100.0%,0.0%,7.5,1-0-0,100.0%,0.0%,+7.5,,,,,1-0-0,100.0%,0.0%,+2.5,,,,,,,,,2-0-0,100.0%,0.0%,5.0,2-0-0,100.0%,0.0%,+5.0,,,,,,,,,,,,,1-0-0,100.0%,0.0%,2.5,1-0-0,100.0%,0.0%,+2.5
Charlotte,2-0-0,100.0%,0.0%,+31.3,1-0-0,100.0%,0.0%,31.5,2-0-0,100.0%,0.0%,+31.3,,,,,1-0-0,100.0%,0.0%,+31.0,1-0-0,100.0%,0.0%,31.0,1-0-0,100.0%,0.0%,31.0,1-0-0,100.0%,0.0%,31.5,1-0-0,100.0%,0.0%,+31.5,,,,,,,,,1-0-0,100.0%,0.0%,+31.0,,,,,,,,
Wash State,2-0-0,100.0%,0.0%,+24.3,2-0-0,100.0%,0.0%,24.3,1-0-0,100.0%,0.0%,+38.5,,,,,1-0-0,100.0%,0.0%,+10.0,,,,,,,,,2-0-0,100.0%,0.0%,24.3,2-0-0,100.0%,0.0%,+24.3,,,,,,,,,,,,,,,,,1-0-0,100.0%,0.0%,+10.0
E Kentucky,1-0-0,100.0%,0.0%,+9.5,1-0-0,100.0%,0.0%,9.5,0-0-0,0.0%,0.0%,--,,,,,1-0-0,100.0%,0.0%,+9.5,1-0-0,100.0%,0.0%,9.5,1-0-0,100.0%,0.0%,9.5,,,,,0-0-0,0.0%,0.0%,--,,,,,,,,,0-0-0,0.0%,0.0%,--,,,,,1-0-0,100.0%,0.0%,+9.5
Davidson,1-0-0,100.0%,0.0%,+29.5,1-0-0,100.0%,0.0%,29.5,0-0-0,0.0%,0.0%,--,,,,,1-0-0,100.0%,0.0%,+29.5,1-0-0,100.0%,0.0%,29.5,,,,,1-0-0,100.0%,0.0%,29.5,0-0-0,0.0%,0.0%,--,,,,,,,,,0-0-0,0.0%,0.0%,--,,,,,1-0-0,100.0%,0.0%,+29.5
IU Indy,1-0-0,100.0%,0.0%,+15.5,1-0-0,100.0%,0.0%,15.5,0-0-0,0.0%,0.0%,--,,,,,1-0-0,100.0%,0.0%,+15.5,1-0-0,100.0%,0.0%,15.5,1-0-0,100.0%,0.0%,15.5,,,,,0-0-0,0.0%,0.0%,--,,,,,,,,,0-0-0,0.0%,0.0%,--,,,,,1-0-0,100.0%,0.0%,+15.5
Mt St Marys,1-0-0,100.0%,0.0%,+0.5,1-0-0,100.0%,0.0%,0.5,0-0-0,0.0%,0.0%,--,,,,,1-0-0,100.0%,0.0%,+0.5,1-0-0,100.0%,0.0%,0.5,1-0-0,100.0%,0.0%,0.5,,,,,0-0-0,0.0%,0.0%,--,,,,,,,,,0-0-0,0.0%,0.0%,--,,,,,1-0-0,100.0%,0.0%,+0.5
