Team,ATS Record,Cover %,MOV,ATS +/-
Stonehill,2-0-0,100.0%,7.5,+15.3
St. Thomas,7-1-0,87.5%,2.8,+7.5
Incar Word,7-2-0,77.8%,5.3,+3.1
Lindenwood,3-1-0,75.0%,1.0,+8.6
Alabama St,13-5-1,72.2%,-4.7,+3.7
S Car State,13-5-1,72.2%,-4.4,+3.2
Maryland BC,7-3-1,70.0%,-0.5,+0.9
Memphis,37-16-1,69.8%,6.8,+3.1
Prairie View,9-4-0,69.2%,-6.0,+3.5
Cal St Nrdge,27-12-0,69.2%,1.7,+4.7
Manhattan,25-12-3,67.6%,-0.7,+3.1
E Tenn St,25-12-1,67.6%,1.4,+2.4
NC A&T,14-7-1,66.7%,-5.5,+2.3
N Hampshire,6-3-2,66.7%,-8.1,-2.8
Utah Tech,6-3-0,66.7%,-0.6,+1.2
Utah St,45-23-0,66.2%,7.8,+3.1
Gonzaga,48-25-1,65.8%,8.3,+1.6
Jksnville St,15-8-1,65.2%,1.9,+0.9
Boston U,15-8-1,65.2%,-1.2,-0.2
NW State,15-8-0,65.2%,-8.0,+0.5
Sacred Hrt,11-6-0,64.7%,0.6,+5.8
NC State,31-17-1,64.6%,2.3,+3.1
Iowa St,31-17-0,64.6%,5.6,+3.5
Richmond,29-16-1,64.4%,2.4,+3.3
SIU Edward,9-5-0,64.3%,-0.8,+3.1
NC-Wilmgton,32-18-2,64.0%,2.0,+3.1
Syracuse,35-21-2,62.5%,3.2,+2.0
CS Bakersfld,15-9-0,62.5%,3.5,+1.8
VA Tech,25-15-2,62.5%,-0.8,+1.4
E Carolina,18-11-0,62.1%,-1.2,+2.4
San Jose St,13-8-0,61.9%,-0.3,+2.3
San Diego St,38-24-0,61.3%,5.2,+2.7
Ohio St,30-19-0,61.2%,4.4,+3.4
WI-Grn Bay,33-21-1,61.1%,2.7,+2.8
TN State,11-7-0,61.1%,-2.4,-1.2
Drake,33-21-4,61.1%,3.8,+1.8
N Iowa,33-21-2,61.1%,1.8,+1.7
Oakland,25-16-1,61.0%,1.6,+0.2
Grd Canyon,14-9-1,60.9%,5.2,+1.9
Arkansas St,21-14-0,60.0%,-0.4,+1.9
Buffalo,21-14-1,60.0%,0.7,-0.7
Sac State,15-10-1,60.0%,-6.4,+1.2
Creighton,31-21-0,59.6%,3.3,+0.5
E Washingtn,22-15-0,59.5%,0.9,+0.9
Longwood,16-11-0,59.3%,-2.0,+2.8
Radford,13-9-0,59.1%,2.1,+1.0
UL Monroe,13-9-1,59.1%,-7.4,-1.5
UTSA,17-12-0,58.6%,3.1,+2.7
Duke,41-29-1,58.6%,10.8,+0.5
Liberty,21-15-0,58.3%,2.5,+0.9
Colgate,7-5-1,58.3%,0.8,-0.2
Connecticut,36-26-1,58.1%,3.8,+1.8
Kentucky,29-21-1,58.0%,6.9,+1.0
Penn St,22-16-3,57.9%,-2.1,+0.8
Montana St,22-16-1,57.9%,4.1,+2.1
Florida A&M,11-8-0,57.9%,-8.8,+2.7
Hawaii,44-32-0,57.9%,2.7,+2.9
Jacksonville,11-8-1,57.9%,-1.2,+2.3
W Kentucky,37-27-0,57.8%,2.7,+1.8
Kent St,34-25-1,57.6%,3.6,+1.0
Kansas,38-28-1,57.6%,7.1,+1.4
Pittsburgh,23-17-2,57.5%,1.7,+1.7
Texas St,16-12-2,57.1%,0.2,+3.7
Valparaiso,20-15-0,57.1%,4.6,+2.3
Mass Lowell,8-6-1,57.1%,0.5,+3.2
Wright St,29-22-0,56.9%,5.3,+2.7
Alabama,29-22-1,56.9%,0.7,+0.8
UNLV,21-16-2,56.8%,4.8,+0.9
Oregon St,17-13-1,56.7%,-0.7,-0.5
Albany,13-10-1,56.5%,0.8,+1.8
Stony Brook,13-10-0,56.5%,-1.4,+3.7
Hampton,18-14-0,56.3%,-0.2,+2.1
Navy,9-7-1,56.3%,3.9,+1.3
SE Louisiana,9-7-0,56.3%,-0.7,-0.8
Texas A&M,23-18-0,56.1%,0.3,+1.1
Vanderbilt,23-18-2,56.1%,0.0,-0.2
Wisconsin,28-22-1,56.0%,4.8,+1.4
New Mexico,28-22-2,56.0%,7.7,+1.5
N Dakota St,28-22-1,56.0%,3.8,+2.0
Cleveland St,20-16-0,55.6%,0.2,+1.8
Lg Beach St,26-21-2,55.3%,-1.8,+0.1
Kennesaw St,11-9-0,55.0%,-3.1,-0.7
Notre Dame,22-18-0,55.0%,0.7,+0.6
Old Dominion,28-23-3,54.9%,0.6,0.0
Mt St Marys,6-5-0,54.6%,-3.0,+2.0
Gard-Webb,18-15-0,54.6%,2.2,+3.7
Howard,12-10-0,54.6%,-7.3,-1.3
Temple,24-20-1,54.6%,0.2,+0.4
Niagara,25-21-1,54.4%,-0.4,-0.5
Davidson,25-21-3,54.4%,3.3,-1.6
Belmont,19-16-0,54.3%,3.9,+1.3
VCU,32-27-3,54.2%,2.7,+2.2
San Francisco,32-27-1,54.2%,2.1,+1.3
TX A&M-CC,13-11-0,54.2%,1.6,+1.3
Coppin St,13-11-1,54.2%,-8.2,+0.2
Samford,13-11-1,54.2%,-1.7,+0.4
NC-Grnsboro,20-17-4,54.1%,-1.7,-0.6
Houston,27-23-0,54.0%,1.3,+0.3
Wagner,7-6-0,53.9%,-2.8,-3.7
Morehead St,14-12-0,53.9%,-0.3,+0.4
Campbell,14-12-0,53.9%,1.0,+1.0
Michigan,29-25-0,53.7%,2.9,+2.6
Cornell,83-72-4,53.6%,-1.7,+0.4
App State,23-20-1,53.5%,0.3,+1.3
Iona,31-27-2,53.5%,3.9,+1.9
Yale,87-76-2,53.4%,1.7,+0.6
Washington,24-21-1,53.3%,2.9,+1.0
Boise St,16-14-1,53.3%,0.9,+1.2
St Peters,16-14-2,53.3%,-0.8,0.0
LA Tech,26-23-0,53.1%,0.4,-1.5
W Illinois,9-8-0,52.9%,-4.2,-0.1
Portland St,18-16-0,52.9%,-2.5,-1.3
Lipscomb,10-9-0,52.6%,-4.6,-0.7
Ste F Austin,10-9-1,52.6%,4.7,+0.5
Baylor,21-19-0,52.5%,1.8,+0.5
Air Force,21-19-1,52.5%,-2.1,+0.1
Butler,22-20-0,52.4%,2.4,+0.3
Loyola-Chi,23-21-2,52.3%,4.5,+0.6
NC Central,12-11-0,52.2%,-0.7,-1.3
Louisville,25-23-1,52.1%,8.0,+0.4
Geo Wshgtn,25-23-2,52.1%,-1.2,-0.6
Presbyterian,13-12-1,52.0%,-6.2,+0.4
Wash State,13-12-0,52.0%,5.6,+4.9
Brown,82-76-3,51.9%,-2.5,+0.1
N Colorado,14-13-0,51.9%,-2.1,-0.9
Kansas City,14-13-0,51.9%,-1.8,+0.7
N Mex State,29-27-0,51.8%,3.5,+0.7
Idaho St,16-15-3,51.6%,-1.4,+0.1
Bowling Grn,17-16-0,51.5%,-3.5,-1.0
St Bonavent,17-16-1,51.5%,-0.2,+1.3
Arizona St,19-18-1,51.4%,5.2,+3.0
Towson,21-20-0,51.2%,-2.8,0.0
Georgia St,21-20-0,51.2%,1.2,+0.1
Nevada,23-22-0,51.1%,2.4,+0.6
St Josephs,25-24-3,51.0%,-2.0,-0.3
Columbia,80-77-0,51.0%,-2.8,-0.3
Iowa,27-26-1,50.9%,2.4,+0.4
S Illinois,27-26-0,50.9%,-0.5,-0.2
Cincinnati,27-26-1,50.9%,3.3,0.0
Charlotte,27-26-0,50.9%,-3.2,-2.3
Villanova,27-26-2,50.9%,2.1,-0.2
Texas,29-28-2,50.9%,1.6,+0.5
Pepperdine,36-35-3,50.7%,2.3,+0.7
Central Ark,5-5-1,50.0%,-4.3,-0.4
Georgetown,20-20-1,50.0%,2.4,+2.7
Oregon,28-28-4,50.0%,4.5,+2.2
Detroit,20-20-0,50.0%,4.0,-0.9
Clemson,19-19-2,50.0%,3.0,+0.7
Beth-Cook,8-8-0,50.0%,-7.8,-2.5
Duquesne,14-14-0,50.0%,-2.0,-0.5
LIU,5-5-0,50.0%,-4.4,-3.6
Providence,17-17-1,50.0%,-2.3,-0.8
UCLA,24-24-3,50.0%,1.7,-1.4
Bryant,6-6-0,50.0%,-1.8,-1.7
Oklahoma,26-26-1,50.0%,4.2,+0.4
Ohio,20-20-1,50.0%,-0.3,+0.8
