Team,all_games_ATS Record,all_games_Cover %,all_games_MOV,all_games_ATS +/-,equal_rest_ATS Record,equal_rest_Cover %,equal_rest_MOV,equal_rest_ATS +/-,four_plus_days_off_ATS Record,four_plus_days_off_Cover %,four_plus_days_off_MOV,four_plus_days_off_ATS +/-,is_after_loss_ATS Record,is_after_loss_Cover %,is_after_loss_MOV,is_after_loss_ATS +/-,is_after_win_ATS Record,is_after_win_Cover %,is_after_win_MOV,is_after_win_ATS +/-,is_away_ATS Record,is_away_Cover %,is_away_MOV,is_away_ATS +/-,is_dog_ATS Record,is_dog_Cover %,is_dog_MOV,is_dog_ATS +/-,is_fav_ATS Record,is_fav_Cover %,is_fav_MOV,is_fav_ATS +/-,is_home_ATS Record,is_home_Cover %,is_home_MOV,is_home_ATS +/-,no_rest_ATS Record,no_rest_Cover %,no_rest_MOV,no_rest_ATS +/-,one_day_off_ATS Record,one_day_off_Cover %,one_day_off_MOV,one_day_off_ATS +/-,rest_advantage_ATS Record,rest_advantage_Cover %,rest_advantage_MOV,rest_advantage_ATS +/-,rest_disadvantage_ATS Record,rest_disadvantage_Cover %,rest_disadvantage_MOV,rest_disadvantage_ATS +/-,two_three_days_off_ATS Record,two_three_days_off_Cover %,two_three_days_off_MOV,two_three_days_off_ATS +/-
SE Louisiana,3-0-0,100.0%,2.5,5.7,,,,,2-0-0,100.0%,10.3,+6.3,2-0-0,100.0%,-9.0,+2.8,1-0-0,100.0%,-10.0,+11.5,3-0-0,100.0%,-9.3,5.7,2-0-0,100.0%,-15.5,8.0,1-0-0,100.0%,3.0,1.0,0-0-0,0.0%,38.0,--,,,,,1-0-0,100.0%,-21.0,+4.5,2-0-0,100.0%,10.3,+6.3,1-0-0,100.0%,-21.0,4.5,,,,
LIU,2-0-1,100.0%,6.5,7.8,0-0-1,0.0%,-30.0,0.0,0-0-1,0.0%,15.0,0.0,0-0-0,0.0%,60.0,--,2-0-0,100.0%,-2.0,+11.8,2-0-1,100.0%,-11.3,7.8,2-0-1,100.0%,-11.3,7.8,,,,,0-0-0,0.0%,60.0,--,,,,,1-0-0,100.0%,9.0,+20.5,1-0-0,100.0%,23.5,+3.0,1-0-0,100.0%,9.0,20.5,1-0-0,100.0%,-13.0,+3.0
Missouri St,3-0-0,100.0%,9.3,9.2,1-0-0,100.0%,-7.0,10.0,2-0-0,100.0%,9.0,+9.3,0-0-0,0.0%,29.0,--,2-0-0,100.0%,7.5,+8.8,1-0-0,100.0%,-7.0,10.0,2-0-0,100.0%,-1.0,9.3,1-0-0,100.0%,10.0,9.0,2-0-0,100.0%,14.7,+8.8,,,,,,,,,1-0-0,100.0%,17.0,+8.5,1-0-0,100.0%,10.0,9.0,1-0-0,100.0%,10.0,+9.0
St Peters,4-0-0,100.0%,-3.3,6.4,2-0-0,100.0%,-5.5,6.5,2-0-0,100.0%,2.0,+7.8,3-0-0,100.0%,-3.0,+5.3,,,,,4-0-0,100.0%,-3.3,6.4,3-0-0,100.0%,-7.0,6.5,1-0-0,100.0%,8.0,6.0,,,,,,,,,,,,,1-0-0,100.0%,8.0,+6.0,1-0-0,100.0%,-10.0,6.5,2-0-0,100.0%,-8.5,+5.0
Northeastrn,4-0-0,100.0%,11.3,12.5,2-0-0,100.0%,15.0,15.3,2-0-0,100.0%,2.5,+7.5,1-0-0,100.0%,22.0,+20.0,2-0-0,100.0%,7.5,+9.8,1-0-0,100.0%,8.0,10.5,2-0-0,100.0%,2.5,7.5,2-0-0,100.0%,20.0,17.5,2-0-0,100.0%,9.5,+12.3,,,,,,,,,1-0-0,100.0%,-3.0,+4.5,1-0-0,100.0%,18.0,15.0,2-0-0,100.0%,20.0,+17.5
Alabama St,1-0-1,100.0%,8.0,3.0,0-0-1,0.0%,-14.0,0.0,1-0-1,100.0%,8.0,+3.0,1-0-0,100.0%,19.0,+6.0,,,,,1-0-1,100.0%,-13.5,3.0,1-0-1,100.0%,-13.5,3.0,,,,,0-0-0,0.0%,51.0,--,,,,,,,,,1-0-0,100.0%,19.0,+6.0,,,,,,,,
Drexel,4-0-0,100.0%,12.8,8.0,1-0-0,100.0%,-3.0,1.5,1-0-0,100.0%,34.5,+20.5,2-0-0,100.0%,1.5,+4.3,2-0-0,100.0%,4.5,+11.8,2-0-0,100.0%,-1.0,5.0,4-0-0,100.0%,3.0,8.0,,,,,2-0-0,100.0%,22.0,+11.0,,,,,,,,,1-0-0,100.0%,34.5,+20.5,2-0-0,100.0%,-1.0,5.0,3-0-0,100.0%,-1.7,+3.8
Oregon St,3-0-0,100.0%,26.5,14.2,2-0-0,100.0%,25.5,18.3,1-0-0,100.0%,23.0,+13.5,,,,,2-0-0,100.0%,27.7,+14.5,,,,,,,,,3-0-0,100.0%,23.3,14.2,3-0-0,100.0%,26.5,+14.2,,,,,,,,,1-0-0,100.0%,27.5,+6.0,,,,,2-0-0,100.0%,27.7,+14.5
Kennesaw St,2-0-0,100.0%,24.5,10.0,1-0-0,100.0%,18.0,13.5,0-0-0,0.0%,49.0,--,0-0-0,0.0%,35.0,--,2-0-0,100.0%,7.0,+10.0,1-0-0,100.0%,-4.0,6.5,1-0-0,100.0%,-4.0,6.5,1-0-0,100.0%,18.0,13.5,1-0-0,100.0%,34.0,+13.5,,,,,,,,,0-0-0,0.0%,42.0,--,1-0-0,100.0%,-4.0,6.5,2-0-0,100.0%,16.3,+10.0
Hsn Christian,2-0-0,100.0%,-4.8,1.5,1-0-0,100.0%,-31.0,2.5,1-0-0,100.0%,-4.0,+0.5,1-0-0,100.0%,-7.5,+0.5,1-0-0,100.0%,-31.0,+2.5,2-0-0,100.0%,-33.0,1.5,2-0-0,100.0%,-33.0,1.5,,,,,0-0-0,0.0%,23.5,--,,,,,,,,,1-0-0,100.0%,4.0,+0.5,,,,,1-0-0,100.0%,-5.5,+2.5
