Away Team Rank_current_season,Home Team Rank_current_season,Away Team Spread_current_season,Away Team Implied Odds_current_season,Home Team Spread_current_season,Home Team Implied Odds_current_season,Away Team all_games_Sample Size_current_season,Away Team all_games_Cover %_current_season,Away Team all_games_MOV_current_season,Away Team all_games_ATS +/-_current_season,Away Team is_away_Sample Size_current_season,Away Team is_away_Cover %_current_season,Away Team is_away_MOV_current_season,Away Team is_away_ATS +/-_current_season,Home Team all_games_Sample Size_current_season,Home Team all_games_Cover %_current_season,Home Team all_games_MOV_current_season,Home Team all_games_ATS +/-_current_season,Home Team is_home_Sample Size_current_season,Home Team is_home_Cover %_current_season,Home Team is_home_MOV_current_season,Home Team is_home_ATS +/-_current_season,Away Team Spread_all_time,Home Team Spread_all_time,Away Team all_games_Sample Size_all_time,Away Team all_games_Cover %_all_time,Away Team all_games_MOV_all_time,Away Team all_games_ATS +/-_all_time,Away Team is_away_Sample Size_all_time,Away Team is_away_Cover %_all_time,Away Team is_away_MOV_all_time,Away Team is_away_ATS +/-_all_time,Home Team all_games_Sample Size_all_time,Home Team all_games_Cover %_all_time,Home Team all_games_MOV_all_time,Home Team all_games_ATS +/-_all_time,Home Team is_home_Sample Size_all_time,Home Team is_home_Cover %_all_time,Home Team is_home_MOV_all_time,Home Team is_home_ATS +/-_all_time,Away Team Spread_last_10_seasons,Home Team Spread_last_10_seasons,Away Team all_games_Sample Size_last_10_seasons,Away Team all_games_Cover %_last_10_seasons,Away Team all_games_MOV_last_10_seasons,Away Team all_games_ATS +/-_last_10_seasons,Away Team is_away_Sample Size_last_10_seasons,Away Team is_away_Cover %_last_10_seasons,Away Team is_away_MOV_last_10_seasons,Away Team is_away_ATS +/-_last_10_seasons,Home Team all_games_Sample Size_last_10_seasons,Home Team all_games_Cover %_last_10_seasons,Home Team all_games_MOV_last_10_seasons,Home Team all_games_ATS +/-_last_10_seasons,Home Team is_home_Sample Size_last_10_seasons,Home Team is_home_Cover %_last_10_seasons,Home Team is_home_MOV_last_10_seasons,Home Team is_home_ATS +/-_last_10_seasons,Away Team_current_season_map,Home Team_current_season_map,Home Cover
224,85,14.0,0.5238,-14.0,0.5238,0,0.0,23.0,-2.0,0,0.0,0.0,0.0,3,0.333,21.5,-3.2,0,0.0,27.0,-8.3,14.0,-14.0,0,0.483,-1.9,-0.4,0,0.519,-8.9,0.3,761,0.5,1.3,0.0,0,0.497,6.9,0.0,14.0,-14.0,0,0.5,0.5,-0.2,0,0.534,-6.9,0.3,322,0.516,5.7,0.4,0,0.486,11.6,0.3,259.0,154.0,False
244,43,21.0,0.5192,-21.0,0.5283,0,0.75,-3.0,2.6,0,0.75,-3.0,2.6,4,0.25,16.5,-3.9,0,0.0,18.7,-6.7,21.0,-21.0,0,0.486,0.4,-0.1,0,0.529,-3.0,1.0,834,0.488,4.4,0.1,0,0.524,11.3,0.7,21.0,-21.0,0,0.486,0.3,0.0,0,0.503,-3.0,0.3,330,0.505,6.2,0.7,0,0.578,13.2,1.4,247.0,125.0,True
249,79,14.5,0.5283,-14.5,0.5192,0,0.75,-1.4,-1.0,0,0.667,-17.7,-1.7,4,0.25,6.8,-4.0,0,0.25,6.8,-4.0,14.5,-14.5,0,0.483,-0.5,-0.4,0,0.488,-6.3,-0.5,810,0.482,2.0,-0.4,0,0.524,8.3,0.2,14.5,-14.5,0,0.502,-1.2,0.0,0,0.503,-7.3,-0.2,317,0.486,0.7,-0.2,0,0.536,6.8,0.5,52.0,175.0,False
280,30,27.0,0.5283,-27.0,0.5192,0,0.0,0.5,-8.0,0,0.0,-17.0,-4.8,3,0.667,9.3,5.3,0,1.0,34.0,+15.0,27.0,-27.0,0,0.495,-1.8,-0.9,0,0.491,-8.7,-1.7,860,0.513,7.3,0.6,0,0.53,13.8,0.9,27.0,-27.0,0,0.473,-2.2,-1.0,0,0.458,-9.9,-2.4,335,0.482,5.8,0.2,0,0.517,12.5,0.8,84.0,223.0,True
276,55,19.0,0.5238,-19.0,0.5238,0,0.5,3.7,1.3,0,0.0,-26.0,-9.0,3,0.667,19.7,2.0,0,0.5,19.0,-6.0,19.0,-19.0,0,0.476,-1.7,-0.2,0,0.449,-9.2,-0.4,801,0.494,5.1,0.1,0,0.472,10.8,-0.6,19.0,-19.0,0,0.479,-1.2,0.0,0,0.446,-8.3,-0.3,321,0.494,3.9,-0.3,0,0.467,9.4,-1.2,215.0,219.0,False
260,153,12.0,0.5238,-12.0,0.5238,0,0.5,-11.8,4.4,0,0.333,-20.0,2.8,3,0.667,18.8,4.5,0,1.0,27.7,+8.3,12.0,-12.0,0,0.479,-3.6,-0.5,0,0.392,-10.0,-2.0,690,0.467,-1.7,-0.8,0,0.448,3.9,-1.1,12.0,-12.0,0,0.471,-2.2,-0.6,0,0.383,-9.9,-2.1,284,0.464,-2.1,-0.5,0,0.432,2.4,-1.1,23.0,305.0,True
312,69,25.5,0.5192,-25.5,0.5283,0,0.0,28.3,-1.5,0,0.0,-10.0,-1.5,4,0.5,13.5,-1.5,0,0.333,15.3,-4.0,25.5,-25.5,0,0.479,-4.5,-0.6,0,0.427,-11.4,-2.3,792,0.502,0.2,0.1,0,0.483,5.6,0.0,25.5,-25.5,0,0.508,-7.6,-0.3,0,0.434,-14.1,-2.3,324,0.498,-0.5,-0.6,0,0.459,4.6,-0.8,3.0,102.0,True
157,273,-1.0,0.5122,1.0,0.5349,0,1.0,14.5,8.3,0,1.0,-8.0,3.0,3,0.667,1.3,-6.2,0,0.0,49.0,--,-1.0,1.0,0,0.498,1.0,-0.1,0,0.51,-2.9,0.1,702,0.488,-0.7,-0.5,0,0.46,2.8,-1.4,-1.0,1.0,0,0.488,-0.6,0.1,0,0.466,-5.5,-0.5,304,0.49,-1.5,-0.5,0,0.455,2.1,-1.0,74.0,86.0,False
347,36,30.5,0.5238,-30.5,0.5238,0,0.2,-17.8,-7.5,0,0.333,-20.7,-7.8,4,0.5,22.8,1.8,0,0.5,22.8,+1.8,30.5,-30.5,0,0.504,-2.0,-0.5,0,0.544,-5.4,0.2,815,0.51,7.1,0.0,0,0.52,13.5,0.0,30.5,-30.5,0,0.497,-0.9,-0.3,0,0.539,-3.9,0.5,327,0.492,5.5,0.0,0,0.468,10.7,-0.6,41.0,162.0,True
360,27,35.5,0.5238,-35.5,0.5238,0,0.667,-35.3,-5.2,0,0.667,-35.3,-5.2,4,0.5,18.3,1.6,0,0.0,22.5,-2.5,35.5,-35.5,0,0.547,-6.9,1.0,0,0.542,-13.0,0.5,841,0.507,9.4,0.5,0,0.489,15.9,0.7,35.5,-35.5,0,0.545,-8.6,0.8,0,0.548,-13.8,0.7,336,0.471,5.6,-0.1,0,0.442,10.5,-0.4,90.0,89.0,False
341,88,21.5,0.5192,-21.5,0.5283,0,0.0,3.5,-6.8,0,0.0,-22.0,-6.8,4,0.25,13.5,-7.0,0,0.25,13.5,-7.0,21.5,-21.5,0,0.455,-4.9,-1.4,0,0.42,-11.5,-2.2,806,0.494,2.6,0.4,0,0.474,7.8,0.2,21.5,-21.5,0,0.461,-8.7,-1.5,0,0.402,-16.1,-2.7,331,0.528,3.6,0.8,0,0.503,8.4,0.3,69.0,239.0,True
364,73,37.5,0.5238,-37.5,0.5238,0,0.333,-35.0,-11.7,0,0.333,-52.3,-11.7,3,0.0,8.7,-12.2,0,0.0,8.7,-12.2,37.5,-37.5,0,0.498,-8.9,-1.4,0,0.472,-15.8,-2.6,774,0.509,3.5,0.4,0,0.521,10.0,0.9,37.5,-37.5,0,0.51,-17.0,-1.2,0,0.479,-22.8,-2.3,324,0.517,1.9,0.1,0,0.474,6.8,-0.3,177.0,135.0,False
340,148,15.0,0.5238,-15.0,0.5238,0,0.667,-5.5,3.2,0,1.0,-4.0,13.0,4,0.25,-15.8,-13.0,0,0.0,0.0,0,15.0,-15.0,0,0.51,0.8,0.4,0,0.504,-4.4,0.4,294,0.53,6.1,0.9,0,0.578,11.9,1.8,15.0,-15.0,0,0.527,4.1,0.7,0,0.57,0.1,2.2,229,0.525,9.0,0.3,0,0.552,15.5,1.4,33.0,336.0,False
306,210,9.0,0.5283,-9.0,0.5192,0,0.333,-2.8,-4.0,0,0.0,-37.5,-10.3,2,0.0,3.0,-18.3,0,0.0,20.0,-21.0,9.0,-9.0,0,0.525,0.4,-0.3,0,0.4,-8.9,-2.0,660,0.508,1.8,0.0,0,0.504,9.3,-0.1,9.0,-9.0,0,0.525,0.6,-0.3,0,0.4,-8.9,-2.0,293,0.502,1.7,0.1,0,0.487,10.1,0.0,241.0,9.0,True
198,330,-6.5,0.5192,6.5,0.5283,0,0.667,11.3,2.8,0,0.0,0.0,0.0,4,0.5,-6.6,-4.3,0,1.0,24.0,+1.5,-6.5,6.5,0,0.53,-4.6,1.2,0,0.459,-12.8,0.1,225,0.498,-4.6,0.2,0,0.437,0.4,-0.9,-6.5,6.5,0,0.537,-0.9,1.1,0,0.472,-7.3,0.1,191,0.481,-4.5,-0.1,0,0.432,1.6,-1.2,150.0,24.0,True
289,265,5.5,0.5283,-5.5,0.5192,0,0.333,-7.0,-4.0,0,0.333,-23.3,-4.0,4,0.25,-6.3,-1.1,0,0.5,10.0,+6.3,5.5,-5.5,0,0.474,0.4,-0.8,0,0.432,-4.3,-0.8,299,0.505,1.1,0.0,0,0.43,5.1,-2.5,5.5,-5.5,0,0.463,1.1,-0.8,0,0.421,-4.4,-0.8,232,0.467,0.4,-0.6,0,0.404,3.6,-3.0,345.0,27.0,False
324,228,9.5,0.5283,-9.5,0.5192,0,0.0,-2.3,-5.3,0,0.0,-21.0,-5.3,4,0.5,8.8,10.3,0,0.5,29.0,+17.5,9.5,-9.5,0,0.506,-0.7,0.0,0,0.533,-4.6,0.4,761,0.487,0.4,-0.5,0,0.483,5.7,-0.8,9.5,-9.5,0,0.503,-3.0,-0.1,0,0.527,-6.6,0.2,296,0.476,0.7,-1.2,0,0.434,5.0,-2.3,211.0,28.0,False
261,307,-1.0,0.5283,1.0,0.5192,0,0.0,-5.5,-7.8,0,0.0,-24.5,-10.5,4,0.5,-8.3,-7.6,0,0.333,-8.7,-13.2,-1.0,1.0,0,0.474,-0.4,-0.3,0,0.511,-3.9,-0.3,247,0.508,-0.5,0.2,0,0.495,4.0,-1.0,-1.0,1.0,0,0.477,-0.6,-0.2,0,0.512,-4.1,-0.1,216,0.512,0.7,0.0,0,0.485,3.4,-1.3,242.0,199.0,False
346,240,9.0,0.5192,-9.0,0.5283,0,0.333,11.3,-12.8,0,0.0,-28.0,-23.0,3,0.333,-1.0,0.7,0,0.0,3.0,-4.0,9.0,-9.0,0,0.467,-4.8,-0.6,0,0.493,-9.4,0.1,656,0.496,-3.1,0.0,0,0.471,0.7,-0.5,9.0,-9.0,0,0.461,-2.0,-0.5,0,0.465,-7.4,-0.4,288,0.489,-4.1,0.1,0,0.436,-2.1,-0.8,65.0,159.0,True
238,357,-7.5,0.5238,7.5,0.5238,0,1.0,6.7,12.5,0,1.0,-4.5,12.5,4,0.25,-29.8,-8.3,0,0.0,-20.0,-14.5,-7.5,7.5,0,0.509,0.7,-0.2,0,0.538,-6.7,0.2,232,0.461,-10.9,-1.8,0,0.441,-1.1,-1.8,-7.5,7.5,0,0.496,2.2,-0.4,0,0.504,-5.8,-0.4,209,0.456,-13.0,-2.0,0,0.441,-1.9,-1.8,79.0,48.0,False
8,27,-8.0,0.5238,8.0,0.5238,0,0.25,16.0,-2.6,0,0.0,-9.0,-13.0,3,0.667,29.7,4.5,0,0.667,29.7,+4.5,-8.0,8.0,0,0.496,4.5,0.2,0,0.478,-4.1,-1.1,854,0.503,6.4,0.5,386,0.513,12.6,0.9,-8.0,8.0,0,0.505,4.8,0.9,0,0.491,-1.8,0.0,326,0.498,5.0,0.3,159,0.513,11.8,1.0,4.0,119.0,
172,70,14.5,0.5238,-14.5,0.5238,0,0.5,16.3,2.5,0,1.0,12.0,8.5,3,0.667,16.0,0.0,0,0.667,16.0,0.0,14.5,-14.5,0,0.494,5.5,0.1,0,0.483,-1.8,-0.2,823,0.509,5.4,0.5,402,0.515,10.5,0.6,14.5,-14.5,0,0.509,7.9,0.0,0,0.474,0.8,-1.2,323,0.498,7.2,0.8,159,0.513,12.5,1.2,198.0,67.0,True
186,64,15.5,0.5238,-15.5,0.5238,0,0.667,22.2,4.7,0,0.5,-1.0,-2.3,4,1.0,22.5,6.4,0,1.0,22.5,+6.4,15.5,-15.5,0,0.535,-0.2,1.0,0,0.542,-6.2,0.4,847,0.522,5.2,0.3,401,0.542,11.0,0.9,15.5,-15.5,0,0.534,4.2,1.1,0,0.51,-4.3,-0.1,321,0.494,1.5,-0.2,158,0.548,7.7,1.3,214.0,286.0,False
223,56,19.5,0.5238,-19.5,0.5238,0,0.333,-6.0,3.3,0,0.0,-21.0,-6.0,3,0.333,16.7,-1.8,0,0.333,16.7,-1.8,19.5,-19.5,0,0.525,0.7,0.2,0,0.548,-4.0,1.2,751,0.485,-0.6,-0.5,383,0.496,5.2,-0.1,19.5,-19.5,0,0.525,0.7,0.2,0,0.548,-4.0,1.2,304,0.495,-0.4,-0.3,161,0.535,6.2,0.5,169.0,249.0,False
131,185,-2.5,0.5238,2.5,0.5238,0,0.667,6.5,-4.3,0,0.5,-16.5,-7.5,4,0.5,0.2,-0.5,0,0.0,21.5,-11.5,-2.5,2.5,0,0.512,-2.5,0.1,0,0.537,-6.8,0.8,206,0.471,-3.1,-0.4,56,0.455,7.3,0.3,-2.5,2.5,0,0.513,2.9,0.4,0,0.576,-0.2,1.5,180,0.486,0.7,0.1,54,0.444,12.5,0.2,303.0,212.0,False
156,167,6.0,0.5283,-6.0,0.5192,0,0.667,14.0,7.0,0,0.5,-8.0,4.3,4,0.0,5.3,-5.1,0,0.0,5.3,-5.1,6.0,-6.0,0,0.502,0.3,0.1,0,0.553,-6.2,1.3,169,0.464,4.2,-0.4,89,0.461,12.0,-0.2,6.0,-6.0,0,0.502,2.3,0.0,0,0.564,-3.0,1.8,169,0.464,4.8,-0.4,89,0.461,12.0,-0.2,191.0,36.0,False
245,22,26.5,0.5238,-26.5,0.5238,0,0.333,14.5,-1.7,0,0.333,-10.3,-1.7,4,0.75,17.3,0.3,0,1.0,24.0,+3.5,26.5,-26.5,0,0.518,-0.9,0.3,0,0.483,-8.1,0.0,744,0.523,2.8,-0.1,347,0.516,9.1,-0.2,26.5,-26.5,0,0.513,0.3,0.5,0,0.469,-7.9,-0.3,319,0.516,4.0,-0.1,154,0.484,8.8,-1.1,278.0,296.0,
226,82,14.5,0.5283,-14.5,0.5192,0,0.5,-4.5,-0.9,0,0.5,-7.5,1.0,3,0.333,3.3,-3.3,0,0.5,17.0,+3.3,14.5,-14.5,0,0.478,3.3,0.3,0,0.481,-0.2,0.3,833,0.493,4.4,0.0,375,0.528,10.5,0.9,14.5,-14.5,0,0.481,4.0,0.1,0,0.485,0.7,-0.3,334,0.491,5.1,-0.1,159,0.528,11.5,1.2,124.0,344.0,True
280,1,34.0,0.5238,-34.0,0.5238,0,0.333,3.0,-4.2,0,0.5,-15.5,-3.0,4,0.75,29.5,12.9,0,0.667,35.0,+16.5,34.0,-34.0,0,0.511,-1.0,0.0,0,0.516,-6.9,-0.1,886,0.527,14.2,1.2,367,0.542,21.9,1.5,34.0,-34.0,0,0.51,-1.3,-0.3,0,0.497,-7.4,-0.4,353,0.526,18.1,1.6,151,0.571,25.8,2.1,145.0,104.0,True
301,44,26.0,0.5238,-26.0,0.5238,0,0.75,0.3,5.1,0,0.5,-4.0,3.5,4,0.5,18.8,-3.8,0,0.5,18.8,-3.8,26.0,-26.0,0,0.501,0.5,0.2,0,0.508,-2.7,0.5,864,0.524,7.1,0.6,407,0.529,12.9,1.2,26.0,-26.0,0,0.488,-1.7,-0.5,0,0.471,-4.8,-0.8,342,0.505,5.3,0.3,173,0.494,10.3,0.4,275.0,359.0,False
297,63,16.5,0.5238,-16.5,0.5238,0,0.75,3.0,6.6,0,0.667,-7.3,6.0,5,0.8,6.4,6.9,0,0.5,11.0,-4.3,16.5,-16.5,0,0.466,-3.4,-0.7,0,0.478,-8.9,-0.6,797,0.48,1.9,-0.4,402,0.49,7.6,-0.2,16.5,-16.5,0,0.438,-5.9,-1.6,0,0.479,-10.6,-0.8,323,0.467,1.0,-0.5,158,0.487,7.2,0.5,37.0,12.0,False
207,202,2.0,0.5192,-2.0,0.5283,0,0.5,17.0,-8.5,0,0.0,0.0,0.0,2,1.0,24.5,10.0,0,1.0,34.0,+13.5,2.0,-2.0,0,0.516,3.5,0.5,0,0.461,-7.3,-0.9,236,0.478,-5.9,-0.5,93,0.451,1.2,-0.2,2.0,-2.0,0,0.522,4.1,0.6,0,0.465,-5.8,-0.6,208,0.451,-4.2,-1.0,86,0.452,4.5,-0.3,0.0,136.0,True
100,303,-10.0,0.5192,10.0,0.5283,0,0.75,11.4,2.0,0,0.667,-7.7,-3.3,3,0.333,-7.3,-11.0,0,0.0,48.0,--,-10.0,10.0,0,0.556,2.2,1.1,0,0.576,-2.8,1.7,267,0.519,0.1,-0.1,99,0.489,5.6,-0.6,-10.0,10.0,0,0.569,7.2,1.4,0,0.566,1.2,1.3,224,0.539,2.1,0.0,91,0.488,7.8,-0.6,360.0,290.0,False
295,108,15.5,0.5349,-15.5,0.5122,0,0.75,-10.3,-0.6,0,0.667,-14.3,-2.2,2,0.5,28.0,10.0,0,0.5,28.0,+10.0,15.5,-15.5,0,0.5,-1.8,-0.8,0,0.559,-6.2,0.9,789,0.468,0.7,-0.5,354,0.436,4.7,-1.4,15.5,-15.5,0,0.508,-3.9,-0.5,0,0.568,-6.7,1.4,309,0.466,3.2,-0.4,144,0.497,7.4,-0.8,141.0,244.0,
237,210,6.0,0.5192,-6.0,0.5283,0,0.667,4.0,2.2,0,0.667,-11.7,2.2,3,0.0,1.3,-13.2,0,0.0,13.0,-16.0,6.0,-6.0,0,0.509,-3.1,-0.5,0,0.526,-8.5,-0.7,790,0.499,2.5,0.2,358,0.48,6.8,-0.3,6.0,-6.0,0,0.538,-7.6,-0.2,0,0.546,-12.9,-0.5,315,0.494,2.8,0.1,148,0.472,7.1,-0.4,157.0,246.0,False
325,119,15.5,0.5192,-15.5,0.5283,0,0.5,-29.0,-0.9,0,0.5,-29.0,-0.9,3,0.5,6.0,1.5,0,0.0,8.7,-3.0,15.5,-15.5,0,0.513,-3.0,-0.3,0,0.565,-8.5,0.6,814,0.509,3.8,0.1,347,0.499,9.3,-0.4,15.5,-15.5,0,0.515,-2.9,0.1,0,0.564,-8.4,0.7,313,0.519,3.5,-0.1,134,0.504,9.1,-0.4,129.0,342.0,True
362,90,25.5,0.5192,-25.5,0.5283,0,0.5,-23.3,0.6,0,0.6,-25.8,1.1,5,0.4,6.8,-0.3,0,0.667,18.0,+2.8,25.5,-25.5,0,0.478,-6.2,-0.9,0,0.528,-11.4,-0.5,786,0.504,2.5,0.4,357,0.507,7.1,0.3,25.5,-25.5,0,0.5,-10.7,-0.7,0,0.538,-15.2,-0.4,304,0.485,-0.1,0.0,146,0.469,4.2,-0.4,60.0,99.0,True
244,292,-3.5,0.5238,3.5,0.5238,0,0.667,-1.8,7.2,0,0.5,-16.5,6.5,3,0.333,-12.0,-9.2,0,0.0,41.0,--,-3.5,3.5,0,0.498,0.7,0.0,0,0.479,-6.3,-0.6,666,0.502,1.0,0.2,263,0.498,9.0,0.0,-3.5,3.5,0,0.498,-0.2,-0.3,0,0.479,-8.2,-1.4,301,0.534,2.8,0.4,114,0.536,11.6,0.3,18.0,184.0,True
335,252,11.5,0.5283,-11.5,0.5192,0,0.667,2.0,0.8,0,1.0,-22.0,2.0,3,0.333,1.0,-3.5,0,0.0,8.5,-16.0,11.5,-11.5,0,0.48,0.2,-0.4,0,0.49,-5.6,-0.5,751,0.47,1.0,-0.4,339,0.444,6.5,-1.0,11.5,-11.5,0,0.473,-3.9,-0.8,0,0.469,-10.0,-1.6,292,0.457,2.1,-0.1,132,0.432,7.8,-0.5,72.0,19.0,False
354,275,13.5,0.5238,-13.5,0.5238,0,0.333,-14.0,-5.7,0,0.333,-25.7,-5.7,3,0.5,-5.3,-3.2,0,0.0,7.0,0.0,13.5,-13.5,0,0.516,-5.4,0.5,0,0.492,-12.7,-0.1,785,0.477,2.3,-0.2,375,0.453,7.9,-0.4,13.5,-13.5,0,0.5,-2.2,0.2,0,0.491,-8.7,-0.2,301,0.487,2.2,0.0,138,0.478,7.4,-0.5,236.0,94.0,False
11,23,-2.5,0.5238,2.5,0.5238,0,0.75,16.8,5.4,0,0.0,-38.0,-31.5,4,0.75,22.5,4.5,0,0.75,22.5,+4.5,-2.5,2.5,0,0.522,5.4,0.6,0,0.528,-4.8,0.0,792,0.496,1.4,-0.1,400,0.478,5.8,-0.5,-2.5,2.5,0,0.556,9.3,1.0,0,0.594,0.4,0.6,322,0.492,1.7,0.0,162,0.5,7.3,0.3,20.0,281.0,False
41,51,-1.0,0.5122,1.0,0.5349,0,1.0,12.7,7.8,0,1.0,6.0,7.5,4,0.75,23.5,7.9,0,0.75,23.5,+7.9,-1.0,1.0,0,0.529,7.8,0.7,0,0.536,1.5,0.8,767,0.494,1.8,0.2,354,0.449,6.8,-0.5,-1.0,1.0,0,0.508,5.5,0.4,0,0.476,-1.0,-0.4,316,0.477,4.8,0.5,153,0.431,9.0,-0.5,167.0,267.0,False
82,6,12.0,0.5349,-12.0,0.5122,0,0.333,12.0,-0.2,0,0.0,0.0,0.0,4,0.75,27.0,7.0,0,0.667,28.7,+1.2,12.0,-12.0,0,0.505,5.3,-0.3,0,0.498,-2.6,-0.7,838,0.518,6.1,0.4,393,0.538,12.3,1.3,12.0,-12.0,0,0.534,9.0,-0.2,0,0.596,3.4,0.3,334,0.506,7.1,0.7,161,0.5,13.1,1.0,338.0,294.0,
19,98,-10.5,0.5192,10.5,0.5283,0,0.5,29.0,1.8,0,0.0,0.0,0.0,3,0.0,5.0,-10.3,0,0.0,5.0,-10.3,-10.5,10.5,0,0.489,6.7,0.1,0,0.502,-1.3,-0.4,859,0.499,6.7,0.1,431,0.469,11.6,-0.7,-10.5,10.5,0,0.482,5.2,0.1,0,0.549,-3.3,0.2,323,0.481,3.5,0.1,169,0.488,8.8,0.1,295.0,291.0,
96,33,4.0,0.5349,-4.0,0.5122,0,0.5,19.3,-3.6,0,0.0,0.0,0.0,4,1.0,20.5,10.1,0,1.0,20.5,+10.1,4.0,-4.0,0,0.511,2.7,0.2,0,0.544,-4.8,1.0,733,0.547,3.7,0.9,335,0.552,9.0,0.8,4.0,-4.0,0,0.513,0.7,0.3,0,0.587,-5.8,1.2,326,0.566,5.4,1.2,147,0.611,11.1,2.2,334.0,208.0,False
80,73,-1.0,0.5283,1.0,0.5192,0,0.0,9.7,-4.3,0,0.0,0.0,0.0,4,0.5,15.4,7.3,0,0.0,50.0,--,-1.0,1.0,0,0.5,5.4,0.4,0,0.463,-2.7,-0.3,508,0.486,-1.7,0.3,199,0.508,4.6,1.2,-1.0,1.0,0,0.476,2.1,0.1,0,0.491,-4.2,1.1,293,0.507,2.9,0.9,118,0.539,9.8,1.9,225.0,87.0,True
37,105,-6.5,0.5192,6.5,0.5283,0,0.5,19.3,0.6,0,0.0,0.0,0.0,3,1.0,26.5,14.2,0,1.0,26.5,+14.2,-6.5,6.5,0,0.515,5.1,0.5,0,0.5,-2.7,-0.3,769,0.49,-1.3,-0.3,377,0.497,3.9,-0.3,-6.5,6.5,0,0.535,6.9,0.6,0,0.485,-1.1,-1.4,314,0.51,-0.9,0.3,159,0.544,4.7,1.3,228.0,229.0,True
112,14,10.5,0.5283,-10.5,0.5192,0,0.5,6.3,-2.9,0,1.0,17.0,10.0,4,0.5,33.8,2.3,0,0.5,33.8,+2.3,10.5,-10.5,0,0.512,1.6,0.3,0,0.541,-1.6,1.1,794,0.473,2.9,-0.4,391,0.519,10.3,0.7,10.5,-10.5,0,0.517,-1.1,0.0,0,0.512,-5.4,0.3,328,0.488,7.2,0.8,169,0.533,14.4,1.6,282.0,298.0,
44,120,-10.0,0.5238,10.0,0.5238,0,0.333,31.7,0.8,0,0.0,0.0,0.0,2,0.5,23.0,1.3,0,0.5,23.0,+1.3,-10.0,10.0,0,0.525,4.2,0.4,0,0.57,-1.6,1.5,765,0.507,0.7,0.1,336,0.53,7.2,1.0,-10.0,10.0,0,0.499,3.6,-0.4,0,0.551,-1.7,1.0,313,0.511,3.3,0.7,133,0.576,10.6,2.0,170.0,73.0,True
92,162,-7.0,0.5192,7.0,0.5283,0,0.5,10.0,-2.4,0,0.0,-17.0,-15.5,3,0.667,10.8,3.8,0,1.0,30.0,+11.5,-7.0,7.0,0,0.493,0.5,0.3,0,0.429,-6.6,-1.2,352,0.491,1.0,0.2,136,0.403,7.4,-1.7,-7.0,7.0,0,0.498,1.1,0.5,0,0.405,-6.4,-1.6,284,0.493,3.6,0.4,114,0.429,9.5,-1.0,29.0,297.0,False
225,58,19.0,0.5238,-19.0,0.5238,0,1.0,8.0,11.8,0,1.0,-13.0,11.8,4,0.5,5.0,-0.5,0,0.0,7.0,-10.5,19.0,-19.0,0,0.5,-6.8,0.8,0,0.509,-13.6,1.0,788,0.528,5.0,0.1,382,0.548,11.6,1.0,19.0,-19.0,0,0.5,-2.4,0.8,0,0.523,-9.3,1.1,306,0.498,2.5,-0.4,141,0.555,9.2,1.0,105.0,209.0,False
164,166,3.0,0.5283,-3.0,0.5192,0,0.333,20.3,3.7,0,0.5,6.0,5.8,2,0.5,17.3,-2.0,0,0.5,17.3,-2.0,3.0,-3.0,0,0.521,-0.3,0.1,0,0.584,-5.5,1.1,674,0.461,-1.9,-0.8,319,0.463,3.6,-1.1,3.0,-3.0,0,0.522,2.7,0.6,0,0.563,-3.0,1.2,281,0.493,-3.0,-0.6,145,0.532,2.2,-0.4,132.0,77.0,
171,160,-1.5,0.5238,1.5,0.5238,0,0.0,-9.5,-8.6,0,0.0,-14.7,-10.3,3,0.667,16.3,3.2,0,0.5,14.0,-8.8,-1.5,1.5,0,0.513,2.7,0.1,0,0.471,-3.8,-1.0,707,0.514,2.6,0.3,303,0.557,9.1,1.0,-1.5,1.5,0,0.488,3.0,-0.3,0,0.423,-4.4,-1.8,314,0.508,1.9,0.2,130,0.581,8.7,1.6,222.0,174.0,True
249,78,11.5,0.5238,-11.5,0.5238,0,0.5,-6.0,3.6,0,0.5,-13.5,4.3,5,0.6,10.4,2.9,0,0.75,15.5,+4.8,11.5,-11.5,0,0.526,1.2,0.7,0,0.523,-5.7,0.4,788,0.479,-0.4,0.1,379,0.512,5.0,0.7,11.5,-11.5,0,0.564,4.5,1.5,0,0.582,-2.6,1.6,322,0.475,-0.6,0.3,163,0.512,5.0,1.3,82.0,347.0,True
338,22,31.0,0.5283,-31.0,0.5192,0,0.2,-23.0,-12.8,0,0.0,-39.0,-17.7,4,0.75,21.3,7.9,0,1.0,29.0,+11.8,31.0,-31.0,0,0.505,3.3,0.7,0,0.492,-7.3,0.3,842,0.514,3.9,0.5,395,0.535,9.6,0.4,31.0,-31.0,0,0.505,3.3,0.7,0,0.492,-7.6,0.3,341,0.516,5.9,0.7,161,0.522,11.1,0.1,292.0,172.0,False
309,123,16.5,0.5238,-16.5,0.5238,0,0.25,-6.8,-10.5,0,0.0,0.0,0.0,4,0.667,5.0,1.6,0,1.0,15.5,+1.8,16.5,-16.5,0,0.502,-1.1,-0.2,0,0.512,-8.4,-0.1,838,0.495,0.9,-0.5,435,0.5,6.3,-0.2,16.5,-16.5,0,0.467,-3.9,-1.4,0,0.475,-10.4,-1.5,324,0.477,-3.2,-1.2,172,0.494,2.1,-0.5,1.0,39.0,False
