Team,Over Record,Over %,Under %,Total +/-
Mercyhurst,1-0-0,100.0%,0.0%,+4.5
Queens,20-11-2,64.5%,35.5%,+2.8
Grd Canyon,46-27-0,63.0%,37.0%,+3.9
Idaho St,197-120-5,62.2%,37.9%,+3.7
NC-Asheville,62-39-2,61.4%,38.6%,+2.3
Buffalo,137-87-4,61.2%,38.8%,+4.8
TX A&M-Com,24-16-0,60.0%,40.0%,+8.2
Belmont,56-38-1,59.6%,40.4%,+4.3
Incar Word,66-45-2,59.5%,40.5%,+3.3
Harvard,109-76-1,58.9%,41.1%,+3.4
Neb Omaha,108-76-0,58.7%,41.3%,+3.2
North Dakota,106-76-1,58.2%,41.8%,+2.6
Youngs St,176-127-1,58.1%,41.9%,+4.1
E Tenn St,76-56-2,57.6%,42.4%,+1.1
Samford,145-107-2,57.5%,42.5%,+2.7
S Dakota St,68-51-1,57.1%,42.9%,+2.9
Lipscomb,60-45-2,57.1%,42.9%,+4.9
Portland St,137-104-2,56.9%,43.2%,+3.2
Central Ark,75-57-2,56.8%,43.2%,+3.3
New Orleans,110-84-2,56.7%,43.3%,+2.3
Nevada,113-88-2,56.2%,43.8%,+2.4
Kentucky,100-78-2,56.2%,43.8%,+1.0
Delaware St,87-68-1,56.1%,43.9%,+2.5
N Colorado,119-94-2,55.9%,44.1%,+3.6
UCSD,29-23-1,55.8%,44.2%,+4.7
SIU Edward,116-92-2,55.8%,44.2%,+1.5
S Utah,126-100-3,55.8%,44.3%,+2.2
Auburn,148-118-3,55.6%,44.4%,+2.3
U Mass,163-130-3,55.6%,44.4%,+2.1
UTSA,105-84-2,55.6%,44.4%,+2.3
N Carolina,116-93-1,55.5%,44.5%,+2.6
WI-Milwkee,152-122-2,55.5%,44.5%,+1.7
Northeastrn,139-112-4,55.4%,44.6%,+0.8
Bellarmine,31-25-1,55.4%,44.6%,+1.0
N Florida,62-50-4,55.4%,44.6%,+1.7
Florida Intl,167-135-2,55.3%,44.7%,+1.7
Missouri St,146-118-2,55.3%,44.7%,+1.8
SE Missouri,168-136-6,55.3%,44.7%,+2.9
Drake,139-113-6,55.2%,44.8%,+1.7
Maine,75-61-1,55.2%,44.9%,+0.7
Boise St,118-96-4,55.1%,44.9%,+3.0
Utah Valley,54-44-1,55.1%,44.9%,0.0
