Team,ATS Record,Cover %,MOV,ATS +/-
Mercyhurst,3-0-1,100.0%,6.6,+6.6
NC Central,114-82-4,58.2%,5.6,+1.0
Le Moyne,19-14-1,57.6%,0.0,+3.8
Sam Hous St,118-87-5,57.6%,6.4,+1.5
Yale,133-100-8,57.1%,7.3,+1.4
Furman,161-123-5,56.7%,7.6,+1.3
St. Thomas,51-39-2,56.7%,4.2,+1.6
Nevada,182-140-6,56.5%,5.4,+1.2
Houston,182-141-7,56.4%,12.4,+2.5
E Washingtn,171-133-3,56.3%,4.4,+1.5
Villanova,195-155-5,55.7%,10.1,+0.6
S Alabama,163-130-4,55.6%,1.0,+0.6
St Peters,168-135-2,55.5%,0.7,+1.0
N Florida,123-99-2,55.4%,0.6,+1.2
SE Louisiana,109-88-2,55.3%,-1.9,-0.2
S Dakota St,168-136-4,55.3%,7.2,+1.3
Utah Valley,126-102-2,55.3%,3.2,+1.8
Baylor,174-141-7,55.2%,9.2,+0.9
Colgate,122-100-3,55.0%,4.7,+1.2
Florida A&M,106-87-0,54.9%,-8.5,+0.9
Penn St,173-142-7,54.9%,2.3,+1.1
North Texas,157-132-5,54.3%,3.9,+0.8
TX A&M-CC,113-95-1,54.3%,2.3,+0.9
TX-Arlington,158-134-7,54.1%,3.0,+0.8
S Car State,106-90-4,54.1%,-6.2,+0.9
NW State,101-86-5,54.0%,-4.2,+0.7
Maine,101-86-4,54.0%,-7.6,-0.2
Oakland,170-145-4,54.0%,1.5,-0.1
Connecticut,177-151-5,54.0%,7.5,+0.8
Norfolk St,112-96-4,53.9%,4.1,+1.2
St Marys,170-146-7,53.8%,10.1,+1.1
GA Tech,165-142-4,53.8%,-0.2,+0.4
Boise St,165-142-6,53.8%,7.3,+1.4
Stony Brook,117-101-7,53.7%,2.0,-0.1
Longwood,110-95-3,53.7%,-0.9,+1.1
Davidson,162-140-3,53.6%,5.4,+0.5
Morehead St,157-136-9,53.6%,2.8,+0.4
Toledo,170-148-1,53.5%,6.4,+0.7
Belmont,164-143-6,53.4%,7.7,+0.4
Hofstra,159-139-5,53.4%,5.5,+0.6
Michigan St,185-162-3,53.3%,8.0,+0.4
Oregon,186-163-3,53.3%,6.9,+0.6
UC Irvine,163-143-11,53.3%,6.8,+0.8
Creighton,179-157-4,53.3%,7.0,+1.0
Stetson,107-94-7,53.2%,-2.4,+0.7
Rob Morris,117-103-2,53.2%,-1.4,-0.2
Virginia,173-153-7,53.1%,8.8,-0.2
St Bonavent,156-138-10,53.1%,4.0,+0.6
Maryland ES,88-78-4,53.0%,-6.3,-0.5
Buffalo,159-141-7,53.0%,4.0,+0.7
Miss State,169-150-6,53.0%,3.9,+0.7
Gard-Webb,116-103-2,53.0%,2.7,+0.9
Auburn,170-151-8,53.0%,5.4,+0.9
LA Tech,154-137-1,52.9%,7.3,-0.1
Providence,173-154-5,52.9%,3.7,+0.8
Lipscomb,128-114-3,52.9%,2.9,+0.2
Maryland BC,111-99-2,52.9%,0.1,+1.3
Gonzaga,182-163-9,52.8%,18.1,+1.6
N Carolina,187-168-11,52.7%,8.8,+0.7
USC,179-161-0,52.7%,4.4,+0.1
Seton Hall,169-152-5,52.7%,3.8,+0.4
UCF,160-144-3,52.6%,1.9,+0.7
Hampton,111-100-2,52.6%,-1.7,+0.5
Presbyterian,101-91-6,52.6%,-3.4,-0.1
UC Davis,146-132-6,52.5%,1.7,+0.7
Iowa St,167-151-5,52.5%,4.9,+0.8
Jksnville St,147-133-7,52.5%,2.7,+0.6
Kansas City,116-105-4,52.5%,0.4,+0.5
SC Upstate,106-96-6,52.5%,-2.5,+0.2
Merrimack,75-68-2,52.5%,0.3,+0.1
BYU,165-150-9,52.4%,8.3,+1.0
Wofford,154-140-3,52.4%,5.1,+0.9
Arkansas St,148-135-6,52.3%,-0.5,-0.1
Duke,182-166-8,52.3%,12.1,+0.3
VCU,172-157-6,52.3%,6.5,+0.5
Purdue,173-158-11,52.3%,10.0,+1.0
Vermont,117-107-6,52.2%,9.0,+0.3
S Carolina,161-148-4,52.1%,1.8,0.0
South Dakota,149-137-4,52.1%,2.0,0.0
Utah St,161-148-5,52.1%,6.9,+1.3
Clemson,161-148-6,52.1%,4.6,+0.7
W Kentucky,162-149-3,52.1%,3.6,-0.1
Indiana St,155-143-9,52.0%,1.9,+0.3
Liberty,118-109-4,52.0%,7.7,+0.1
Abl Christian,97-90-3,51.9%,4.1,+0.6
Wichita St,160-149-9,51.8%,7.8,+0.3
IPFW,150-140-4,51.7%,4.1,+0.3
Kansas St,166-155-5,51.7%,2.0,0.0
E Tenn St,152-142-6,51.7%,5.5,+0.4
Marquette,169-158-4,51.7%,4.7,+0.4
Temple,156-146-9,51.7%,0.7,0.0
St Josephs,157-147-7,51.6%,-1.1,0.0
Monmouth,159-149-7,51.6%,-0.4,0.0
Queens,32-30-3,51.6%,0.4,-0.4
San Diego St,163-153-11,51.6%,8.5,+0.6
Vanderbilt,166-156-7,51.6%,0.8,+0.3
Santa Clara,151-142-8,51.5%,0.3,+0.1
Grd Canyon,118-111-3,51.5%,6.8,+0.6
Southern,102-96-3,51.5%,0.3,+0.6
Michigan,175-165-2,51.5%,6.0,+0.7
Drake,159-150-6,51.5%,3.4,+0.8
UC Riverside,142-134-8,51.5%,-0.2,+0.3
Campbell,107-101-3,51.4%,2.0,+0.4
Towson,144-136-7,51.4%,2.9,+0.4
UCSD,54-51-2,51.4%,0.6,0.0
Texas A&M,163-154-3,51.4%,4.0,-0.1
Loyola-Chi,164-155-4,51.4%,5.7,+0.4
Utah Tech,55-52-3,51.4%,-3.0,-0.3
Bucknell,117-111-1,51.3%,1.1,+0.1
WI-Grn Bay,157-149-5,51.3%,-1.0,+0.1
IL-Chicago,157-149-6,51.3%,-1.9,0.0
UAB,159-151-8,51.3%,6.2,0.0
Utah,161-153-11,51.3%,5.6,+0.4
Jacksonville,102-97-3,51.3%,-0.1,+0.5
Miss Val St,106-101-1,51.2%,-17.0,-1.0
Kansas,179-171-5,51.1%,9.2,-0.1
VA Tech,159-152-1,51.1%,4.6,+0.4
Middle Tenn,159-152-5,51.1%,1.9,+0.2
Oregon St,158-151-6,51.1%,-0.9,+0.3
Wm & Mary,141-135-6,51.1%,0.1,-0.3
GA Southern,142-136-9,51.1%,2.9,+0.4
UCSB,143-137-7,51.1%,4.8,-0.3
UL Monroe,146-140-5,51.1%,-0.4,+0.6
Kent St,148-142-14,51.0%,4.2,+0.1
Jackson St,102-98-3,51.0%,-3.1,0.0
Lafayette,102-98-2,51.0%,-3.9,-0.5
S Florida,153-147-8,51.0%,-3.0,0.0
Valparaiso,154-148-7,51.0%,2.1,-0.2
Memphis,160-154-4,51.0%,5.5,+0.4
Butler,163-157-5,50.9%,3.5,+0.1
Navy,109-105-3,50.9%,0.7,0.0
Central Mich,140-135-11,50.9%,0.5,+0.1
Tarleton St,56-54-1,50.9%,3.1,+0.7
N Kentucky,140-135-2,50.9%,4.1,+0.5
Tennessee,169-163-4,50.9%,7.2,+0.7
Arkansas,171-165-4,50.9%,5.4,+0.1
NC-Wilmgton,144-139-9,50.9%,2.7,+0.3
S Illinois,148-143-11,50.9%,1.3,-0.1
Lg Beach St,152-147-6,50.8%,-1.5,-0.3
Akron,152-147-5,50.8%,6.0,+0.6
Northwestern,156-151-10,50.8%,2.4,+0.4
Kentucky,174-169-6,50.7%,10.7,+0.5
High Point,108-105-2,50.7%,1.6,-1.0
Fla Atlantic,147-143-5,50.7%,2.9,+0.8
Manhattan,148-144-6,50.7%,-3.6,-0.7
Niagara,150-146-2,50.7%,-3.0,0.0
Neb Omaha,148-144-2,50.7%,-3.4,-0.6
N Mex State,113-110-4,50.7%,7.8,0.0
Princeton,119-116-3,50.6%,5.9,+0.7
Wisconsin,170-166-11,50.6%,6.1,+0.2
Alabama,169-165-7,50.6%,4.8,+0.9
Arizona,171-167-8,50.6%,11.3,+0.6
Samford,142-139-5,50.5%,1.3,+0.1
Iowa,163-160-9,50.5%,6.3,+0.6
Cornell,113-111-3,50.5%,-0.4,+0.3
App State,144-142-8,50.4%,1.7,+0.1
N Colorado,144-142-7,50.4%,2.3,+0.1
S Utah,146-144-4,50.3%,0.5,-0.1
Cleveland St,153-151-8,50.3%,-1.2,0.0
NC-Grnsboro,151-149-6,50.3%,5.3,+0.9
Mississippi,162-160-5,50.3%,1.8,-1.0
N Alabama,83-82-3,50.3%,-0.6,+0.3
Xavier,169-167-7,50.3%,5.4,+0.3
Prairie View,98-97-8,50.3%,-2.3,+0.3
Grambling St,96-95-2,50.3%,-2.4,+0.8
Alab A&M,98-97-2,50.3%,-7.7,-0.5
Mass Lowell,102-101-3,50.3%,1.2,+0.2
NC-Asheville,104-103-3,50.2%,2.4,-0.2
Army,108-107-5,50.2%,0.1,-0.7
U Penn,120-119-4,50.2%,0.4,-0.6
Coastal Car,126-125-7,50.2%,3.3,-0.1
N Illinois,141-140-5,50.2%,-1.4,-0.2
Loyola Mymt,144-143-9,50.2%,-1.5,-0.5
Murray St,148-147-5,50.2%,8.2,+0.5
Indiana,164-163-5,50.2%,4.7,-0.2
Alabama St,95-95-4,50.0%,-5.2,-0.9
Chattanooga,146-146-6,50.0%,4.2,+0.1
Sac State,137-137-8,50.0%,-1.2,-0.4
Lehigh,101-101-1,50.0%,-0.1,-0.5
Alcorn St,96-96-3,50.0%,-4.8,-0.6
N Arizona,146-146-6,50.0%,-5.2,-0.8
Dayton,159-159-6,50.0%,7.2,+0.8
Portland St,135-135-8,50.0%,2.3,-0.2
Seattle,128-128-1,50.0%,3.1,+0.6
Georgia,160-160-5,50.0%,-0.4,-0.5
UCLA,168-169-7,49.9%,6.2,+0.2
Saint Louis,152-153-2,49.8%,0.5,-0.8
Marshall,154-155-4,49.8%,1.8,-0.3
Bradley,154-155-10,49.8%,1.2,+0.6
Louisiana,143-144-7,49.8%,4.4,-0.3
E Kentucky,140-141-6,49.8%,2.3,-0.3
W Carolina,142-143-5,49.8%,-2.1,-0.1
Hawaii,140-141-3,49.8%,3.9,+0.3
Coppin St,105-106-4,49.8%,-10.8,-0.8
Nebraska,155-157-4,49.7%,-0.2,0.0
Illinois,157-159-11,49.7%,5.0,+0.3
New Mexico,150-152-5,49.7%,2.5,-0.4
Austin Peay,142-144-7,49.7%,-0.2,-0.3
James Mad,141-143-6,49.7%,2.9,0.0
TX Southern,118-120-9,49.6%,0.3,+0.3
Miami,162-165-6,49.5%,3.5,-0.5
Pittsburgh,154-157-9,49.5%,1.1,0.0
St Johns,156-159-9,49.5%,1.8,0.0
Canisius,142-145-8,49.5%,-1.1,-0.4
Youngs St,143-146-4,49.5%,-0.2,-0.3
Montana St,143-146-9,49.5%,0.6,-0.1
New Orleans,94-96-3,49.5%,-1.4,-1.1
Central Ark,94-96-6,49.5%,-7.3,-1.2
Maryland,158-162-8,49.4%,5.7,+0.1
Florida St,159-163-7,49.4%,4.0,-0.3
Brown,112-115-6,49.3%,-0.6,+0.1
Rutgers,148-152-5,49.3%,-0.4,-0.3
S Mississippi,136-140-6,49.3%,-2.8,-0.6
Texas St,136-140-10,49.3%,3.5,+0.4
Florida Intl,135-139-7,49.3%,-0.6,-0.6
W Virginia,164-169-2,49.3%,5.3,0.0
N Hampshire,99-102-4,49.3%,0.9,-0.4
Stanford,154-159-9,49.2%,1.5,-0.3
Wright St,153-158-4,49.2%,5.2,+0.7
Richmond,152-157-7,49.2%,2.8,+0.1
N Iowa,146-151-11,49.2%,3.2,-0.5
U Mass,145-150-6,49.2%,-0.7,-0.7
Drexel,141-146-8,49.1%,-0.6,+0.2
Marist,139-144-6,49.1%,-4.1,+0.1
TN Tech,135-140-6,49.1%,-2.7,-0.8
Notre Dame,155-161-7,49.1%,3.9,-0.4
UNLV,151-157-7,49.0%,2.7,-0.3
St Fran (PA),100-104-3,49.0%,-0.9,-0.6
NC A&T,97-101-2,49.0%,-4.3,-0.3
Cal St Nrdge,141-147-5,49.0%,-4.1,-1.0
Siena,137-143-7,48.9%,-1.7,-0.5
E Carolina,136-142-5,48.9%,-3.0,-0.7
Hsn Christian,91-95-3,48.9%,-4.7,-1.0
Wake Forest,149-156-6,48.9%,0.5,+0.1
Fairfield,146-153-6,48.8%,-1.5,-0.5
Ohio,145-152-4,48.8%,3.0,-0.3
Elon,137-144-3,48.8%,-1.9,+0.1
TX Christian,156-164-7,48.8%,3.5,-0.1
Geo Mason,146-154-5,48.7%,0.1,0.0
Missouri St,145-153-10,48.7%,2.0,-0.3
Citadel,126-133-9,48.7%,-3.3,-0.8
Mercer,142-150-5,48.6%,2.5,-0.3
Fla Gulf Cst,105-111-1,48.6%,3.2,-0.2
American,104-110-1,48.6%,-3.0,-0.2
Idaho,137-145-3,48.6%,-2.2,-0.2
NJIT,103-109-4,48.6%,-2.1,-1.2
SE Missouri,136-144-7,48.6%,-3.2,-0.2
TN Martin,136-144-1,48.6%,-0.7,-0.5
UTSA,133-141-4,48.5%,-2.1,-0.2
Ohio St,161-171-5,48.5%,6.1,+0.3
Fresno St,144-153-5,48.5%,2.3,0.0
TX A&M-Com,32-34-2,48.5%,-4.5,-1.0
Texas Tech,158-168-4,48.5%,7.2,+0.7
Charlotte,142-151-5,48.5%,-1.3,-0.4
Cincinnati,157-167-6,48.5%,8.3,+0.4
Rider,141-150-4,48.5%,0.3,0.0
Syracuse,155-165-5,48.4%,3.4,+0.2
Delaware,136-145-7,48.4%,-1.6,-0.8
Binghamton,91-97-4,48.4%,-4.5,-0.1
Minnesota,151-161-6,48.4%,0.7,-0.3
Idaho St,132-141-4,48.4%,-3.0,+0.2
Nicholls,87-93-1,48.3%,0.6,+0.1
Montana,142-152-11,48.3%,4.4,-0.1
VMI,127-136-6,48.3%,-4.1,-0.6
S Methodist,141-151-8,48.3%,6.8,-0.2
North Dakota,139-149-4,48.3%,-1.3,0.0
Troy,138-148-5,48.3%,1.0,-0.1
AR Lit Rock,137-147-5,48.2%,0.2,+0.4
Rice,137-147-8,48.2%,-1.2,0.0
Texas,160-172-3,48.2%,5.2,+0.1
Wyoming,146-157-7,48.2%,-0.2,-0.2
Radford,104-112-5,48.2%,2.0,-0.1
Oklahoma,154-166-6,48.1%,4.4,+0.1
Georgia St,138-149-7,48.1%,4.2,-0.6
Duquesne,141-153-3,48.0%,0.2,-0.7
Washington,152-165-4,48.0%,0.5,-0.3
Iona,148-161-6,47.9%,3.9,0.0
TX-Pan Am,91-99-5,47.9%,-3.7,-0.5
Quinnipiac,135-147-9,47.9%,-0.6,-0.1
TX El Paso,135-147-4,47.9%,1.2,-0.7
Col Charlestn,145-158-7,47.9%,4.1,+0.1
Colorado,158-173-8,47.7%,4.6,+0.3
Bellarmine,52-57-3,47.7%,0.0,-0.8
Harvard,114-125-2,47.7%,2.7,-0.4
CS Fullerton,134-147-8,47.7%,-0.5,+0.1
Pepperdine,144-158-7,47.7%,-2.7,-0.9
Wash State,152-167-4,47.7%,-0.5,+0.3
Incar Word,81-89-1,47.7%,-4.5,-1.0
Oklahoma St,150-165-6,47.6%,2.1,+0.1
Sacred Hrt,99-109-2,47.6%,-1.1,-0.3
San Francisco,148-163-6,47.6%,4.7,+0.4
Boston Col,144-159-4,47.5%,-3.0,-0.2
California,152-168-5,47.5%,-3.2,-1.3
Northeastrn,141-156-8,47.5%,0.8,-0.3
Detroit,141-156-4,47.5%,-3.9,-0.7
McNeese St,84-93-4,47.5%,0.3,-0.5
F Dickinson,102-113-1,47.4%,-2.0,-0.1
CS Bakersfld,102-113-4,47.4%,1.7,+0.5
Bowling Grn,138-153-6,47.4%,0.8,-1.2
LIU,64-71-3,47.4%,-4.4,-0.5
Weber St,137-152-3,47.4%,4.9,-1.1
Miami (OH),136-151-6,47.4%,-0.8,-0.2
Fordham,135-150-5,47.4%,-2.1,-0.2
Colorado St,144-160-5,47.4%,3.5,+0.1
Evansville,141-157-6,47.3%,-2.3,-1.0
Lamar,88-98-4,47.3%,0.6,+0.1
