Team,Over Record,Over %,Under %,Total +/-
LA Tech,1-0-0,100.0%,0.0%,+20.0
Loyola-MD,1-0-0,100.0%,0.0%,+14.5
St Marys,2-0-0,100.0%,0.0%,+20.3
Dartmouth,1-0-0,100.0%,0.0%,+10.0
Niagara,2-0-0,100.0%,0.0%,+13.8
Wyoming,1-0-0,100.0%,0.0%,+9.5
Nebraska,1-0-0,100.0%,0.0%,+5.5
Chicago St,1-0-0,100.0%,0.0%,+13.5
Alab A&M,1-0-0,100.0%,0.0%,+4.0
Florida A&M,2-0-0,100.0%,0.0%,+21.5
Houston,1-0-0,100.0%,0.0%,+0.5
Kentucky,1-0-0,100.0%,0.0%,+3.5
Marshall,1-0-0,100.0%,0.0%,+9.5
Sam Hous St,3-0-0,100.0%,0.0%,+17.2
N Carolina,2-0-0,100.0%,0.0%,+16.5
Liberty,1-0-0,100.0%,0.0%,+7.5
Duke,2-0-0,100.0%,0.0%,+16.3
Marist,1-0-0,100.0%,0.0%,+12.5
Cal Poly,2-0-0,100.0%,0.0%,+19.0
Quinnipiac,1-0-0,100.0%,0.0%,+6.5
UC Riverside,1-0-0,100.0%,0.0%,+21.5
E Tenn St,1-0-0,100.0%,0.0%,+9.5
Stony Brook,3-0-0,100.0%,0.0%,+10.8
Jackson St,1-0-0,100.0%,0.0%,+0.5
Columbia,2-0-0,100.0%,0.0%,+18.8
Mass Lowell,1-0-0,100.0%,0.0%,+19.5
Wichita St,1-0-0,100.0%,0.0%,+22.5
Pepperdine,1-0-0,100.0%,0.0%,+25.5
Villanova,3-0-1,100.0%,0.0%,+12.9
Temple,2-0-0,100.0%,0.0%,+17.8
Indiana St,1-0-0,100.0%,0.0%,+9.5
Texas Tech,1-0-0,100.0%,0.0%,+7.5
Alcorn St,1-0-0,100.0%,0.0%,+12.5
SE Missouri,2-0-0,100.0%,0.0%,+6.3
Baylor,3-0-0,100.0%,0.0%,+24.7
Washington,1-0-0,100.0%,0.0%,+4.0
N Dakota St,2-0-0,100.0%,0.0%,+16.8
Portland St,1-0-0,100.0%,0.0%,+38.5
High Point,1-0-0,100.0%,0.0%,+15.5
Miami,1-0-0,100.0%,0.0%,+27.0
Buffalo,1-0-0,100.0%,0.0%,+18.5
Gonzaga,1-0-0,100.0%,0.0%,+6.5
Radford,2-0-0,100.0%,0.0%,+15.3
Utah St,1-0-0,100.0%,0.0%,+26.5
Bryant,1-0-0,100.0%,0.0%,+29.5
Oklahoma,2-0-0,100.0%,0.0%,+7.8
TN State,2-0-0,100.0%,0.0%,+11.8
NC-Wilmgton,1-0-0,100.0%,0.0%,+23.5
F Dickinson,1-0-0,100.0%,0.0%,+27.0
