Team,Over Record,Over %,Under %,Total +/-
Oral Roberts,58-27-0,68.2%,31.8%,+4.2
Queens,15-7-0,68.2%,31.8%,+1.9
New Orleans,48-25-0,65.8%,34.3%,+5.1
TX A&M-Com,9-5-0,64.3%,35.7%,+11.1
Utah Tech,14-8-0,63.6%,36.4%,+4.3
Prairie View,24-14-1,63.2%,36.8%,+4.2
N Colorado,38-24-0,61.3%,38.7%,+4.9
Northeastrn,41-26-0,61.2%,38.8%,+3.8
Grd Canyon,36-23-1,61.0%,39.0%,+0.8
Youngs St,59-38-0,60.8%,39.2%,+4.4
Ark Pine Bl,26-17-1,60.5%,39.5%,+6.8
Wake Forest,122-81-4,60.1%,39.9%,+2.6
Pacific,36-24-1,60.0%,40.0%,+2.2
WI-Milwkee,50-34-0,59.5%,40.5%,+5.8
St Fran (PA),44-30-0,59.5%,40.5%,+3.4
Morgan St,29-20-0,59.2%,40.8%,+2.0
Hsn Christian,52-36-1,59.1%,40.9%,+6.3
NJIT,62-43-1,59.1%,41.0%,+1.3
Niagara,46-32-0,59.0%,41.0%,+4.6
Delaware,40-28-1,58.8%,41.2%,+2.3
Florida St,103-73-5,58.5%,41.5%,+1.7
E Washingtn,32-23-0,58.2%,41.8%,+1.3
N Dakota St,40-29-0,58.0%,42.0%,+3.6
Bellarmine,26-19-0,57.8%,42.2%,+1.4
Wyoming,112-82-4,57.7%,42.3%,+2.8
WI-Grn Bay,51-38-1,57.3%,42.7%,+2.5
App State,36-27-0,57.1%,42.9%,+4.8
Bowling Grn,122-92-1,57.0%,43.0%,+2.0
Abl Christian,49-37-1,57.0%,43.0%,+3.4
Winthrop,58-44-2,56.9%,43.1%,+3.3
Weber St,29-22-1,56.9%,43.1%,+3.3
UNLV,119-92-1,56.4%,43.6%,+2.8
NC-Asheville,53-41-1,56.4%,43.6%,+2.6
S Dakota St,54-42-2,56.3%,43.8%,+3.9
Neb Omaha,54-42-1,56.3%,43.8%,+3.9
North Dakota,41-32-1,56.2%,43.8%,+1.9
S Car State,32-25-0,56.1%,43.9%,+2.8
South Dakota,55-43-2,56.1%,43.9%,+2.6
Utah Valley,37-29-0,56.1%,43.9%,+2.5
Jacksonville,47-37-0,56.0%,44.1%,+2.7
TX Southern,33-26-1,55.9%,44.1%,+4.3
Oregon St,62-49-0,55.9%,44.1%,+0.1
Air Force,105-83-2,55.9%,44.2%,+3.1
GA Southern,29-23-1,55.8%,44.2%,-0.6
W Kentucky,44-35-6,55.7%,44.3%,+0.7
James Mad,49-39-1,55.7%,44.3%,+3.3
TX-Pan Am,30-24-2,55.6%,44.4%,+3.1
N Carolina,91-73-0,55.5%,44.5%,+2.8
Elon,41-33-1,55.4%,44.6%,+1.7
LA Tech,41-33-0,55.4%,44.6%,+1.8
AR Lit Rock,41-33-0,55.4%,44.6%,+2.7
Yale,31-25-1,55.4%,44.6%,+3.4
VA Tech,99-80-1,55.3%,44.7%,+2.1
Kennesaw St,43-35-0,55.1%,44.9%,+2.1
Denver,54-44-0,55.1%,44.9%,+2.8
F Dickinson,38-31-2,55.1%,44.9%,+3.9
Idaho,33-27-1,55.0%,45.0%,+0.3
Oakland,44-36-1,55.0%,45.0%,+3.8
Hofstra,50-41-0,55.0%,45.1%,+2.6
Nebraska,100-82-3,55.0%,45.1%,+1.8
Cornell,28-23-1,54.9%,45.1%,+3.5
Iowa,110-91-3,54.7%,45.3%,+3.5
UL Monroe,35-29-0,54.7%,45.3%,+1.6
Princeton,35-29-1,54.7%,45.3%,+3.0
Auburn,124-103-1,54.6%,45.4%,+1.9
Wofford,77-64-4,54.6%,45.4%,+1.6
Drake,101-84-1,54.6%,45.4%,+3.4
Delaware St,30-25-1,54.6%,45.5%,+2.9
Providence,109-91-5,54.5%,45.5%,+1.6
SC Upstate,61-51-0,54.5%,45.5%,+0.8
S Methodist,98-82-1,54.4%,45.6%,+1.7
Fresno St,108-91-1,54.3%,45.7%,+2.5
Tulane,89-75-2,54.3%,45.7%,+1.4
Samford,70-59-1,54.3%,45.7%,+2.7
Geo Mason,109-92-0,54.2%,45.8%,+0.7
Michigan,110-93-0,54.2%,45.8%,+0.7
Arizona St,65-55-0,54.2%,45.8%,+1.3
Boston Col,104-88-4,54.2%,45.8%,+1.8
Miss State,124-105-0,54.2%,45.9%,+1.1
Connecticut,105-89-1,54.1%,45.9%,+2.6
DePaul,106-90-1,54.1%,45.9%,+0.5
NC A&T,40-34-0,54.1%,46.0%,+2.9
N Kentucky,47-40-1,54.0%,46.0%,+1.7
Indiana St,108-92-2,54.0%,46.0%,+1.7
Navy,75-64-2,54.0%,46.0%,+0.3
McNeese St,41-35-0,54.0%,46.1%,+0.6
IPFW,62-53-0,53.9%,46.1%,-0.1
Cal Poly,35-30-1,53.9%,46.2%,+2.3
North Texas,35-30-0,53.9%,46.2%,+0.6
Loyola-MD,71-61-2,53.8%,46.2%,-0.7
Nicholls,43-37-1,53.8%,46.3%,+2.8
W Virginia,86-74-2,53.8%,46.3%,+1.1
American,79-68-0,53.7%,46.3%,+1.5
New Mexico,101-87-1,53.7%,46.3%,+2.2
Coppin St,29-25-0,53.7%,46.3%,+1.1
Lg Beach St,45-39-2,53.6%,46.4%,+2.2
NC State,107-93-1,53.5%,46.5%,+1.4
Iowa St,92-80-3,53.5%,46.5%,+0.9
Holy Cross,70-61-3,53.4%,46.6%,+0.1
Arkansas,118-103-4,53.4%,46.6%,+0.9
Utah,63-55-2,53.4%,46.6%,+2.0
Xavier,112-98-4,53.3%,46.7%,+1.7
Kentucky,120-105-0,53.3%,46.7%,+2.2
St Peters,48-42-3,53.3%,46.7%,+0.1
Incar Word,40-35-1,53.3%,46.7%,+2.4
Portland St,24-21-1,53.3%,46.7%,+4.3
Brown,24-21-0,53.3%,46.7%,-0.7
Mississippi,124-109-4,53.2%,46.8%,+2.2
Illinois,102-90-3,53.1%,46.9%,+1.6
Norfolk St,26-23-0,53.1%,46.9%,-0.1
Wm & Mary,44-39-1,53.0%,47.0%,+1.1
N Florida,44-39-3,53.0%,47.0%,+1.0
S Carolina,115-102-5,53.0%,47.0%,+0.9
Ohio St,114-102-3,52.8%,47.2%,+0.9
Lafayette,67-60-2,52.8%,47.2%,+0.2
Boston U,78-70-2,52.7%,47.3%,-0.5
Sam Hous St,49-44-0,52.7%,47.3%,+3.0
Dayton,99-89-4,52.7%,47.3%,+0.6
Buffalo,100-90-3,52.6%,47.4%,+1.3
Ste F Austin,51-46-1,52.6%,47.4%,+0.6
Drexel,41-37-1,52.6%,47.4%,+2.7
S Utah,31-28-2,52.5%,47.5%,+1.0
