Team,all_games_ATS Record,all_games_Cover %,all_games_MOV,all_games_ATS +/-,equal_rest_ATS Record,equal_rest_Cover %,equal_rest_MOV,equal_rest_ATS +/-,four_plus_days_off_ATS Record,four_plus_days_off_Cover %,four_plus_days_off_MOV,four_plus_days_off_ATS +/-,is_after_loss_ATS Record,is_after_loss_Cover %,is_after_loss_MOV,is_after_loss_ATS +/-,is_after_win_ATS Record,is_after_win_Cover %,is_after_win_MOV,is_after_win_ATS +/-,is_away_ATS Record,is_away_Cover %,is_away_MOV,is_away_ATS +/-,is_dog_ATS Record,is_dog_Cover %,is_dog_MOV,is_dog_ATS +/-,is_fav_ATS Record,is_fav_Cover %,is_fav_MOV,is_fav_ATS +/-,is_home_ATS Record,is_home_Cover %,is_home_MOV,is_home_ATS +/-,no_rest_ATS Record,no_rest_Cover %,no_rest_MOV,no_rest_ATS +/-,one_day_off_ATS Record,one_day_off_Cover %,one_day_off_MOV,one_day_off_ATS +/-,rest_advantage_ATS Record,rest_advantage_Cover %,rest_advantage_MOV,rest_advantage_ATS +/-,rest_disadvantage_ATS Record,rest_disadvantage_Cover %,rest_disadvantage_MOV,rest_disadvantage_ATS +/-,two_three_days_off_ATS Record,two_three_days_off_Cover %,two_three_days_off_MOV,two_three_days_off_ATS +/-
St Peters,4-0-0,100.0%,-3.3,6.4,2-0-0,100.0%,-5.5,6.5,2-0-0,100.0%,2.0,+7.8,3-0-0,100.0%,-3.0,+5.3,,,,,4-0-0,100.0%,-3.3,6.4,3-0-0,100.0%,-7.0,6.5,1-0-0,100.0%,8.0,6.0,,,,,,,,,,,,,1-0-0,100.0%,8.0,+6.0,1-0-0,100.0%,-10.0,6.5,2-0-0,100.0%,-8.5,+5.0
North Texas,2-0-0,100.0%,20.7,4.5,1-0-0,100.0%,17.0,3.5,2-0-0,100.0%,10.0,+4.5,,,,,1-0-0,100.0%,22.5,+5.5,1-0-0,100.0%,3.0,5.5,1-0-0,100.0%,3.0,5.5,1-0-0,100.0%,17.0,3.5,1-0-0,100.0%,29.5,+3.5,,,,,0-0-0,0.0%,42.0,--,1-0-0,100.0%,22.5,+5.5,,,,,,,,
Drexel,3-0-0,100.0%,14.5,8.3,1-0-0,100.0%,-3.0,1.5,1-0-0,100.0%,34.5,+20.5,1-0-0,100.0%,-3.0,+1.5,2-0-0,100.0%,4.5,+11.8,1-0-0,100.0%,-8.0,3.0,3-0-0,100.0%,2.0,8.3,,,,,2-0-0,100.0%,22.0,+11.0,,,,,,,,,1-0-0,100.0%,34.5,+20.5,1-0-0,100.0%,-8.0,3.0,2-0-0,100.0%,-5.5,+2.3
Missouri St,2-0-0,100.0%,9.0,9.3,1-0-0,100.0%,-7.0,10.0,2-0-0,100.0%,9.0,+9.3,0-0-0,0.0%,29.0,--,1-0-0,100.0%,5.0,+8.5,1-0-0,100.0%,-7.0,10.0,2-0-0,100.0%,-1.0,9.3,,,,,1-0-0,100.0%,17.0,+8.5,,,,,,,,,1-0-0,100.0%,17.0,+8.5,,,,,,,,
St Bonavent,4-0-0,100.0%,12.8,3.8,3-0-0,100.0%,14.0,3.0,2-0-0,100.0%,11.5,+3.8,,,,,3-0-0,100.0%,12.3,+3.0,2-0-0,100.0%,9.0,3.8,,,,,4-0-0,100.0%,12.8,3.8,2-0-0,100.0%,16.5,+3.8,,,,,,,,,,,,,1-0-0,100.0%,9.0,6.0,2-0-0,100.0%,14.0,+3.8
LA Tech,2-0-0,100.0%,17.3,12.5,1-0-0,100.0%,15.0,16.5,1-0-0,100.0%,21.0,+16.5,,,,,2-0-0,100.0%,12.5,+12.5,1-0-0,100.0%,15.0,16.5,1-0-0,100.0%,15.0,16.5,1-0-0,100.0%,10.0,8.5,0-0-0,0.0%,27.0,--,,,,,,,,,0-0-0,0.0%,27.0,--,1-0-0,100.0%,10.0,8.5,1-0-0,100.0%,10.0,+8.5
N Florida,4-0-0,100.0%,6.5,16.6,3-0-0,100.0%,4.7,13.5,1-0-0,100.0%,3.0,+22.0,,,,,3-0-0,100.0%,7.7,+14.8,3-0-0,100.0%,0.7,16.7,3-0-0,100.0%,0.7,16.7,1-0-0,100.0%,24.0,16.5,1-0-0,100.0%,24.0,+16.5,,,,,1-0-0,100.0%,-13.0,+2.0,,,,,1-0-0,100.0%,12.0,26.0,2-0-0,100.0%,18.0,+21.3
UC Irvine,3-0-0,100.0%,20.8,13.0,1-0-0,100.0%,15.0,14.0,1-0-0,100.0%,24.0,+1.5,,,,,3-0-0,100.0%,17.7,+13.0,2-0-0,100.0%,17.5,18.8,1-0-0,100.0%,20.0,23.5,2-0-0,100.0%,16.5,7.8,1-0-0,100.0%,24.0,+1.5,,,,,1-0-0,100.0%,20.0,+23.5,0-0-0,0.0%,30.0,--,2-0-0,100.0%,19.0,12.5,1-0-0,100.0%,15.0,+14.0
Northeastrn,4-0-0,100.0%,11.3,12.5,2-0-0,100.0%,15.0,15.3,2-0-0,100.0%,2.5,+7.5,1-0-0,100.0%,22.0,+20.0,2-0-0,100.0%,7.5,+9.8,1-0-0,100.0%,8.0,10.5,2-0-0,100.0%,2.5,7.5,2-0-0,100.0%,20.0,17.5,2-0-0,100.0%,9.5,+12.3,,,,,,,,,1-0-0,100.0%,-3.0,+4.5,1-0-0,100.0%,18.0,15.0,2-0-0,100.0%,20.0,+17.5
Idaho St,3-0-0,100.0%,5.8,14.7,1-0-0,100.0%,-7.0,11.0,2-0-0,100.0%,2.5,+13.3,1-0-0,100.0%,9.0,+17.5,1-0-0,100.0%,12.0,+15.5,3-0-0,100.0%,-0.3,14.7,3-0-0,100.0%,-0.3,14.7,,,,,0-0-0,0.0%,24.0,--,,,,,1-0-0,100.0%,-6.0,+17.5,1-0-0,100.0%,18.0,+15.5,1-0-0,100.0%,-6.0,17.5,0-0-0,0.0%,24.0,--
