Team,ATS Record,Cover %,MOV,ATS +/-
Miss Val St,1-0-0,100.0%,9.0,+7.5
Utah Tech,15-5-1,75.0%,8.0,+3.4
Le Moyne,6-3-0,66.7%,13.1,+8.4
Queens,16-8-2,66.7%,5.9,+1.9
St. Thomas,29-17-0,63.0%,7.4,+2.0
Sam Hous St,67-40-3,62.6%,9.9,+2.7
Maryland ES,16-10-1,61.5%,6.1,+1.1
Yale,99-62-5,61.5%,10.1,+2.3
NC Central,61-41-2,59.8%,8.8,+1.8
Hampton,28-19-1,59.6%,6.2,+1.7
Nevada,131-91-5,59.0%,9.8,+1.7
New Orleans,43-30-1,58.9%,5.7,+1.5
Utah St,117-84-3,58.2%,11.3,+2.0
WI-Grn Bay,64-46-2,58.2%,7.3,+0.9
Furman,115-83-3,58.1%,10.6,+1.6
S Mississippi,43-32-3,57.3%,5.2,-0.1
Davidson,117-88-1,57.1%,9.2,+1.2
Utah Valley,65-49-1,57.0%,8.5,+1.6
Utah,111-84-5,56.9%,13.1,+2.3
Connecticut,132-100-3,56.9%,13.1,+1.6
Houston,150-115-7,56.6%,14.8,+2.4
Auburn,120-92-7,56.6%,11.3,+1.6
Navy,61-47-2,56.5%,5.0,-0.3
Villanova,171-133-3,56.3%,12.3,+0.8
UCSD,23-18-0,56.1%,4.9,-0.8
Baylor,129-101-6,56.1%,12.3,+0.9
Middle Tenn,84-66-3,56.0%,7.9,+1.0
Michigan St,147-116-2,55.9%,11.9,+0.6
North Texas,88-70-3,55.7%,8.5,+0.7
St Marys,144-115-6,55.6%,12.9,+1.4
St Fran (PA),40-32-2,55.6%,4.6,-0.6
Marshall,100-80-2,55.6%,7.7,+0.8
UCF,86-69-3,55.5%,9.2,+1.2
Longwood,56-45-1,55.5%,6.7,+0.2
Seattle,79-64-1,55.2%,9.8,+1.8
U Penn,64-52-1,55.2%,6.3,-0.1
South Dakota,75-61-2,55.2%,6.6,+0.4
Abl Christian,59-48-2,55.1%,9.0,+1.1
E Washingtn,93-76-2,55.0%,8.2,+1.3
VCU,133-109-5,55.0%,10.2,+0.8
Bradley,84-69-7,54.9%,8.6,+1.5
Maine,17-14-0,54.8%,2.7,-1.6
S Dakota St,119-98-2,54.8%,10.1,+1.3
Indiana St,86-71-4,54.8%,7.8,+0.7
Creighton,126-105-2,54.6%,11.6,+0.9
Alab A&M,18-15-0,54.6%,6.4,-0.1
Merrimack,42-35-0,54.6%,5.5,+0.1
St Bonavent,103-86-6,54.5%,7.9,+0.8
N Carolina,160-134-9,54.4%,11.5,+0.8
Butler,100-84-3,54.4%,11.1,+1.4
S Illinois,82-69-6,54.3%,7.0,+0.6
Lamar,32-27-0,54.2%,6.7,+1.1
Wm & Mary,65-55-3,54.2%,4.5,-0.6
Belmont,130-110-4,54.2%,10.6,+0.5
Iowa,111-94-5,54.2%,11.9,+0.7
UC Irvine,118-100-9,54.1%,8.7,+0.7
BYU,131-111-5,54.1%,11.7,+1.0
Miss State,99-84-4,54.1%,10.1,+0.9
Colgate,87-74-1,54.0%,9.9,+0.9
Drake,88-75-3,54.0%,9.3,+1.2
Louisiana,95-81-4,54.0%,6.9,+0.1
Vermont,96-82-5,53.9%,11.7,+0.8
Iowa St,97-83-2,53.9%,11.9,+1.0
USC,119-102-0,53.9%,9.9,+0.3
Stonehill,7-6-0,53.9%,2.5,-1.6
Virginia,147-126-6,53.9%,11.1,+0.1
TX A&M-CC,50-43-1,53.8%,6.3,-0.1
Valparaiso,79-68-2,53.7%,8.1,+0.3
Tarleton St,22-19-1,53.7%,6.8,+0.5
Minnesota,74-64-3,53.6%,10.1,+0.4
IL-Chicago,53-46-3,53.5%,5.8,+0.1
Gonzaga,174-151-9,53.5%,19.0,+1.8
Norfolk St,61-53-4,53.5%,9.6,+2.0
LA Tech,107-93-1,53.5%,8.7,-0.3
Stony Brook,54-47-6,53.5%,5.9,-0.8
Nebraska,65-57-2,53.3%,10.2,+0.3
GA Tech,57-50-1,53.3%,8.6,-0.2
Michigan,123-108-1,53.3%,10.3,+0.3
NW State,25-22-3,53.2%,6.2,+1.3
TN Martin,50-44-1,53.2%,4.1,-0.7
E Michigan,51-45-1,53.1%,5.9,+0.6
Morehead St,77-68-4,53.1%,6.8,+0.1
Wofford,89-79-3,53.0%,8.6,+0.8
Ark Pine Bl,18-16-0,52.9%,7.8,+2.8
Oregon,137-122-2,52.9%,10.1,+0.4
Stanford,88-79-3,52.7%,8.5,-0.2
Kennesaw St,30-27-3,52.6%,7.0,+0.7
Purdue,142-128-9,52.6%,12.4,+1.1
San Diego St,134-121-9,52.6%,10.3,+0.7
VA Tech,93-84-1,52.5%,11.1,+0.5
W Virginia,114-103-1,52.5%,10.9,+0.7
Illinois,104-94-8,52.5%,11.0,+0.4
Rob Morris,42-38-0,52.5%,4.6,-0.8
Samford,65-59-0,52.4%,8.3,+1.3
Grd Canyon,81-74-3,52.3%,11.2,+1.0
Duke,162-148-6,52.3%,13.5,0.0
Marquette,106-97-1,52.2%,10.6,+0.5
VMI,24-22-0,52.2%,4.4,+0.2
Kansas,156-143-4,52.2%,11.3,+0.5
Princeton,84-77-1,52.2%,8.2,+1.0
Cal St Nrdge,37-34-3,52.1%,3.5,-1.7
New Mexico,87-80-2,52.1%,8.4,-0.2
N Mex State,75-69-4,52.1%,9.3,+0.3
Georgia St,102-94-4,52.0%,6.0,-0.4
Liberty,93-86-3,52.0%,10.9,-0.1
Jacksonville,40-37-2,52.0%,7.4,+1.1
TX-Arlington,81-75-4,51.9%,5.7,-0.8
S Carolina,81-75-2,51.9%,7.8,-0.6
Wake Forest,70-65-5,51.9%,10.3,+0.8
Central Mich,57-53-3,51.8%,4.9,-0.1
Colorado,114-106-6,51.8%,9.4,+0.4
Bucknell,57-53-0,51.8%,5.8,0.0
Arkansas,115-107-4,51.8%,10.5,+0.6
Indiana,104-97-3,51.7%,11.1,0.0
Hsn Christian,15-14-0,51.7%,3.7,-0.3
Boise St,106-99-4,51.7%,10.0,+1.2
Buffalo,94-88-4,51.7%,8.4,+0.5
Coppin St,16-15-1,51.6%,2.4,-2.8
Clemson,98-92-2,51.6%,9.1,+0.6
Alcorn St,33-31-2,51.6%,6.5,+0.5
Southern,51-48-0,51.5%,6.6,+0.6
SE Missouri,34-32-1,51.5%,4.6,+0.3
Hawaii,86-81-1,51.5%,7.1,-0.1
Toledo,121-114-0,51.5%,8.0,+0.3
Texas A&M,97-92-2,51.3%,8.7,-0.7
Grambling St,40-38-1,51.3%,6.6,+0.1
Hofstra,108-103-2,51.2%,7.0,-0.1
Arizona,153-146-7,51.2%,13.2,+0.7
Portland,44-42-2,51.2%,5.1,-1.0
N Iowa,89-85-9,51.2%,6.3,-0.7
N Florida,45-43-0,51.1%,7.1,-0.1
W Carolina,45-43-3,51.1%,6.6,+1.2
Tulsa,68-65-5,51.1%,7.9,-0.4
UCSB,96-92-6,51.1%,6.9,-0.5
Texas St,76-73-5,51.0%,5.7,+0.2
Northwestern,76-73-4,51.0%,10.9,+0.6
Maryland BC,51-49-1,51.0%,6.0,+0.2
Saint Louis,77-74-2,51.0%,6.9,-1.0
St Johns,81-78-5,50.9%,10.1,0.0
Wichita St,116-112-5,50.9%,11.2,+0.3
Memphis,105-102-4,50.7%,9.9,+0.3
James Mad,71-69-3,50.7%,6.8,-0.4
Ohio,89-87-2,50.6%,6.8,-0.3
UL Monroe,44-43-1,50.6%,5.8,+0.6
Sacred Hrt,46-45-1,50.6%,4.6,-0.1
Alabama,108-106-6,50.5%,9.4,+0.7
Ohio St,110-108-3,50.5%,11.8,+0.6
UCLA,117-115-6,50.4%,11.5,+0.4
St Josephs,63-62-1,50.4%,6.0,-0.8
Vanderbilt,69-68-2,50.4%,10.5,+0.5
Monmouth,80-79-4,50.3%,6.0,-0.4
Kent St,91-90-10,50.3%,5.9,-0.8
Montana,100-99-9,50.3%,7.5,+0.1
Loyola-Chi,109-108-3,50.2%,9.2,+0.3
Tennessee,120-119-3,50.2%,10.9,+0.2
Boston Col,44-44-0,50.0%,7.9,-1.0
NC-Asheville,49-49-2,50.0%,5.0,-0.8
Drexel,49-49-4,50.0%,6.0,0.0
GA Southern,64-64-8,50.0%,5.4,-0.1
Arkansas St,51-51-2,50.0%,4.0,-1.4
S Alabama,61-61-2,50.0%,4.0,-1.1
S Methodist,107-107-6,50.0%,10.7,+0.4
UC Riverside,49-49-1,50.0%,5.0,-0.7
E Carolina,43-43-1,50.0%,5.8,-0.6
Oral Roberts,63-63-2,50.0%,8.0,+0.7
Akron,101-101-3,50.0%,8.2,+0.7
E Tenn St,90-90-4,50.0%,8.2,-0.2
Bryant,53-53-1,50.0%,6.7,-0.2
Florida,119-119-4,50.0%,9.8,0.0
Fla Atlantic,71-71-2,50.0%,8.0,+0.9
Mass Lowell,51-51-2,50.0%,6.5,-0.7
LIU,22-22-1,50.0%,5.3,-0.4
Kentucky,144-145-5,49.8%,13.0,+0.2
Dayton,121-122-4,49.8%,10.1,+0.5
Murray St,105-106-2,49.8%,9.3,+0.2
Rhode Island,96-97-1,49.7%,7.7,-0.1
Colorado St,85-86-3,49.7%,9.0,+0.4
St Peters,75-76-1,49.7%,4.9,-0.2
Towson,73-74-3,49.7%,6.2,0.0
Rice,46-47-3,49.5%,6.5,-0.2
N Dakota St,85-87-2,49.4%,6.4,+0.3
Kansas City,39-40-0,49.4%,3.9,-1.7
Penn St,74-76-5,49.3%,8.7,+0.1
Pittsburgh,74-76-1,49.3%,10.1,0.0
Texas Tech,108-111-2,49.3%,12.7,+0.8
Florida St,104-107-7,49.3%,8.7,-0.7
UC Davis,66-68-6,49.3%,4.6,-0.8
Pepperdine,64-66-3,49.2%,5.4,-1.1
Louisville,90-93-6,49.2%,11.2,-0.1
Oakland,87-90-2,49.2%,6.0,-1.0
Northeastrn,82-85-3,49.1%,6.4,+0.3
N Kentucky,81-84-2,49.1%,7.5,-0.1
Stetson,26-27-1,49.1%,4.9,-0.3
UAB,103-107-5,49.1%,7.8,-1.2
N Colorado,76-79-3,49.0%,5.8,-0.5
Rider,73-76-2,49.0%,5.7,+0.1
W Kentucky,96-100-2,49.0%,6.2,-1.1
High Point,48-50-0,49.0%,5.8,-1.0
Wagner,47-49-1,49.0%,5.2,-1.6
Wisconsin,114-119-5,48.9%,9.4,-0.8
Xavier,112-117-3,48.9%,9.5,-0.2
San Jose St,22-23-1,48.9%,4.7,-0.5
Detroit,41-43-1,48.8%,6.2,+0.5
Cincinnati,123-129-5,48.8%,12.0,+0.8
Missouri St,78-82-5,48.8%,6.8,-0.3
AR Lit Rock,56-59-3,48.7%,6.0,0.0
Seton Hall,90-95-5,48.7%,9.0,+0.1
Binghamton,18-19-0,48.7%,3.4,-1.2
TN Tech,36-38-2,48.7%,3.3,-1.6
SE Louisiana,36-38-2,48.7%,4.3,-0.9
LSU,89-94-4,48.6%,10.2,+0.1
NC-Wilmgton,70-74-3,48.6%,6.5,0.0
Mercer,70-74-3,48.6%,5.7,-0.3
Richmond,87-92-5,48.6%,6.9,-0.4
Col Charlestn,98-104-5,48.5%,7.6,-0.3
