Team,Over Record,Over %,Under %,Total +/-
New Orleans,76-37-2,67.3%,32.7%,+4.4
Queens,24-14-1,63.2%,36.8%,+1.2
Iowa,74-46-0,61.7%,38.3%,+4.5
Miss Val St,74-46-0,61.7%,38.3%,+4.6
Samford,103-66-2,61.0%,39.1%,+3.8
UCSD,33-23-2,58.9%,41.1%,+7.2
Wright St,104-73-0,58.8%,41.2%,+1.6
Kennesaw St,75-54-2,58.1%,41.9%,+2.0
Nebraska,66-48-2,57.9%,42.1%,+2.6
S Indiana,26-19-0,57.8%,42.2%,+2.7
North Dakota,101-74-1,57.7%,42.3%,+2.6
UNLV,84-62-0,57.5%,42.5%,+2.2
NC State,89-66-2,57.4%,42.6%,+2.0
Howard,63-47-1,57.3%,42.7%,+2.3
Purdue,87-65-2,57.2%,42.8%,+2.1
SE Louisiana,64-48-0,57.1%,42.9%,+3.8
Lehigh,72-54-0,57.1%,42.9%,+3.8
Norfolk St,64-48-0,57.1%,42.9%,+0.8
Arizona St,101-76-1,57.1%,42.9%,+2.3
E Washingtn,112-85-1,56.9%,43.2%,+3.3
TX A&M-Com,25-19-0,56.8%,43.2%,+5.1
W Virginia,106-81-2,56.7%,43.3%,+2.3
Neb Omaha,83-64-1,56.5%,43.5%,+1.8
Gard-Webb,79-61-1,56.4%,43.6%,+3.2
Geo Mason,84-65-0,56.4%,43.6%,+1.0
SIU Edward,102-79-4,56.4%,43.7%,+0.4
American,77-60-0,56.2%,43.8%,+1.4
Lipscomb,82-64-1,56.2%,43.8%,+1.8
Rice,105-83-1,55.9%,44.2%,+2.1
High Point,72-57-2,55.8%,44.2%,+3.4
Grd Canyon,77-61-0,55.8%,44.2%,+0.8
VA Tech,78-62-1,55.7%,44.3%,+3.4
TX-Pan Am,64-51-1,55.7%,44.4%,+1.8
Boston U,79-63-2,55.6%,44.4%,+0.2
Lg Beach St,95-76-2,55.6%,44.4%,+2.2
Columbia,76-61-3,55.5%,44.5%,+2.1
F Dickinson,71-57-2,55.5%,44.5%,+4.2
Miss State,102-82-0,55.4%,44.6%,+2.0
Dayton,87-70-2,55.4%,44.6%,+1.6
Alcorn St,62-50-2,55.4%,44.6%,+1.7
Coppin St,63-51-1,55.3%,44.7%,+1.0
Morgan St,53-43-2,55.2%,44.8%,+2.7
Montana,107-87-1,55.2%,44.9%,+2.8
Bowling Grn,103-84-1,55.1%,44.9%,+2.1
Hawaii,76-62-6,55.1%,44.9%,+0.3
Oregon St,98-80-0,55.1%,44.9%,+0.6
Stetson,71-58-1,55.0%,45.0%,+2.7
Dartmouth,71-58-2,55.0%,45.0%,+2.4
S Utah,93-76-2,55.0%,45.0%,+2.1
Le Moyne,11-9-0,55.0%,45.0%,-2.5
Wofford,105-86-1,55.0%,45.0%,+1.1
NC-Asheville,67-55-5,54.9%,45.1%,+1.6
Kentucky,101-83-1,54.9%,45.1%,+3.0
S Dakota St,91-75-0,54.8%,45.2%,+2.4
Hofstra,114-94-0,54.8%,45.2%,+2.9
Oakland,97-80-1,54.8%,45.2%,+1.7
LSU,97-80-3,54.8%,45.2%,+2.4
Texas St,103-85-2,54.8%,45.2%,+1.1
SE Missouri,98-81-4,54.8%,45.3%,+3.2
TX A&M-CC,64-53-3,54.7%,45.3%,+0.1
N Colorado,94-78-3,54.7%,45.4%,+2.1
Charlotte,102-85-9,54.6%,45.5%,+2.0
CS Bakersfld,72-60-0,54.6%,45.5%,+0.9
Ark Pine Bl,66-55-3,54.6%,45.5%,+1.7
Gonzaga,121-101-1,54.5%,45.5%,+1.1
Auburn,103-86-1,54.5%,45.5%,+2.2
Loyola-MD,67-56-1,54.5%,45.5%,+2.5
Montana St,104-87-0,54.5%,45.6%,+2.5
Nevada,92-77-2,54.4%,45.6%,+1.9
WI-Grn Bay,92-77-2,54.4%,45.6%,+1.0
