Team,Over Record,Over %,Under %,Total +/-
SC Upstate,29-12-0,70.7%,29.3%,+5.0
Tulane,41-17-1,70.7%,29.3%,+6.4
N Kentucky,35-15-1,70.0%,30.0%,+5.5
Weber St,25-11-1,69.4%,30.6%,+4.4
Central Ark,34-15-1,69.4%,30.6%,+9.1
Stonehill,11-5-0,68.8%,31.3%,+3.4
N Mex State,26-12-0,68.4%,31.6%,+6.3
Holy Cross,28-14-1,66.7%,33.3%,+3.3
Drake,38-20-1,65.5%,34.5%,+5.2
Grd Canyon,26-14-1,65.0%,35.0%,+1.2
Rhode Island,44-24-1,64.7%,35.3%,+2.6
James Mad,32-18-1,64.0%,36.0%,+5.1
North Dakota,37-21-1,63.8%,36.2%,+5.3
McNeese St,26-15-1,63.4%,36.6%,+3.2
WI-Milwkee,36-21-0,63.2%,36.8%,+3.1
Kent St,27-16-1,62.8%,37.2%,-0.4
W Kentucky,32-19-3,62.8%,37.3%,+1.6
UCLA,37-22-1,62.7%,37.3%,+2.2
NC A&T,30-18-0,62.5%,37.5%,+5.3
Drexel,33-20-0,62.3%,37.7%,+6.4
Utah Tech,18-11-0,62.1%,37.9%,+3.6
Wake Forest,57-35-1,62.0%,38.0%,+3.7
Stetson,24-15-2,61.5%,38.5%,+4.1
Oral Roberts,51-32-2,61.5%,38.6%,+1.7
Lamar,27-17-0,61.4%,38.6%,-0.2
Cornell,30-19-1,61.2%,38.8%,+2.6
New Orleans,23-15-2,60.5%,39.5%,+2.0
Ball St,29-19-2,60.4%,39.6%,+3.2
IU Indy,41-27-1,60.3%,39.7%,+3.8
IPFW,44-29-0,60.3%,39.7%,+5.6
N Dakota St,36-24-0,60.0%,40.0%,+3.2
St Josephs,45-31-1,59.2%,40.8%,+2.7
Wofford,29-20-2,59.2%,40.8%,+4.7
S Alabama,30-21-1,58.8%,41.2%,+3.0
UC Riverside,37-26-2,58.7%,41.3%,+3.2
Wyoming,41-29-3,58.6%,41.4%,+4.1
NJIT,31-22-0,58.5%,41.5%,+1.3
Syracuse,49-35-0,58.3%,41.7%,+3.0
Denver,46-33-0,58.2%,41.8%,+2.1
Rutgers,57-41-3,58.2%,41.8%,+2.7
