Team,ATS Record,Cover %,MOV,ATS +/-
Le Moyne,10-4-0,71.4%,3.1,+4.8
Presbyterian,33-17-2,66.0%,-4.5,+1.8
Yale,162-109-7,59.8%,2.8,+1.8
Nevada,141-96-7,59.5%,4.8,+1.6
Abl Christian,38-26-0,59.4%,3.8,+0.8
St Fran (PA),49-34-1,59.0%,-3.9,+2.0
Gard-Webb,40-28-1,58.8%,-0.7,+2.0
SE Louisiana,40-28-1,58.8%,-2.3,-0.6
Sam Hous St,47-33-2,58.8%,5.3,+1.5
NW State,40-29-2,58.0%,-1.7,0.0
WI-Milwkee,148-108-9,57.8%,0.6,+1.6
Lehigh,38-28-1,57.6%,-0.1,+0.1
Grd Canyon,62-46-2,57.4%,5.7,+0.8
N Florida,47-35-0,57.3%,-3.3,+1.2
Vermont,51-38-2,57.3%,4.3,+1.7
NC Central,48-36-0,57.1%,2.0,+2.5
Wisconsin,136-103-7,56.9%,8.8,+1.3
Chattanooga,118-90-2,56.7%,5.0,+1.4
Miami,121-93-3,56.5%,7.3,+1.0
Princeton,147-113-4,56.5%,6.0,+1.1
UCF,78-60-2,56.5%,4.1,+0.3
N Alabama,31-24-1,56.4%,-0.7,+0.8
Canisius,121-94-9,56.3%,-1.2,+0.5
Hampton,42-33-1,56.0%,0.7,+0.7
Norfolk St,53-42-2,55.8%,-0.6,+1.7
S Dakota St,97-77-3,55.8%,3.1,+0.7
Utah Valley,63-50-0,55.8%,2.7,+1.6
New Mexico,127-101-8,55.7%,6.6,+0.1
Marquette,123-99-2,55.4%,8.3,+0.7
Houston,105-85-5,55.3%,7.3,+1.6
Delaware,107-87-2,55.2%,0.9,+1.1
St Peters,116-95-3,55.0%,-2.7,+0.7
Dayton,118-97-6,54.9%,7.4,+1.8
E Tenn St,80-66-5,54.8%,3.8,+1.1
Fla Gulf Cst,46-38-0,54.8%,0.4,+1.8
Creighton,110-91-3,54.7%,9.7,+0.7
Colgate,36-30-3,54.6%,-0.6,+1.2
Stetson,37-31-2,54.4%,-3.1,+1.6
LA Tech,169-142-6,54.3%,4.5,+0.7
Utah St,145-122-2,54.3%,9.9,+1.9
TX-Arlington,82-69-3,54.3%,1.7,+1.1
Morehead St,127-107-8,54.3%,0.7,+1.0
Stanford,166-140-6,54.3%,7.6,+0.9
Duke,122-103-3,54.2%,17.7,+0.9
TX A&M-CC,39-33-2,54.2%,3.7,-0.2
Villanova,125-106-2,54.1%,9.4,+0.5
Maryland ES,40-34-3,54.1%,-9.0,-0.6
Geo Mason,94-80-5,54.0%,3.1,+0.9
Florida A&M,54-46-0,54.0%,-6.4,+1.0
Bucknell,34-29-0,54.0%,1.0,+1.5
Iowa St,109-93-4,54.0%,9.4,+1.1
S Car State,49-42-2,53.9%,-3.4,+0.2
Kentucky,114-98-7,53.8%,12.1,+0.4
Xavier,122-105-12,53.7%,8.3,+0.7
E Kentucky,116-100-4,53.7%,-0.1,+0.8
Alab A&M,51-44-1,53.7%,-5.7,+0.3
Oregon St,164-142-5,53.6%,-0.8,+0.1
Navy,30-26-0,53.6%,-1.3,+0.7
IL-Chicago,137-119-4,53.5%,-0.5,+0.6
Coastal Car,61-53-3,53.5%,2.2,+0.4
Jackson St,46-40-2,53.5%,-2.1,-0.2
Drake,93-81-2,53.5%,3.0,+0.9
Indiana,133-116-5,53.4%,5.9,+0.4
Santa Clara,166-145-7,53.4%,1.3,0.0
CS Bakersfld,56-49-2,53.3%,-0.5,+1.7
TN Tech,129-113-4,53.3%,0.5,-0.1
Siena,116-102-6,53.2%,0.8,+0.7
UCSD,26-23-1,53.1%,-0.1,-0.1
Furman,99-88-1,52.9%,3.2,+0.2
UTSA,72-64-2,52.9%,-0.8,+0.3
Kansas City,73-65-3,52.9%,-1.1,-0.1
N Arizona,147-131-5,52.9%,-0.9,-0.6
Connecticut,130-116-3,52.9%,11.7,+0.5
Wofford,113-101-3,52.8%,0.7,+0.2
