Rank_current_season,Hotness Score_current_season,Time_current_season,Location_current_season,Away Team Rank_current_season,Away Team_current_season,Home Team Rank_current_season,Home Team_current_season,Away Team DraftKings_current_season,Away Team Covers_current_season,Home Team DraftKings_current_season,Home Team Covers_current_season,Away Team Spread_current_season,Away Team Odds_current_season,Away Team Underdog_current_season,Home Team Spread_current_season,Home Team Odds_current_season,Home Team Underdog_current_season,Away Team Team_current_season,Away Team all_games_ATS Record_current_season,Away Team all_games_Cover %_current_season,Away Team all_games_MOV_current_season,Away Team all_games_ATS +/-_current_season,Away Team is_away_ATS Record_current_season,Away Team is_away_Cover %_current_season,Away Team is_away_MOV_current_season,Away Team is_away_ATS +/-_current_season,Home Team Team_current_season,Home Team all_games_ATS Record_current_season,Home Team all_games_Cover %_current_season,Home Team all_games_MOV_current_season,Home Team all_games_ATS +/-_current_season,Home Team is_home_ATS Record_current_season,Home Team is_home_Cover %_current_season,Home Team is_home_MOV_current_season,Home Team is_home_ATS +/-_current_season,Underdog is_dog Team_current_season,Underdog is_dog Spread_current_season,Underdog is_dog Odds_current_season,Underdog is_dog ATS Record_current_season,Underdog is_dog Cover %_current_season,Underdog is_dog MOV_current_season,Underdog is_dog ATS +/-_current_season,Favorite is_fav Team_current_season,Favorite is_fav Spread_current_season,Favorite is_fav Odds_current_season,Favorite is_fav ATS Record_current_season,Favorite is_fav Cover %_current_season,Favorite is_fav MOV_current_season,Favorite is_fav ATS +/-_current_season,Rank_all_time,Hotness Score_all_time,Time_all_time,Location_all_time,Away Team Rank_all_time,Away Team_all_time,Home Team Rank_all_time,Home Team_all_time,Away Team DraftKings_all_time,Away Team Covers_all_time,Home Team DraftKings_all_time,Home Team Covers_all_time,Away Team Spread_all_time,Away Team Odds_all_time,Away Team Underdog_all_time,Home Team Spread_all_time,Home Team Odds_all_time,Home Team Underdog_all_time,Away Team Team_all_time,Away Team all_games_ATS Record_all_time,Away Team all_games_Cover %_all_time,Away Team all_games_MOV_all_time,Away Team all_games_ATS +/-_all_time,Away Team is_away_ATS Record_all_time,Away Team is_away_Cover %_all_time,Away Team is_away_MOV_all_time,Away Team is_away_ATS +/-_all_time,Home Team Team_all_time,Home Team all_games_ATS Record_all_time,Home Team all_games_Cover %_all_time,Home Team all_games_MOV_all_time,Home Team all_games_ATS +/-_all_time,Home Team is_home_ATS Record_all_time,Home Team is_home_Cover %_all_time,Home Team is_home_MOV_all_time,Home Team is_home_ATS +/-_all_time,Underdog is_dog Team_all_time,Underdog is_dog Spread_all_time,Underdog is_dog Odds_all_time,Underdog is_dog ATS Record_all_time,Underdog is_dog Cover %_all_time,Underdog is_dog MOV_all_time,Underdog is_dog ATS +/-_all_time,Favorite is_fav Team_all_time,Favorite is_fav Spread_all_time,Favorite is_fav Odds_all_time,Favorite is_fav ATS Record_all_time,Favorite is_fav Cover %_all_time,Favorite is_fav MOV_all_time,Favorite is_fav ATS +/-_all_time,Rank_last_10_seasons,Hotness Score_last_10_seasons,Time_last_10_seasons,Location_last_10_seasons,Away Team Rank_last_10_seasons,Away Team_last_10_seasons,Home Team Rank_last_10_seasons,Home Team_last_10_seasons,Away Team DraftKings_last_10_seasons,Away Team Covers_last_10_seasons,Home Team DraftKings_last_10_seasons,Home Team Covers_last_10_seasons,Away Team Spread_last_10_seasons,Away Team Odds_last_10_seasons,Away Team Underdog_last_10_seasons,Home Team Spread_last_10_seasons,Home Team Odds_last_10_seasons,Home Team Underdog_last_10_seasons,Away Team Team_last_10_seasons,Away Team all_games_ATS Record_last_10_seasons,Away Team all_games_Cover %_last_10_seasons,Away Team all_games_MOV_last_10_seasons,Away Team all_games_ATS +/-_last_10_seasons,Away Team is_away_ATS Record_last_10_seasons,Away Team is_away_Cover %_last_10_seasons,Away Team is_away_MOV_last_10_seasons,Away Team is_away_ATS +/-_last_10_seasons,Home Team Team_last_10_seasons,Home Team all_games_ATS Record_last_10_seasons,Home Team all_games_Cover %_last_10_seasons,Home Team all_games_MOV_last_10_seasons,Home Team all_games_ATS +/-_last_10_seasons,Home Team is_home_ATS Record_last_10_seasons,Home Team is_home_Cover %_last_10_seasons,Home Team is_home_MOV_last_10_seasons,Home Team is_home_ATS +/-_last_10_seasons,Underdog is_dog Team_last_10_seasons,Underdog is_dog Spread_last_10_seasons,Underdog is_dog Odds_last_10_seasons,Underdog is_dog ATS Record_last_10_seasons,Underdog is_dog Cover %_last_10_seasons,Underdog is_dog MOV_last_10_seasons,Underdog is_dog ATS +/-_last_10_seasons,Favorite is_fav Team_last_10_seasons,Favorite is_fav Spread_last_10_seasons,Favorite is_fav Odds_last_10_seasons,Favorite is_fav ATS Record_last_10_seasons,Favorite is_fav Cover %_last_10_seasons,Favorite is_fav MOV_last_10_seasons,Favorite is_fav ATS +/-_last_10_seasons
1,97.8,9:30 PM,Littlejohn Coliseum,9,Kentucky,33,Clemson,Kentucky,Kentucky,Clemson,Clemson,-1,−112,False,+1,−108,True,Kentucky,4-3-0,57.1%,28.6,6.5,0,0,0.0,0.0,Clemson,4-4-0,50.0%,16.5,0.5,2-3-0,40.0%,24.4,-1.2,Clemson,+1,−108,0-1-0,0.0%,-13.0,-9.5,Kentucky,-1,−112,3-3-0,50.0%,32.5,5.8,1,97.8,9:30 PM,Littlejohn Coliseum,9,Kentucky,33,Clemson,Kentucky,Kentucky,Clemson,Clemson,-1,−112,False,+1,−108,True,Kentucky,453-436-21,51.0%,10.2,0.5,143-138-3,50.9%,3.6,1.0,Clemson,383-379-14,50.3%,4.1,0.3,192-173-5,52.6%,9.4,0.8,Clemson,+1,−108,159-148-10,51.8%,-6.7,0.3,Kentucky,-1,−112,370-365-19,50.3%,11.7,0.1,1,97.8,9:30 PM,Littlejohn Coliseum,9,Kentucky,33,Clemson,Kentucky,Kentucky,Clemson,Clemson,-1,−112,False,+1,−108,True,Kentucky,174-171-6,50.4%,10.8,0.5,51-50-1,50.5%,3.3,0.6,Clemson,163-149-6,52.2%,4.7,0.8,86-68-3,55.8%,10.2,1.5,Clemson,+1,−108,61-54-4,53.0%,-4.0,0.9,Kentucky,-1,−112,144-147-5,49.5%,13.1,0.1
2,96.6,9:00 PM,Kohl Center,23,Michigan,34,Wisconsin,Michigan,Michigan,Wisconsin,Wisconsin,+3.5,−112,True,-3.5,−108,False,Michigan,5-2-0,71.4%,20.7,7.0,0,0,0.0,0.0,Wisconsin,5-3-0,62.5%,16.0,2.4,3-3-0,50.0%,17.7,0.0,Michigan,+3.5,−112,0,0,0.0,0.0,Wisconsin,-3.5,−108,3-3-0,50.0%,17.8,-1.4,2,96.6,9:00 PM,Kohl Center,23,Michigan,34,Wisconsin,Michigan,Michigan,Wisconsin,Wisconsin,+3.5,−112,True,-3.5,−108,False,Michigan,429-405-11,51.4%,3.9,0.5,129-154-5,45.6%,-5.0,-0.7,Wisconsin,449-410-22,52.3%,7.0,0.7,211-190-10,52.6%,13.1,0.9,Michigan,+3.5,−112,169-173-5,49.4%,-6.2,0.6,Wisconsin,-3.5,−108,313-294-10,51.6%,10.1,0.2,2,96.6,9:00 PM,Kohl Center,23,Michigan,34,Wisconsin,Michigan,Michigan,Wisconsin,Wisconsin,+3.5,−112,True,-3.5,−108,False,Michigan,177-165-2,51.8%,6.1,0.7,48-58-0,45.3%,-2.5,-0.3,Wisconsin,171-167-11,50.6%,6.1,0.2,81-82-5,49.7%,11.2,-0.2,Michigan,+3.5,−112,50-55-1,47.6%,-4.4,1.3,Wisconsin,-3.5,−108,114-120-5,48.7%,9.4,-0.8
3,96.1,9:00 PM,KFC Yum! Center,37,Mississippi,38,Louisville,Ole Miss,Mississippi,Louisville,Louisville,+3,−108,True,-3,−112,False,Mississippi,4-2-1,66.7%,14.0,0.7,0,0,0.0,0.0,Louisville,4-3-0,57.1%,15.0,4.0,2-2-0,50.0%,18.3,-0.6,Mississippi,+3,−108,2-0-0,100.0%,4.5,7.3,Louisville,-3,−112,3-3-0,50.0%,12.8,-0.8,3,96.1,9:00 PM,KFC Yum! Center,37,Mississippi,38,Louisville,Ole Miss,Mississippi,Louisville,Louisville,+3,−108,True,-3,−112,False,Mississippi,391-387-14,50.3%,3.4,-0.6,154-144-2,51.7%,-4.6,-0.5,Louisville,423-411-23,50.7%,7.3,0.4,208-213-15,49.4%,12.1,0.0,Mississippi,+3,−108,176-174-4,50.3%,-6.3,-0.2,Louisville,-3,−112,306-287-16,51.6%,11.6,0.6,3,96.1,9:00 PM,KFC Yum! Center,37,Mississippi,38,Louisville,Ole Miss,Mississippi,Louisville,Louisville,+3,−108,True,-3,−112,False,Mississippi,164-160-5,50.6%,1.8,-1.0,63-50-1,55.8%,-4.0,0.1,Louisville,145-162-9,47.2%,4.0,-0.6,78-87-6,47.3%,9.4,-0.6,Mississippi,+3,−108,76-65-1,53.9%,-5.1,0.8,Louisville,-3,−112,91-94-6,49.2%,11.1,-0.1
4,95.0,6:30 PM,William B. Finneran Pavilion,10,Cincinnati,62,Villanova,Cincinnati,Cincinnati,Villanova,Villanova,-3.5,−112,False,+3.5,−108,True,Cincinnati,4-2-0,66.7%,29.3,5.8,2-0-0,100.0%,19.5,9.3,Villanova,4-4-0,50.0%,11.1,-0.7,3-2-0,60.0%,21.4,+2.8,Villanova,+3.5,−108,1-0-0,100.0%,-1.0,5.0,Cincinnati,-3.5,−112,4-2-0,66.7%,29.3,5.8,4,95.0,6:30 PM,William B. Finneran Pavilion,10,Cincinnati,62,Villanova,Cincinnati,Cincinnati,Villanova,Villanova,-3.5,−112,False,+3.5,−108,True,Cincinnati,388-425-20,47.7%,8.1,0.2,136-146-7,48.2%,0.7,-0.1,Villanova,460-394-12,53.9%,7.0,0.6,196-161-5,54.9%,11.6,0.8,Villanova,+3.5,−108,124-112-5,52.5%,-3.8,1.4,Cincinnati,-3.5,−112,282-312-16,47.5%,11.2,0.2,4,95.0,6:30 PM,William B. Finneran Pavilion,10,Cincinnati,62,Villanova,Cincinnati,Cincinnati,Villanova,Villanova,-3.5,−112,False,+3.5,−108,True,Cincinnati,158-168-6,48.5%,8.4,0.5,52-59-3,46.9%,1.2,-0.5,Villanova,197-155-5,56.0%,10.1,0.6,80-63-1,55.9%,14.8,0.7,Villanova,+3.5,−108,24-21-2,53.3%,-4.1,-0.1,Cincinnati,-3.5,−112,123-130-5,48.6%,12.0,0.8
5,93.8,7:00 PM,Carver-Hawkeye Arena,60,Northwestern,42,Iowa,Northwestern,Northwestern,Iowa,Iowa,+5,−108,True,-5,−112,False,Northwestern,2-5-1,28.6%,10.1,-1.0,0-1-0,0.0%,-5.0,-0.5,Iowa,3-4-0,42.9%,16.6,-2.5,2-3-0,40.0%,22.8,-2.3,Northwestern,+5,−108,0-1-0,0.0%,-5.0,-0.5,Iowa,-5,−112,3-4-0,42.9%,16.6,-2.5,5,93.8,7:00 PM,Carver-Hawkeye Arena,60,Northwestern,42,Iowa,Northwestern,Northwestern,Iowa,Iowa,+5,−108,True,-5,−112,False,Northwestern,370-377-15,49.5%,0.0,0.0,150-140-6,51.7%,-8.0,0.5,Iowa,400-418-19,48.9%,4.4,0.1,209-188-9,52.6%,11.4,0.7,Northwestern,+5,−108,221-230-10,49.0%,-8.4,0.1,Iowa,-5,−112,230-229-13,50.1%,10.2,0.0,5,93.8,7:00 PM,Carver-Hawkeye Arena,60,Northwestern,42,Iowa,Northwestern,Northwestern,Iowa,Iowa,+5,−108,True,-5,−112,False,Northwestern,157-152-10,50.8%,2.4,0.4,59-48-3,55.1%,-5.0,1.0,Iowa,164-160-9,50.6%,6.3,0.7,95-68-5,58.3%,13.4,1.4,Northwestern,+5,−108,79-78-6,50.3%,-6.5,0.3,Iowa,-5,−112,112-94-5,54.4%,12.0,0.8
6,93.6,9:00 PM,Pete Maravich Assembly Center,61,Florida St,50,Lsu,Florida State,Florida State,LSU,Louisiana State,+4.5,−112,True,-4.5,−108,False,Florida St,6-2-0,75.0%,15.1,6.6,0,0,0.0,0.0,Lsu,4-3-0,57.1%,12.6,2.4,2-2-0,50.0%,20.3,-1.4,Florida St,+4.5,−112,0-1-0,0.0%,-13.0,-7.5,Lsu,-4.5,−108,3-2-0,60.0%,17.6,0.1,6,93.6,9:00 PM,Pete Maravich Assembly Center,61,Florida St,50,Lsu,Florida State,Florida State,LSU,Louisiana State,+4.5,−112,True,-4.5,−108,False,Florida St,396-392-17,50.3%,3.0,-0.2,139-148-6,48.4%,-4.8,-0.9,Lsu,360-396-16,47.6%,3.2,-0.5,176-187-9,48.5%,9.8,-0.2,Florida St,+4.5,−112,188-169-5,52.7%,-6.6,0.5,Lsu,-4.5,−108,188-210-9,47.2%,8.2,-0.6,6,93.6,9:00 PM,Pete Maravich Assembly Center,61,Florida St,50,Lsu,Florida State,Florida State,LSU,Louisiana State,+4.5,−112,True,-4.5,−108,False,Florida St,161-163-7,49.7%,4.2,-0.2,42-60-3,41.2%,-4.1,-1.8,Lsu,150-172-6,46.6%,3.3,-0.3,79-87-3,47.6%,9.5,0.3,Florida St,+4.5,−112,56-55-0,50.5%,-5.3,0.8,Lsu,-4.5,−108,90-94-4,48.9%,10.3,0.1
7,92.8,7:00 PM,Stegeman Coliseum,68,Notre Dame,44,Georgia,Notre Dame,Notre Dame,Georgia,Georgia,+9,−112,True,-9,−108,False,Notre Dame,4-3-1,57.1%,6.6,-1.1,1-0-0,100.0%,21.0,18.0,Georgia,5-3-0,62.5%,17.5,6.1,3-2-0,60.0%,28.0,+7.7,Notre Dame,+9,−112,2-0-1,100.0%,-5.3,3.0,Georgia,-9,−108,4-2-0,66.7%,24.7,7.4,7,92.8,7:00 PM,Stegeman Coliseum,68,Notre Dame,44,Georgia,Notre Dame,Notre Dame,Georgia,Georgia,+9,−112,True,-9,−108,False,Notre Dame,389-399-18,49.4%,5.0,0.1,145-133-6,52.2%,-2.5,1.0,Georgia,395-390-11,50.3%,0.3,0.1,188-199-4,48.6%,5.8,0.1,Notre Dame,+9,−112,183-156-5,54.0%,-4.6,1.5,Georgia,-9,−108,165-165-6,50.0%,7.2,-0.3,7,92.8,7:00 PM,Stegeman Coliseum,68,Notre Dame,44,Georgia,Notre Dame,Notre Dame,Georgia,Georgia,+9,−112,True,-9,−108,False,Notre Dame,157-161-8,49.4%,3.9,-0.3,56-48-4,53.9%,-2.8,1.0,Georgia,162-161-5,50.2%,-0.2,-0.4,80-92-2,46.5%,5.1,-0.5,Notre Dame,+9,−112,78-65-4,54.6%,-5.0,1.2,Georgia,-9,−108,67-76-2,46.9%,7.9,-0.8
8,92.4,7:00 PM,Watsco Center,36,Arkansas,80,Miami,Arkansas,Arkansas,Miami FL,Miami-Florida,-5,−108,False,+5,−112,True,Arkansas,2-5-0,28.6%,17.0,3.0,0,0,0.0,0.0,Miami,1-6-0,14.3%,9.6,-8.5,1-3-0,25.0%,22.8,-6.5,Miami,+5,−112,0-1-0,0.0%,-7.0,-3.5,Arkansas,-5,−108,2-3-0,40.0%,27.4,6.1,8,92.4,7:00 PM,Watsco Center,36,Arkansas,80,Miami,Arkansas,Arkansas,Miami FL,Miami-Florida,-5,−108,False,+5,−112,True,Arkansas,368-398-15,48.0%,5.1,-0.4,111-155-4,41.7%,-5.6,-1.7,Miami,403-369-19,52.2%,4.1,0.3,170-177-9,49.0%,8.8,-0.4,Miami,+5,−112,194-142-8,57.7%,-4.3,1.8,Arkansas,-5,−108,225-225-9,50.0%,8.8,-0.1,8,92.4,7:00 PM,Watsco Center,36,Arkansas,80,Miami,Arkansas,Arkansas,Miami FL,Miami-Florida,-5,−108,False,+5,−112,True,Arkansas,172-166-4,50.9%,5.5,0.2,55-51-0,51.9%,-2.9,-0.1,Miami,162-167-6,49.2%,3.5,-0.6,71-80-5,47.0%,8.3,-1.3,Miami,+5,−112,72-60-1,54.6%,-5.2,0.8,Arkansas,-5,−108,116-107-4,52.0%,10.8,0.8
9,92.2,8:30 PM,Amica Mutual Pavilion,31,Byu,92,Providence,BYU,Brigham Young,Providence,Providence,-6,−110,False,+6,−110,True,Byu,3-4-0,42.9%,22.3,-1.9,0,0,0.0,0.0,Providence,3-5-0,37.5%,6.9,-6.2,2-3-0,40.0%,16.8,-4.4,Providence,+6,−110,1-1-0,50.0%,-9.0,-5.5,Byu,-6,−110,3-4-0,42.9%,22.3,-1.9,9,92.2,8:30 PM,Amica Mutual Pavilion,31,Byu,92,Providence,BYU,Brigham Young,Providence,Providence,-6,−110,False,+6,−110,True,Byu,416-387-18,51.8%,7.6,1.0,148-152-6,49.3%,0.8,0.6,Providence,393-402-15,49.4%,2.6,0.4,189-209-6,47.5%,7.8,0.2,Providence,+6,−110,205-178-5,53.5%,-4.8,1.5,Byu,-6,−110,324-248-9,56.6%,12.1,1.8,9,92.2,8:30 PM,Amica Mutual Pavilion,31,Byu,92,Providence,BYU,Brigham Young,Providence,Providence,-6,−110,False,+6,−110,True,Byu,166-152-9,52.2%,8.4,0.9,54-51-2,51.4%,2.6,1.1,Providence,174-156-5,52.7%,3.5,0.7,85-83-2,50.6%,8.6,0.4,Providence,+6,−110,88-58-2,60.3%,-2.9,2.5,Byu,-6,−110,132-112-5,54.1%,11.7,1.0
10,91.8,7:30 PM,Thompson-Boling Arena at Food City Center,90,Syracuse,4,Tennessee,Syracuse,Syracuse,Tennessee,Tennessee,+18.5,−108,True,-18.5,−112,False,Syracuse,3-3-0,50.0%,2.7,-2.9,0,0,0.0,0.0,Tennessee,6-1-0,85.7%,26.9,7.6,3-1-0,75.0%,32.3,+2.3,Syracuse,+18.5,−108,2-0-0,100.0%,-4.5,6.5,Tennessee,-18.5,−112,5-1-0,83.3%,27.7,4.8,10,91.8,7:30 PM,Thompson-Boling Arena at Food City Center,90,Syracuse,4,Tennessee,Syracuse,Syracuse,Tennessee,Tennessee,+18.5,−108,True,-18.5,−112,False,Syracuse,425-424-13,50.1%,6.7,0.1,136-126-3,51.9%,0.0,0.4,Tennessee,431-399-11,51.9%,6.2,0.5,209-179-6,53.9%,12.4,1.3,Syracuse,+18.5,−108,126-120-6,51.2%,-4.0,1.4,Tennessee,-18.5,−112,275-286-8,49.0%,9.4,-0.3,10,91.8,7:30 PM,Thompson-Boling Arena at Food City Center,90,Syracuse,4,Tennessee,Syracuse,Syracuse,Tennessee,Tennessee,+18.5,−108,True,-18.5,−112,False,Syracuse,156-165-5,48.6%,3.5,0.2,46-56-1,45.1%,-3.9,-0.3,Tennessee,170-163-4,51.1%,7.3,0.8,80-79-3,50.3%,13.3,1.1,Syracuse,+18.5,−108,62-66-4,48.4%,-5.4,0.9,Tennessee,-18.5,−112,121-119-3,50.4%,11.1,0.2
