Team,Over Record,Over %,Under %,Total +/-
Denver,8-1-0,88.9%,11.1%,+19.4
Utah,3-1-0,75.0%,25.0%,+5.8
Phoenix,7-3-0,70.0%,30.0%,+4.5
Brooklyn,6-3-0,66.7%,33.3%,+14.6
Memphis,8-4-0,66.7%,33.3%,+6.4
Milwaukee,6-3-0,66.7%,33.3%,+7.1
Cleveland,11-6-0,64.7%,35.3%,+7.6
Dallas,7-4-0,63.6%,36.4%,+2.9
Minnesota,5-3-0,62.5%,37.5%,+2.8
Miami,5-3-0,62.5%,37.5%,+4.8
New York,6-4-0,60.0%,40.0%,+6.9
San Antonio,6-4-0,60.0%,40.0%,+3.9
Indiana,5-4-0,55.6%,44.4%,-7.2
LA Lakers,6-5-0,54.6%,45.5%,+0.6
Boston,8-7-0,53.3%,46.7%,+0.5
Charlotte,3-3-0,50.0%,50.0%,+0.6
Golden State,6-6-0,50.0%,50.0%,-3.7
Chicago,4-4-0,50.0%,50.0%,+3.1
Washington,1-1-0,50.0%,50.0%,+5.8
Houston,6-6-1,50.0%,50.0%,-1.7
New Orleans,2-2-0,50.0%,50.0%,-2.5
Atlanta,4-5-0,44.4%,55.6%,-4.9
Okla City,6-8-0,42.9%,57.1%,-9.5
Toronto,2-3-0,40.0%,60.0%,+0.1
Orlando,5-8-0,38.5%,61.5%,-7.0
Sacramento,3-6-0,33.3%,66.7%,-2.9
Detroit,3-6-0,33.3%,66.7%,+1.2
Philadelphia,1-2-0,33.3%,66.7%,-2.8
Portland,2-5-0,28.6%,71.4%,-5.0
LA Clippers,3-9-0,25.0%,75.0%,-7.1
