Team,Over Record,Over %,Under %,Total +/-
SC Upstate,35-14-0,71.4%,28.6%,+4.8
Central Ark,35-15-1,70.0%,30.0%,+9.1
Holy Cross,33-16-1,67.4%,32.7%,+4.9
Stonehill,10-5-0,66.7%,33.3%,+2.2
N Kentucky,33-17-1,66.0%,34.0%,+4.6
New Orleans,48-25-3,65.8%,34.3%,+4.2
North Dakota,44-23-1,65.7%,34.3%,+4.9
McNeese St,31-17-1,64.6%,35.4%,+3.8
Lamar,31-18-0,63.3%,36.7%,+0.2
Utah Tech,17-10-0,63.0%,37.0%,+4.3
WI-Milwkee,79-47-0,62.7%,37.3%,+3.8
Tulane,66-42-3,61.1%,38.9%,+3.4
Stetson,27-18-2,60.0%,40.0%,+3.4
Evansville,76-51-0,59.8%,40.2%,+3.3
Oral Roberts,62-42-2,59.6%,40.4%,+2.2
Abl Christian,25-17-0,59.5%,40.5%,+5.6
IPFW,54-37-0,59.3%,40.7%,+5.6
Portland St,61-42-3,59.2%,40.8%,+4.2
Marshall,66-46-2,58.9%,41.1%,+4.3
NC A&T,31-22-0,58.5%,41.5%,+4.0
South Dakota,49-35-1,58.3%,41.7%,+1.6
S Dakota St,50-36-1,58.1%,41.9%,+4.1
IU Indy,50-36-1,58.1%,41.9%,+3.6
Providence,119-86-5,58.1%,42.0%,+3.0
Grd Canyon,26-19-1,57.8%,42.2%,-0.4
Idaho,56-41-3,57.7%,42.3%,+1.4
Wake Forest,127-93-2,57.7%,42.3%,+2.3
UTSA,27-20-0,57.5%,42.6%,+4.2
Ball St,58-43-3,57.4%,42.6%,+3.2
NJIT,31-23-0,57.4%,42.6%,+0.8
Tulsa,84-63-1,57.1%,42.9%,+2.7
Weber St,45-34-1,57.0%,43.0%,-0.9
Iowa St,76-58-1,56.7%,43.3%,+1.9
N Dakota St,43-33-0,56.6%,43.4%,+3.0
Kansas City,39-30-1,56.5%,43.5%,+1.8
Buffalo,65-50-1,56.5%,43.5%,+3.5
Rhode Island,83-64-2,56.5%,43.5%,+1.8
Yale,35-27-0,56.5%,43.6%,+2.4
NW State,27-21-2,56.3%,43.8%,+4.3
Syracuse,109-85-1,56.2%,43.8%,+3.5
Sac State,60-47-1,56.1%,43.9%,+1.9
Oakland,51-40-1,56.0%,44.0%,+3.9
Murray St,52-41-1,55.9%,44.1%,+2.9
Presbyterian,24-19-1,55.8%,44.2%,+1.3
SE Missouri,53-42-1,55.8%,44.2%,+1.8
S Alabama,59-47-1,55.7%,44.3%,+2.7
Hsn Christian,20-16-0,55.6%,44.4%,+9.0
NC-Asheville,20-16-0,55.6%,44.4%,-0.1
Pacific,55-44-1,55.6%,44.4%,+2.6
San Diego,71-57-0,55.5%,44.5%,+0.2
Baylor,72-58-2,55.4%,44.6%,+3.2
Boston Col,105-85-6,55.3%,44.7%,+2.4
James Mad,59-48-4,55.1%,44.9%,+2.7
Montana,59-48-0,55.1%,44.9%,-0.2
Winthrop,27-22-1,55.1%,44.9%,+1.5
Niagara,71-58-1,55.0%,45.0%,+4.6
UCSB,44-36-3,55.0%,45.0%,+1.7
Wofford,55-45-2,55.0%,45.0%,+3.0
Delaware St,33-27-1,55.0%,45.0%,+4.6
Mississippi,73-60-3,54.9%,45.1%,+2.3
Denver,79-65-0,54.9%,45.1%,+1.2
Alab A&M,23-19-1,54.8%,45.2%,-0.7
Xavier,104-86-3,54.7%,45.3%,+1.0
Villanova,110-91-6,54.7%,45.3%,+1.1
VA Tech,89-74-4,54.6%,45.4%,+2.2
La Salle,95-79-2,54.6%,45.4%,+3.3
Michigan,120-100-1,54.6%,45.5%,+1.1
Lindenwood,6-5-0,54.6%,45.5%,-0.6
Maine,31-26-0,54.4%,45.6%,+0.9
W Virginia,81-68-1,54.4%,45.6%,+1.8
Troy,51-43-1,54.3%,45.7%,+1.1
Chattanooga,64-54-1,54.2%,45.8%,+2.5
Fairfield,77-65-5,54.2%,45.8%,+0.8
Drexel,60-51-1,54.1%,46.0%,+2.1
Kent St,60-51-2,54.1%,46.0%,+0.4
F Dickinson,27-23-1,54.0%,46.0%,+0.4
St Josephs,88-75-1,54.0%,46.0%,+2.6
WI-Grn Bay,61-52-2,54.0%,46.0%,+1.4
TX Southern,34-29-0,54.0%,46.0%,+3.6
Gonzaga,75-64-1,54.0%,46.0%,+1.6
Wyoming,76-65-5,53.9%,46.1%,+2.3
Seton Hall,110-95-2,53.7%,46.3%,+1.7
Clemson,89-77-4,53.6%,46.4%,+1.3
Rutgers,105-91-4,53.6%,46.4%,+1.3
Montana St,60-52-0,53.6%,46.4%,0.0
BYU,77-67-2,53.5%,46.5%,+2.3
UC Riverside,64-56-2,53.3%,46.7%,+1.9
Mt St Marys,24-21-1,53.3%,46.7%,-0.2
Nebraska,93-82-4,53.1%,46.9%,+1.3
LSU,80-71-0,53.0%,47.0%,+2.8
Marquette,90-80-1,52.9%,47.1%,+0.9
Neb Omaha,46-41-1,52.9%,47.1%,+3.0
Florida St,111-99-6,52.9%,47.1%,0.0
Princeton,47-42-2,52.8%,47.2%,+0.9
W Michigan,66-59-2,52.8%,47.2%,+0.8
New Mexico,87-78-4,52.7%,47.3%,+0.3
Auburn,78-70-1,52.7%,47.3%,0.0
Pittsburgh,101-91-5,52.6%,47.4%,+0.8
Col Charlestn,61-55-1,52.6%,47.4%,+0.8
N Carolina,128-116-1,52.5%,47.5%,+0.9
St Bonavent,65-59-2,52.4%,47.6%,+1.9
Arkansas,77-70-1,52.4%,47.6%,+0.9
Lafayette,22-20-0,52.4%,47.6%,-0.4
NC-Grnsboro,67-61-3,52.3%,47.7%,+0.3
S Utah,45-41-1,52.3%,47.7%,-1.2
Cal Poly,45-41-0,52.3%,47.7%,+2.7
Colorado St,79-72-3,52.3%,47.7%,+1.7
Indiana,114-104-2,52.3%,47.7%,+1.8
Alabama,72-66-3,52.2%,47.8%,+1.8
St. Thomas,12-11-0,52.2%,47.8%,+0.8
E Tenn St,37-34-0,52.1%,47.9%,-0.6
UL Monroe,50-46-1,52.1%,47.9%,-0.2
Idaho St,52-48-1,52.0%,48.0%,-1.2
W Kentucky,66-61-3,52.0%,48.0%,+0.5
Central Mich,53-49-2,52.0%,48.0%,+2.3
Howard,27-25-0,51.9%,48.1%,+2.0
Gard-Webb,27-25-1,51.9%,48.1%,+0.6
Jackson St,27-25-0,51.9%,48.1%,+2.5
UCLA,72-67-2,51.8%,48.2%,-0.2
Elon,58-54-1,51.8%,48.2%,+1.6
Charlotte,61-57-1,51.7%,48.3%,+1.3
Bowling Grn,63-59-1,51.6%,48.4%,0.0
Fordham,80-75-3,51.6%,48.4%,+0.3
DePaul,97-91-2,51.6%,48.4%,+1.9
App State,65-61-2,51.6%,48.4%,+2.6
TX-Arlington,33-31-0,51.6%,48.4%,+4.2
SIU Edward,33-31-3,51.6%,48.4%,-0.2
Utah,67-63-2,51.5%,48.5%,+2.0
Navy,17-16-0,51.5%,48.5%,+3.4
Coastal Car,17-16-2,51.5%,48.5%,+1.3
Santa Clara,69-65-2,51.5%,48.5%,+1.5
Austin Peay,53-50-2,51.5%,48.5%,+3.6
N Mex State,55-52-1,51.4%,48.6%,+1.8
AR Lit Rock,57-54-1,51.4%,48.7%,+2.3
Central Conn,20-19-0,51.3%,48.7%,-0.4
E Carolina,66-63-2,51.2%,48.8%,+0.4
Jacksonville,22-21-1,51.2%,48.8%,+2.8
CS Bakersfld,23-22-0,51.1%,48.9%,+1.0
Temple,95-91-7,51.1%,48.9%,-0.1
Maryland BC,24-23-0,51.1%,48.9%,+2.3
Grambling St,25-24-0,51.0%,49.0%,-1.3
Detroit,76-73-0,51.0%,49.0%,+1.2
Notre Dame,106-102-1,51.0%,49.0%,+1.5
E Washingtn,54-52-1,50.9%,49.1%,+1.2
Minnesota,117-113-3,50.9%,49.1%,+0.6
Manhattan,78-76-1,50.7%,49.4%,+0.7
Cornell,40-39-1,50.6%,49.4%,-0.1
Delaware,42-41-1,50.6%,49.4%,+1.3
UNLV,94-92-2,50.5%,49.5%,+1.0
S Mississippi,47-46-2,50.5%,49.5%,+0.8
Youngs St,58-57-0,50.4%,49.6%,+2.7
Drake,60-59-2,50.4%,49.6%,+1.4
Canisius,64-63-4,50.4%,49.6%,+2.4
IL-Chicago,66-65-1,50.4%,49.6%,+0.1
Kansas St,72-71-2,50.4%,49.7%,+1.2
Michigan St,119-118-5,50.2%,49.8%,+0.9
LIU,13-13-1,50.0%,50.0%,+2.9
Nevada,69-69-2,50.0%,50.0%,+0.7
